term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
patch-clamp,79,102,0.042,0.043,1.0,0.19
patch-clamp techniques,79,102,0.042,0.043,1.0,0.19
strenuous,138,179,0.074,0.076,1.0,0.19
strenuous exercise,138,179,0.074,0.076,1.0,0.19
frontal lobe,975,1278,0.532,0.535,1.0,0.19
hepatitis antigens,46,59,0.025,0.025,1.0,0.19
purine metabolism,66,85,0.035,0.036,1.0,0.19
micronutrient,46,59,0.025,0.025,1.0,0.19
nuclear localization,102,132,0.055,0.056,1.0,0.19
whole animal imaging,46,59,0.025,0.025,1.0,0.19
scourge,66,85,0.035,0.036,1.0,0.19
acetaminophen,128,166,0.069,0.07,1.0,0.19
bacterial pneumonia,251,327,0.136,0.138,1.0,0.19
coronary artery calcification,89,115,0.048,0.049,1.0,0.19
postoperative pain,267,348,0.145,0.147,1.0,0.19
vehicular accident,76,98,0.041,0.042,1.0,0.19
vehicular,76,98,0.041,0.042,1.0,0.19
solitarius,138,179,0.074,0.076,1.0,0.19
depth perception,56,72,0.03,0.031,1.0,0.19
cardiopulmonary resuscitation,125,162,0.067,0.069,1.0,0.19
nhlbi,89,115,0.048,0.049,1.0,0.19
systolic,128,166,0.069,0.07,1.0,0.19
meningitis,411,537,0.223,0.226,1.0,0.19
pain syndromes,56,72,0.03,0.031,1.0,0.19
isolated limb perfusion,46,59,0.025,0.025,1.0,0.19
isolated limb,46,59,0.025,0.025,1.0,0.19
limb perfusion,46,59,0.025,0.025,1.0,0.19
acetylgalactosamine,56,72,0.03,0.031,1.0,0.19
fibrosis diabetes,66,85,0.035,0.036,1.0,0.19
cystic fibrosis diabetes,66,85,0.035,0.036,1.0,0.19
subjective,56,72,0.03,0.031,1.0,0.19
immunodeficiency virus infection,66,85,0.035,0.036,1.0,0.19
regressions,930,1219,0.507,0.51,1.0,0.18
early detection biomarkers,1038,1361,0.566,0.57,1.0,0.18
deoxycytidine,59,76,0.032,0.032,1.0,0.18
patient-clinician,289,377,0.157,0.159,1.0,0.18
dyslipidemias,751,984,0.409,0.412,1.0,0.18
pseudomonas aeruginosa,872,1143,0.476,0.478,1.0,0.18
mixtures,506,662,0.275,0.278,1.0,0.18
therapy program,221,288,0.12,0.121,1.0,0.18
proximal,215,280,0.117,0.118,1.0,0.18
united kingdom,160,208,0.087,0.088,1.0,0.18
androgen sensitive,118,153,0.064,0.065,1.0,0.18
tnfsf11,134,174,0.072,0.074,1.0,0.18
tnfsf11 gene,134,174,0.072,0.074,1.0,0.18
acute symptom,105,136,0.057,0.058,1.0,0.18
active control,452,591,0.246,0.248,1.0,0.18
radiation induced,337,440,0.183,0.185,1.0,0.18
start program,82,106,0.044,0.045,1.0,0.18
cxcl2,59,76,0.032,0.032,1.0,0.18
cxcl2 gene,59,76,0.032,0.032,1.0,0.18
importins,72,93,0.039,0.04,1.0,0.18
human cells,92,119,0.05,0.05,1.0,0.18
reflectance,59,76,0.032,0.032,1.0,0.18
processed,105,136,0.057,0.058,1.0,0.18
carnitine palmitoyltransferase,72,93,0.039,0.04,1.0,0.18
system injury,234,305,0.127,0.128,1.0,0.18
treatment prevention,189,246,0.102,0.104,1.0,0.18
brothers,59,76,0.032,0.032,1.0,0.18
uveitis,157,204,0.085,0.086,1.0,0.18
intraocular pressure,442,578,0.241,0.243,1.0,0.18
dysfunction alzheimer disease,69,89,0.037,0.038,1.0,0.18
intervertebral,173,225,0.094,0.095,1.0,0.18
excitatory postsynaptic potentials,59,76,0.032,0.032,1.0,0.18
postsynaptic potentials,59,76,0.032,0.032,1.0,0.18
reproductive hormone,95,123,0.051,0.052,1.0,0.18
arterial injury,49,63,0.026,0.027,1.0,0.18
llama,49,63,0.026,0.027,1.0,0.18
physiologic ossification,173,225,0.094,0.095,1.0,0.18
maternal microbiome,49,63,0.026,0.027,1.0,0.18
ligament injury,118,153,0.064,0.065,1.0,0.18
osteoclasts,547,716,0.298,0.3,1.0,0.17
cryopreservation,982,1288,0.536,0.539,1.0,0.17
biologic,1137,1492,0.621,0.624,1.0,0.17
occupational exposure,259,338,0.141,0.142,1.0,0.17
breast cancer therapy,333,435,0.181,0.183,1.0,0.17
shotguns,521,682,0.284,0.286,1.0,0.17
range,528,691,0.288,0.29,1.0,0.17
cancer control program,75,97,0.04,0.041,1.0,0.17
central obesity,127,165,0.069,0.07,1.0,0.17
infection cancer,52,67,0.028,0.029,1.0,0.17
statutes,291,380,0.158,0.16,1.0,0.17
statutes laws,291,380,0.158,0.16,1.0,0.17
phenomena,214,279,0.116,0.117,1.0,0.17
leucine,416,544,0.226,0.228,1.0,0.17
post-translational modification,88,114,0.047,0.048,1.0,0.17
greater,208,271,0.113,0.114,1.0,0.17
medical care,862,1130,0.47,0.473,1.0,0.17
epidermal stem,85,110,0.046,0.047,1.0,0.17
epidermal stem cell,85,110,0.046,0.047,1.0,0.17
immunoglobulin fragments,185,241,0.1,0.102,1.0,0.17
physical therapy,607,795,0.331,0.333,1.0,0.17
sensitive,521,682,0.284,0.286,1.0,0.17
urea cycle,75,97,0.04,0.041,1.0,0.17
operations center,62,80,0.033,0.034,1.0,0.17
seal,390,510,0.212,0.214,1.0,0.17
comorbid,230,300,0.125,0.126,1.0,0.17
mobile genetic elements,140,182,0.076,0.077,1.0,0.17
mobile genetic,140,182,0.076,0.077,1.0,0.17
midgut,166,216,0.09,0.091,1.0,0.17
self renewing,88,114,0.047,0.048,1.0,0.17
self renewing cell,88,114,0.047,0.048,1.0,0.17
renewing cell,88,114,0.047,0.048,1.0,0.17
values,400,523,0.218,0.219,1.0,0.17
vascular inflammation,508,665,0.277,0.279,1.0,0.17
protein acetylation,140,182,0.076,0.077,1.0,0.17
sanitation,185,241,0.1,0.102,1.0,0.17
neurotropic,227,296,0.123,0.125,1.0,0.17
english language,111,144,0.06,0.061,1.0,0.17
neural circuits,237,309,0.129,0.13,1.0,0.17
conformer,169,220,0.092,0.093,1.0,0.17
erosion,52,67,0.028,0.029,1.0,0.17
social skills,230,300,0.125,0.126,1.0,0.17
theta rhythm,52,67,0.028,0.029,1.0,0.17
osteochondral tissue,101,131,0.055,0.055,1.0,0.17
opioid treatment,114,148,0.062,0.063,1.0,0.17
chronic itch,62,80,0.033,0.034,1.0,0.17
healthy brain child,62,80,0.033,0.034,1.0,0.17
achievement,3578,4706,1.958,1.963,1.0,0.16
immunomodulators,800,1049,0.436,0.439,1.0,0.16
circadian pacemaker,673,882,0.367,0.369,1.0,0.16
agonist,5529,7275,3.027,3.034,1.0,0.16
melanocyte,332,434,0.181,0.182,1.0,0.16
hmgb1 gene,191,249,0.104,0.105,1.0,0.16
prospective test,249,325,0.135,0.137,1.0,0.16
histocompatibility complex,450,589,0.245,0.247,1.0,0.16
pain relief,670,878,0.365,0.368,1.0,0.16
glean,733,961,0.4,0.402,1.0,0.16
limited english,172,224,0.093,0.094,1.0,0.16
cell-matrix,217,283,0.118,0.119,1.0,0.16
triglycerides,1060,1391,0.579,0.582,1.0,0.16
church,514,673,0.28,0.282,1.0,0.16
meiosis,654,857,0.357,0.359,1.0,0.16
jurkat cells,65,84,0.035,0.036,1.0,0.16
jurkat,65,84,0.035,0.036,1.0,0.16
surgical incisions,191,249,0.104,0.105,1.0,0.16
incisions,191,249,0.104,0.105,1.0,0.16
gene transfer techniques,223,291,0.121,0.122,1.0,0.16
transfer techniques,223,291,0.121,0.122,1.0,0.16
peptide structure,91,118,0.049,0.05,1.0,0.16
immunometabolism,55,71,0.03,0.03,1.0,0.16
hindlimb,345,451,0.188,0.189,1.0,0.16
irving,65,84,0.035,0.036,1.0,0.16
phosphorylated,55,71,0.03,0.03,1.0,0.16
thrive,91,118,0.049,0.05,1.0,0.16
genomes,104,135,0.056,0.057,1.0,0.16
molecular pathways,55,71,0.03,0.03,1.0,0.16
acrylamides,42,54,0.022,0.023,1.0,0.16
ames assay,55,71,0.03,0.03,1.0,0.16
ames,55,71,0.03,0.03,1.0,0.16
neurocognitive disorder,520,681,0.283,0.285,1.0,0.16
neuromuscular diseases,367,480,0.2,0.201,1.0,0.16
nephrotic,133,173,0.072,0.073,1.0,0.16
functional connectivity,78,101,0.042,0.043,1.0,0.16
kidney injury,191,249,0.104,0.105,1.0,0.16
longitudinal course,91,118,0.049,0.05,1.0,0.16
rickettsia infections,65,84,0.035,0.036,1.0,0.16
making test,42,54,0.022,0.023,1.0,0.16
trail making,42,54,0.022,0.023,1.0,0.16
trail making test,42,54,0.022,0.023,1.0,0.16
diarrheal disease,313,409,0.17,0.172,1.0,0.16
hepatitis vaccine,78,101,0.042,0.043,1.0,0.16
disseminated candidiasis,65,84,0.035,0.036,1.0,0.16
tuberculosis genome,42,54,0.022,0.023,1.0,0.16
genetic variation,3842,5054,2.103,2.108,1.0,0.15
smooth muscle cell,139,181,0.075,0.076,1.0,0.15
acid binding,331,433,0.18,0.182,1.0,0.15
tissue embedding,296,387,0.161,0.162,1.0,0.15
regulatory science,181,236,0.098,0.099,1.0,0.15
intraepithelial lesion,58,75,0.031,0.032,1.0,0.15
squamous intraepithelial,58,75,0.031,0.032,1.0,0.15
squamous intraepithelial lesion,58,75,0.031,0.032,1.0,0.15
viral proteins,1369,1798,0.748,0.751,1.0,0.15
tnfsf4 gene,45,58,0.024,0.025,1.0,0.15
tnfsf4,45,58,0.024,0.025,1.0,0.15
drug distribution,213,278,0.116,0.117,1.0,0.15
adipokines,382,500,0.208,0.21,1.0,0.15
diagnostic cancer,84,109,0.045,0.046,1.0,0.15
developmental grant diagnostic,84,109,0.045,0.046,1.0,0.15
grant diagnostic cancer,84,109,0.045,0.046,1.0,0.15
grant diagnostic,84,109,0.045,0.046,1.0,0.15
diagnostic cancer imaging,84,109,0.045,0.046,1.0,0.15
dust,379,496,0.206,0.208,1.0,0.15
tobacco cessation intervention,107,139,0.058,0.059,1.0,0.15
family burden,171,223,0.093,0.094,1.0,0.15
action implementation,45,58,0.024,0.025,1.0,0.15
congenital disorders,245,320,0.133,0.134,1.0,0.15
resolved,68,88,0.037,0.037,1.0,0.15
admin-core,58,75,0.031,0.032,1.0,0.15
clinical psychology,184,240,0.1,0.101,1.0,0.15
progestins,152,198,0.082,0.083,1.0,0.15
mrna export,84,109,0.045,0.046,1.0,0.15
kidney fibrosis,229,299,0.124,0.126,1.0,0.15
ependymal,45,58,0.024,0.025,1.0,0.15
ependymal cell,45,58,0.024,0.025,1.0,0.15
plumbing,45,58,0.024,0.025,1.0,0.15
non-human primate,110,143,0.06,0.06,1.0,0.15
dental clinics,68,88,0.037,0.037,1.0,0.15
aciduria,58,75,0.031,0.032,1.0,0.15
complex genetic,97,126,0.052,0.053,1.0,0.15
tissue degeneration,136,177,0.074,0.075,1.0,0.15
polyenes,68,88,0.037,0.037,1.0,0.15
scoliosis,94,122,0.051,0.052,1.0,0.15
cartilage diseases,45,58,0.024,0.025,1.0,0.15
stat4,45,58,0.024,0.025,1.0,0.15
effort,45,58,0.024,0.025,1.0,0.15
pseudogenes,58,75,0.031,0.032,1.0,0.15
speech therapy,94,122,0.051,0.052,1.0,0.15
alcohol involvement,84,109,0.045,0.046,1.0,0.15
biological,78098,102937,42.833,42.854,1.0,0.14
flt3 gene,235,307,0.128,0.129,1.0,0.14
hormone therapy,817,1072,0.446,0.448,1.0,0.14
breast carcinoma,1421,1867,0.777,0.78,1.0,0.14
liquid chromatography mass,775,1017,0.423,0.425,1.0,0.14
low-density lipoproteins,442,579,0.241,0.243,1.0,0.14
anticodon,90,117,0.049,0.049,1.0,0.14
thymic,222,290,0.121,0.122,1.0,0.14
fluorescence recovery,100,130,0.054,0.055,1.0,0.14
fluorescence recovery photobleaching,100,130,0.054,0.055,1.0,0.14
recovery photobleaching,100,130,0.054,0.055,1.0,0.14
transcription initiation,610,800,0.333,0.335,1.0,0.14
translational modification,74,96,0.04,0.041,1.0,0.14
post translational modification,74,96,0.04,0.041,1.0,0.14
colon cancer screening,48,62,0.026,0.026,1.0,0.14
psychological stress,334,437,0.182,0.183,1.0,0.14
melanocortin,129,168,0.07,0.071,1.0,0.14
vaccinology,292,382,0.159,0.16,1.0,0.14
international agency,90,117,0.049,0.049,1.0,0.14
international agency cancer,90,117,0.049,0.049,1.0,0.14
agency cancer,90,117,0.049,0.049,1.0,0.14
continuing medical education,74,96,0.04,0.041,1.0,0.14
continuing medical,74,96,0.04,0.041,1.0,0.14
lanthanoid series elements,48,62,0.026,0.026,1.0,0.14
lanthanoid,48,62,0.026,0.026,1.0,0.14
lanthanoid series,48,62,0.026,0.026,1.0,0.14
nanocrystal,74,96,0.04,0.041,1.0,0.14
wiskott-aldrich syndrome,48,62,0.026,0.026,1.0,0.14
wiskott-aldrich,48,62,0.026,0.026,1.0,0.14
neurologic dysfunctions,299,391,0.163,0.164,1.0,0.14
beta-chemokines,61,79,0.033,0.033,1.0,0.14
salmonella typhimurium,235,307,0.128,0.129,1.0,0.14
typhimurium,235,307,0.128,0.129,1.0,0.14
amish,61,79,0.033,0.033,1.0,0.14
individuality,48,62,0.026,0.026,1.0,0.14
transcription termination,132,172,0.072,0.072,1.0,0.14
contraception,222,290,0.121,0.122,1.0,0.14
male fertility,174,227,0.094,0.095,1.0,0.14
microbleeds,90,117,0.049,0.049,1.0,0.14
hospital records,48,62,0.026,0.026,1.0,0.14
2-arachidonylglycerol,132,172,0.072,0.072,1.0,0.14
chronic traumatic,132,172,0.072,0.072,1.0,0.14
coronary calcium,61,79,0.033,0.033,1.0,0.14
calcium scoring,61,79,0.033,0.033,1.0,0.14
coronary calcium scoring,61,79,0.033,0.033,1.0,0.14
polyphosphates,48,62,0.026,0.026,1.0,0.14
myofibrils,90,117,0.049,0.049,1.0,0.14
neurofibrillary tangle formation,129,168,0.07,0.071,1.0,0.14
tangle formation,129,168,0.07,0.071,1.0,0.14
intravenous glucose,61,79,0.033,0.033,1.0,0.14
