term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
genetic correlations,192,194,0.133,0.13,1.0,-0.03
here protein,81,83,0.057,0.055,1.0,-0.03
three four,128,130,0.089,0.086,1.0,-0.03
paralysis,132,133,0.091,0.089,1.0,-0.03
turnaround,132,133,0.091,0.089,1.0,-0.03
european union,83,85,0.058,0.056,1.0,-0.03
suicide,204,206,0.141,0.138,1.0,-0.03
summarizes,81,83,0.057,0.055,1.0,-0.03
cosmopolitan,101,103,0.071,0.068,1.0,-0.03
expansive,93,95,0.065,0.063,1.0,-0.03
violence,164,166,0.114,0.111,1.0,-0.03
randomly assigned,272,273,0.187,0.184,1.0,-0.03
follow-up period,174,176,0.121,0.118,1.0,-0.03
longer-term,178,180,0.123,0.12,1.0,-0.03
tumor formation,101,103,0.071,0.068,1.0,-0.03
registries,198,199,0.136,0.134,1.0,-0.03
eligibility criteria,226,227,0.156,0.153,1.0,-0.03
university students,85,87,0.06,0.057,1.0,-0.03
statin,103,105,0.072,0.07,1.0,-0.03
diastolic blood pressure,108,110,0.075,0.073,1.0,-0.03
medical record,115,117,0.08,0.078,1.0,-0.03
stimuli,3403,3378,2.315,2.299,1.0,-0.04
pixels,108,111,0.076,0.073,1.0,-0.04
reproductive organs,40,42,0.029,0.027,0.9,-0.04
non-motile,43,45,0.031,0.029,0.9,-0.04
immune responses,2192,2181,1.494,1.481,1.0,-0.04
granules,408,411,0.282,0.276,1.0,-0.04
physically,684,685,0.469,0.462,1.0,-0.04
energy barrier,50,52,0.036,0.034,0.9,-0.04
sensitive,4222,4185,2.868,2.852,1.0,-0.04
ambient temperature,105,108,0.074,0.071,1.0,-0.04
ambient,443,446,0.306,0.299,1.0,-0.04
target cells,261,263,0.18,0.176,1.0,-0.04
significance statement,2925,2906,1.991,1.976,1.0,-0.04
interactions proteins,99,102,0.07,0.067,1.0,-0.04
macromolecular,371,373,0.256,0.251,1.0,-0.04
numerous genes,75,77,0.053,0.051,1.0,-0.04
secretase,56,58,0.04,0.038,1.0,-0.04
events occurred,87,90,0.062,0.059,1.0,-0.04
transcripts,2193,2181,1.494,1.481,1.0,-0.04
majority cases,71,73,0.05,0.048,1.0,-0.04
rhythm,601,603,0.413,0.406,1.0,-0.04
newly,2511,2495,1.71,1.696,1.0,-0.04
levels response,43,45,0.031,0.029,0.9,-0.04
social cues,43,45,0.031,0.029,0.9,-0.04
limbs,214,217,0.149,0.145,1.0,-0.04
myocyte,58,60,0.041,0.039,1.0,-0.04
consensus,1303,1300,0.891,0.88,1.0,-0.04
leader,112,115,0.079,0.076,1.0,-0.04
microrna,398,401,0.275,0.269,1.0,-0.04
correlates,2421,2405,1.648,1.635,1.0,-0.04
unicellular,262,264,0.181,0.177,1.0,-0.04
signatures positive,42,44,0.03,0.028,0.9,-0.04
full-length protein,63,65,0.045,0.043,1.0,-0.04
monomeric,391,394,0.27,0.264,1.0,-0.04
sheer,45,47,0.032,0.03,0.9,-0.04
substitution,749,750,0.514,0.506,1.0,-0.04
repeating,152,155,0.106,0.103,1.0,-0.04
ubiquitously expressed,118,121,0.083,0.08,1.0,-0.04
meninges,46,48,0.033,0.031,0.9,-0.04
different expression,41,43,0.029,0.028,0.9,-0.04
time-series,412,415,0.284,0.278,1.0,-0.04
middle temporal,101,104,0.071,0.068,1.0,-0.04
motions,253,255,0.175,0.171,1.0,-0.04
simulate,914,914,0.626,0.617,1.0,-0.04
control theory,53,55,0.038,0.036,1.0,-0.04
pregnant women,408,411,0.282,0.276,1.0,-0.04
pregnant,739,740,0.507,0.499,1.0,-0.04
neurological complications,41,43,0.029,0.028,0.9,-0.04
equivalently,55,57,0.039,0.037,1.0,-0.04
predicated,41,43,0.029,0.028,0.9,-0.04
non-coding,1148,1146,0.785,0.775,1.0,-0.04
neurotransmission,323,325,0.223,0.218,1.0,-0.04
motor behavior,96,99,0.068,0.065,1.0,-0.04
human fetal,102,105,0.072,0.069,1.0,-0.04
frequent,2070,2058,1.41,1.398,1.0,-0.04
combined single,41,43,0.029,0.028,0.9,-0.04
african,1601,1595,1.093,1.081,1.0,-0.04
mice when,58,60,0.041,0.039,1.0,-0.04
learning applied,94,97,0.066,0.063,1.0,-0.04
desktop,77,79,0.054,0.052,1.0,-0.04
enzyme involved,69,71,0.049,0.047,1.0,-0.04
green fluorescent protein,129,132,0.09,0.087,1.0,-0.04
maize,439,442,0.303,0.297,1.0,-0.04
validation experiments,46,48,0.033,0.031,0.9,-0.04
several advantages,76,78,0.053,0.051,1.0,-0.04
conductivity,116,119,0.082,0.078,1.0,-0.04
household income,106,109,0.075,0.072,1.0,-0.04
essential host,46,48,0.033,0.031,0.9,-0.04
mediated gene,46,48,0.033,0.031,0.9,-0.04
immune memory,99,102,0.07,0.067,1.0,-0.04
dopamine,961,961,0.659,0.649,1.0,-0.04
microglia activation,63,65,0.045,0.043,1.0,-0.04
trans,510,511,0.35,0.344,1.0,-0.04
chloroplasts,162,165,0.113,0.109,1.0,-0.04
brain cells,121,124,0.085,0.082,1.0,-0.04
slightly,985,984,0.674,0.665,1.0,-0.04
diversified,259,262,0.18,0.175,1.0,-0.04
harbor,747,748,0.513,0.505,1.0,-0.04
statistics,2021,2011,1.378,1.365,1.0,-0.04
woody,144,147,0.101,0.097,1.0,-0.04
mating,659,660,0.452,0.445,1.0,-0.04
uncontrolled,287,289,0.198,0.194,1.0,-0.04
host gene,121,124,0.085,0.082,1.0,-0.04
clinical phenotype,87,90,0.062,0.059,1.0,-0.04
wish,257,259,0.177,0.174,1.0,-0.04
revisit,107,110,0.075,0.072,1.0,-0.04
oppose,48,50,0.034,0.032,0.9,-0.04
fully explored,76,78,0.053,0.051,1.0,-0.04
information protein,47,49,0.034,0.032,0.9,-0.04
evolutionary ecological,56,58,0.04,0.038,1.0,-0.04
worse,1021,1018,0.698,0.69,1.0,-0.04
inhibition cell,76,78,0.053,0.051,1.0,-0.04
sequence similarity,296,298,0.204,0.2,1.0,-0.04
splice variants,69,71,0.049,0.047,1.0,-0.04
autoimmune diseases,273,276,0.189,0.184,1.0,-0.04
here cells,47,49,0.034,0.032,0.9,-0.04
volatiles,72,74,0.051,0.049,1.0,-0.04
differentiation maturation,41,43,0.029,0.028,0.9,-0.04
mrna stability,114,117,0.08,0.077,1.0,-0.04
hematocrit,45,47,0.032,0.03,0.9,-0.04
known mediate,41,43,0.029,0.028,0.9,-0.04
bipolar cells,48,50,0.034,0.032,0.9,-0.04
dozen,88,91,0.062,0.059,1.0,-0.04
shade,67,69,0.047,0.045,1.0,-0.04
germinal centers,61,63,0.043,0.041,1.0,-0.04
against lethal,54,56,0.038,0.036,1.0,-0.04
lost ability,40,42,0.029,0.027,0.9,-0.04
retroviral,111,114,0.078,0.075,1.0,-0.04
plant physiology,47,49,0.034,0.032,0.9,-0.04
alba,46,48,0.033,0.031,0.9,-0.04
same gene,77,79,0.054,0.052,1.0,-0.04
purkinje cell,68,70,0.048,0.046,1.0,-0.04
coil,166,169,0.116,0.112,1.0,-0.04
camp,353,355,0.243,0.238,1.0,-0.04
peptidyl,50,52,0.036,0.034,0.9,-0.04
sequence elements,51,53,0.036,0.034,0.9,-0.04
membrane insertion,50,52,0.036,0.034,0.9,-0.04
industrialized,43,45,0.031,0.029,0.9,-0.04
aedes,382,384,0.263,0.258,1.0,-0.04
mutations different,52,54,0.037,0.035,0.9,-0.04
therapy against,62,64,0.044,0.042,1.0,-0.04
inoculum,124,127,0.087,0.084,1.0,-0.04
mono,47,49,0.034,0.032,0.9,-0.04
ictal,51,53,0.036,0.034,0.9,-0.04
shewanella,40,42,0.029,0.027,0.9,-0.04
levels specific,48,50,0.034,0.032,0.9,-0.04
power spectrum,62,64,0.044,0.042,1.0,-0.04
audio-visual,44,46,0.032,0.03,0.9,-0.04
diameter,745,744,0.51,0.503,1.0,-0.04
hedgehog,210,213,0.146,0.142,1.0,-0.04
gene lists,40,42,0.029,0.027,0.9,-0.04
inferring,716,716,0.491,0.484,1.0,-0.04
levels genetic,89,92,0.063,0.06,1.0,-0.04
extinctions,88,91,0.062,0.059,1.0,-0.04
localize,535,536,0.367,0.361,1.0,-0.04
reflect differences,44,46,0.032,0.03,0.9,-0.04
innervated,90,93,0.064,0.061,1.0,-0.04
f-actin,277,280,0.192,0.187,1.0,-0.04
indispensable role,40,42,0.029,0.027,0.9,-0.04
cells mechanism,54,56,0.038,0.036,1.0,-0.04
gamma oscillations,101,104,0.071,0.068,1.0,-0.04
hek293 cells,128,131,0.09,0.086,1.0,-0.04
sensory system,48,50,0.034,0.032,0.9,-0.04
unperturbed,108,111,0.076,0.073,1.0,-0.04
boolean,118,121,0.083,0.08,1.0,-0.04
respond differently,66,68,0.047,0.045,1.0,-0.04
here extend,136,139,0.095,0.092,1.0,-0.04
guarantees,74,76,0.052,0.05,1.0,-0.04
fall,653,654,0.448,0.441,1.0,-0.04
times faster,126,129,0.088,0.085,1.0,-0.04
latitudinal,157,160,0.11,0.106,1.0,-0.04
recognition motif,45,47,0.032,0.03,0.9,-0.04
blood stage,61,63,0.043,0.041,1.0,-0.04
mrna molecules,40,42,0.029,0.027,0.9,-0.04
mutations cancer,73,75,0.051,0.049,1.0,-0.04
cumulative,1043,1042,0.714,0.705,1.0,-0.04
granulocytes,66,68,0.047,0.045,1.0,-0.04
cortical responses,90,93,0.064,0.061,1.0,-0.04
heterozygote,45,47,0.032,0.03,0.9,-0.04
some populations,43,45,0.031,0.029,0.9,-0.04
protein-dna,108,111,0.076,0.073,1.0,-0.04
egg-laying,61,63,0.043,0.041,1.0,-0.04
gyrase,41,43,0.029,0.028,0.9,-0.04
ingredients,152,155,0.106,0.103,1.0,-0.04
standing genetic variation,64,66,0.045,0.043,1.0,-0.04
spearman rank,54,56,0.038,0.036,1.0,-0.04
primary productivity,60,62,0.042,0.041,1.0,-0.04
highly active,128,131,0.09,0.086,1.0,-0.04
genetic characteristics,40,42,0.029,0.027,0.9,-0.04
encoded genes,57,59,0.04,0.039,1.0,-0.04
through production,50,52,0.036,0.034,0.9,-0.04
essential many,60,62,0.042,0.041,1.0,-0.04
when species,50,52,0.036,0.034,0.9,-0.04
mice similar,49,51,0.035,0.033,0.9,-0.04
manual segmentation,54,56,0.038,0.036,1.0,-0.04
carbon monoxide,54,56,0.038,0.036,1.0,-0.04
nuclear-encoded,77,79,0.054,0.052,1.0,-0.04
rna-,55,57,0.039,0.037,1.0,-0.04
giant unilamellar,52,54,0.037,0.035,0.9,-0.04
triplet,90,93,0.064,0.061,1.0,-0.04
channel blockers,44,46,0.032,0.03,0.9,-0.04
coherently,44,46,0.032,0.03,0.9,-0.04
phase-locking,55,57,0.039,0.037,1.0,-0.04
high-throughput imaging,43,45,0.031,0.029,0.9,-0.04
genetic alterations,151,154,0.106,0.102,1.0,-0.04
response signaling,50,52,0.036,0.034,0.9,-0.04
contribute pathogenesis,109,112,0.077,0.074,1.0,-0.04
beliefs,287,289,0.198,0.194,1.0,-0.04
gram-negative,701,702,0.481,0.474,1.0,-0.04
transport protein,58,60,0.041,0.039,1.0,-0.04
c-terminal domains,67,69,0.047,0.045,1.0,-0.04
derived human,170,173,0.119,0.115,1.0,-0.04
virus-mediated,42,44,0.03,0.028,0.9,-0.04
host gene expression,75,77,0.053,0.051,1.0,-0.04
diffraction-limited,40,42,0.029,0.027,0.9,-0.04
readers,166,169,0.116,0.112,1.0,-0.04
seven days,155,158,0.108,0.105,1.0,-0.04
molecular machines,46,48,0.033,0.031,0.9,-0.04
soil carbon,54,56,0.038,0.036,1.0,-0.04
model-based,441,444,0.304,0.298,1.0,-0.04
respiratory complex,44,46,0.032,0.03,0.9,-0.04
superior frontal,65,67,0.046,0.044,1.0,-0.04
evolutionary time,93,96,0.066,0.063,1.0,-0.04
antagonistic,476,477,0.327,0.322,1.0,-0.04
given time,58,60,0.041,0.039,1.0,-0.04
progresses,271,273,0.187,0.183,1.0,-0.04
monozygotic,51,53,0.036,0.034,0.9,-0.04
carcass,43,45,0.031,0.029,0.9,-0.04
effector molecules,45,47,0.032,0.03,0.9,-0.04
positive control,107,110,0.075,0.072,1.0,-0.04
neural network architectures,44,46,0.032,0.03,0.9,-0.04
proliferation vitro,42,44,0.03,0.028,0.9,-0.04
occurs early,46,48,0.033,0.031,0.9,-0.04
geriatric,92,95,0.065,0.062,1.0,-0.04
experiment where,42,44,0.03,0.028,0.9,-0.04
orientational,40,42,0.029,0.027,0.9,-0.04
cancer stem,136,139,0.095,0.092,1.0,-0.04
python library,59,61,0.042,0.04,1.0,-0.04
pdgfra,40,42,0.029,0.027,0.9,-0.04
functional units,52,54,0.037,0.035,0.9,-0.04
fibronectin,171,174,0.119,0.116,1.0,-0.04
phagosome,73,75,0.051,0.049,1.0,-0.04
metabolic reactions,57,59,0.04,0.039,1.0,-0.04
mellifera,129,132,0.09,0.087,1.0,-0.04
containers,76,78,0.053,0.051,1.0,-0.04
subgenus,56,58,0.04,0.038,1.0,-0.04
genetically similar,48,50,0.034,0.032,0.9,-0.04
fertilized,68,70,0.048,0.046,1.0,-0.04
flaws,43,45,0.031,0.029,0.9,-0.04
regulatory functions,124,127,0.087,0.084,1.0,-0.04
eliciting,270,272,0.186,0.182,1.0,-0.04
carnivore,46,48,0.033,0.031,0.9,-0.04
tablets,42,44,0.03,0.028,0.9,-0.04
activity cells,115,118,0.081,0.078,1.0,-0.04
interfering rnas,67,69,0.047,0.045,1.0,-0.04
cell wall synthesis,71,73,0.05,0.048,1.0,-0.04
wall synthesis,72,74,0.051,0.049,1.0,-0.04
variance explained,90,93,0.064,0.061,1.0,-0.04
brain imaging,310,312,0.214,0.209,1.0,-0.04
defects observed,62,64,0.044,0.042,1.0,-0.04
v-atpase,54,56,0.038,0.036,1.0,-0.04
underestimates,49,51,0.035,0.033,0.9,-0.04
open closed,93,96,0.066,0.063,1.0,-0.04
temperature dependence,43,45,0.031,0.029,0.9,-0.04
cells mediated,62,64,0.044,0.042,1.0,-0.04
learning image,42,44,0.03,0.028,0.9,-0.04
glcnac,66,68,0.047,0.045,1.0,-0.04
casein,75,77,0.053,0.051,1.0,-0.04
tactics,44,46,0.032,0.03,0.9,-0.04
skewing,63,65,0.045,0.043,1.0,-0.04
disease severe,48,50,0.034,0.032,0.9,-0.04
growth factor receptor,246,248,0.17,0.166,1.0,-0.04
questioning,70,72,0.049,0.047,1.0,-0.04
neutron,45,47,0.032,0.03,0.9,-0.04
coats,52,54,0.037,0.035,0.9,-0.04
coli strain,76,78,0.053,0.051,1.0,-0.04
growth media,56,58,0.04,0.038,1.0,-0.04
cells mediate,53,55,0.038,0.036,1.0,-0.04
pathways regulated,40,42,0.029,0.027,0.9,-0.04
moved,230,233,0.16,0.155,1.0,-0.04
treatment multiple,44,46,0.032,0.03,0.9,-0.04
cholera,127,130,0.089,0.086,1.0,-0.04
species many,44,46,0.032,0.03,0.9,-0.04
fundamental problem,42,44,0.03,0.028,0.9,-0.04
when activated,49,51,0.035,0.033,0.9,-0.04
glycopeptide,43,45,0.031,0.029,0.9,-0.04
drug binding,47,49,0.034,0.032,0.9,-0.04
cells migrate,73,75,0.051,0.049,1.0,-0.04
trophic interactions,60,62,0.042,0.041,1.0,-0.04
behaviors mice,42,44,0.03,0.028,0.9,-0.04
upper limit,46,48,0.033,0.031,0.9,-0.04
hydrolyzed,46,48,0.033,0.031,0.9,-0.04
masking,299,301,0.206,0.202,1.0,-0.04
limited resources,142,145,0.099,0.096,1.0,-0.04
logistics,89,92,0.063,0.06,1.0,-0.04
organizations,302,305,0.209,0.204,1.0,-0.04
populations through,51,53,0.036,0.034,0.9,-0.04
mice early,43,45,0.031,0.029,0.9,-0.04
laboratory-based,106,109,0.075,0.072,1.0,-0.04
hatched,42,44,0.03,0.028,0.9,-0.04
compare three,46,48,0.033,0.031,0.9,-0.04
modulate expression,52,54,0.037,0.035,0.9,-0.04
prrs,49,51,0.035,0.033,0.9,-0.04
neuroscientific,91,94,0.064,0.061,1.0,-0.04
manifest,434,436,0.299,0.293,1.0,-0.04
reducing number,95,98,0.067,0.064,1.0,-0.04
inhibition reduces,45,47,0.032,0.03,0.9,-0.04
unidentified,304,306,0.21,0.205,1.0,-0.04
cohesin complex,40,42,0.029,0.027,0.9,-0.04
thrombin,73,75,0.051,0.049,1.0,-0.04
absorbance,66,68,0.047,0.045,1.0,-0.04
maternal paternal,63,65,0.045,0.043,1.0,-0.04
differential impact,56,58,0.04,0.038,1.0,-0.04
proteins various,40,42,0.029,0.027,0.9,-0.04
muscle stem cells,70,72,0.049,0.047,1.0,-0.04
dissimilarities,44,46,0.032,0.03,0.9,-0.04
bruijn,43,45,0.031,0.029,0.9,-0.04
homeostatic regulation,45,47,0.032,0.03,0.9,-0.04
synchronously,75,77,0.053,0.051,1.0,-0.04
under-studied,47,49,0.034,0.032,0.9,-0.04
phenotypic genomic,50,52,0.036,0.034,0.9,-0.04
neoplasm,75,77,0.053,0.051,1.0,-0.04
worse clinical,62,64,0.044,0.042,1.0,-0.04
neural mechanism,115,118,0.081,0.078,1.0,-0.04
genomes species,62,64,0.044,0.042,1.0,-0.04
helicobacter,102,105,0.072,0.069,1.0,-0.04
same genes,41,43,0.029,0.028,0.9,-0.04
extend previous,59,61,0.042,0.04,1.0,-0.04
activity leads,43,45,0.031,0.029,0.9,-0.04
networks involved,65,67,0.046,0.044,1.0,-0.04
walked,62,64,0.044,0.042,1.0,-0.04
insertions deletions indels,51,53,0.036,0.034,0.9,-0.04
through sequencing,49,51,0.035,0.033,0.9,-0.04
lowland,95,98,0.067,0.064,1.0,-0.04
semi-automatic,50,52,0.036,0.034,0.9,-0.04
brood,101,104,0.071,0.068,1.0,-0.04
plausible mechanism,46,48,0.033,0.031,0.9,-0.04
unphosphorylated,40,42,0.029,0.027,0.9,-0.04
figshare,44,46,0.032,0.03,0.9,-0.04
through supplementary,44,46,0.032,0.03,0.9,-0.04
stomatitis virus,64,66,0.045,0.043,1.0,-0.04
strike,47,49,0.034,0.032,0.9,-0.04
lactococcus,43,45,0.031,0.029,0.9,-0.04
when faced,43,45,0.031,0.029,0.9,-0.04
acquired through,63,65,0.045,0.043,1.0,-0.04
diving,45,47,0.032,0.03,0.9,-0.04
peripheral blood samples,59,61,0.042,0.04,1.0,-0.04
unfavorable,230,233,0.16,0.155,1.0,-0.04
jejuni,56,58,0.04,0.038,1.0,-0.04
sensations,101,104,0.071,0.068,1.0,-0.04
predator-prey,95,98,0.067,0.064,1.0,-0.04
presence-absence,43,45,0.031,0.029,0.9,-0.04
10-fold,325,327,0.224,0.22,1.0,-0.04
increasingly complex,74,76,0.052,0.05,1.0,-0.04
phylogenetic relatedness,42,44,0.03,0.028,0.9,-0.04
corridors,40,42,0.029,0.027,0.9,-0.04
anterior-posterior axis,56,58,0.04,0.038,1.0,-0.04
assimilate,48,50,0.034,0.032,0.9,-0.04
nucleotide-binding leucine-rich,51,53,0.036,0.034,0.9,-0.04
stripes,43,45,0.031,0.029,0.9,-0.04
system response,50,52,0.036,0.034,0.9,-0.04
methylation gene expression,60,62,0.042,0.041,1.0,-0.04
cells activate,56,58,0.04,0.038,1.0,-0.04
synthesis degradation,60,62,0.042,0.041,1.0,-0.04
system further,43,45,0.031,0.029,0.9,-0.04
endeavor,75,77,0.053,0.051,1.0,-0.04
demise,50,52,0.036,0.034,0.9,-0.04
single mutants,46,48,0.033,0.031,0.9,-0.04
operons,123,126,0.086,0.083,1.0,-0.04
social cognition,113,116,0.079,0.076,1.0,-0.04
pro- anti-inflammatory,56,58,0.04,0.038,1.0,-0.04
medial temporal lobe,123,126,0.086,0.083,1.0,-0.04
functional categories,70,72,0.049,0.047,1.0,-0.04
receptor signalling,53,55,0.038,0.036,1.0,-0.04
several hours,54,56,0.038,0.036,1.0,-0.04
normal function,52,54,0.037,0.035,0.9,-0.04
inhibitory synapses,88,91,0.062,0.059,1.0,-0.04
south-east,54,56,0.038,0.036,1.0,-0.04
initial conditions,61,63,0.043,0.041,1.0,-0.04
repair proteins,51,53,0.036,0.034,0.9,-0.04
stem cells hescs,40,42,0.029,0.027,0.9,-0.04
regulation chromatin,61,63,0.043,0.041,1.0,-0.04
stem cells gscs,47,49,0.034,0.032,0.9,-0.04
chips,92,95,0.065,0.062,1.0,-0.04
blood serum,45,47,0.032,0.03,0.9,-0.04
here transcriptional,52,54,0.037,0.035,0.9,-0.04
suitable habitat,42,44,0.03,0.028,0.9,-0.04
deepest,45,47,0.032,0.03,0.9,-0.04
accurate inference,42,44,0.03,0.028,0.9,-0.04
fda-approved drug,62,64,0.044,0.042,1.0,-0.04
cystic fibrosis transmembrane,50,52,0.036,0.034,0.9,-0.04
fibrosis transmembrane,50,52,0.036,0.034,0.9,-0.04
haplogroups,40,42,0.029,0.027,0.9,-0.04
suprachiasmatic nucleus,49,51,0.035,0.033,0.9,-0.04
cell profiling,50,52,0.036,0.034,0.9,-0.04
mosquito aedes,59,61,0.042,0.04,1.0,-0.04
ewas,52,54,0.037,0.035,0.9,-0.04
considerable variation,70,72,0.049,0.047,1.0,-0.04
secondarily,72,74,0.051,0.049,1.0,-0.04
existing knowledge,91,94,0.064,0.061,1.0,-0.04
variation population,60,62,0.042,0.041,1.0,-0.04
rapid decline,44,46,0.032,0.03,0.9,-0.04
signalling molecules,42,44,0.03,0.028,0.9,-0.04
endosomal sorting,54,56,0.038,0.036,1.0,-0.04
predicted structure,47,49,0.034,0.032,0.9,-0.04
non-communicable diseases,127,130,0.089,0.086,1.0,-0.04
three days,160,163,0.112,0.108,1.0,-0.04
other functional,48,50,0.034,0.032,0.9,-0.04
downstream gene,62,64,0.044,0.042,1.0,-0.04
candidate causal,52,54,0.037,0.035,0.9,-0.04
causal genes,137,140,0.096,0.093,1.0,-0.04
magnetic fields,59,61,0.042,0.04,1.0,-0.04
genes loci,53,55,0.038,0.036,1.0,-0.04
subjecting,45,47,0.032,0.03,0.9,-0.04
twenty-five,91,94,0.064,0.061,1.0,-0.04
state cell,67,69,0.047,0.045,1.0,-0.04
tidal,74,76,0.052,0.05,1.0,-0.04
pili,107,110,0.075,0.072,1.0,-0.04
various immune,42,44,0.03,0.028,0.9,-0.04
co-transcriptional,75,77,0.053,0.051,1.0,-0.04
time courses,67,69,0.047,0.045,1.0,-0.04
anecdotal,55,57,0.039,0.037,1.0,-0.04
apical basal,45,47,0.032,0.03,0.9,-0.04
properties brain,45,47,0.032,0.03,0.9,-0.04
arch,57,59,0.04,0.039,1.0,-0.04
axonemal,52,54,0.037,0.035,0.9,-0.04
calves,47,49,0.034,0.032,0.9,-0.04
cells disease,46,48,0.033,0.031,0.9,-0.04
lamellar,40,42,0.029,0.027,0.9,-0.04
cells transcriptional,47,49,0.034,0.032,0.9,-0.04
here automated,44,46,0.032,0.03,0.9,-0.04
monosynaptic,93,96,0.066,0.063,1.0,-0.04
halting,58,60,0.041,0.039,1.0,-0.04
atomic resolution,74,76,0.052,0.05,1.0,-0.04
double-stranded breaks,45,47,0.032,0.03,0.9,-0.04
performed functional,49,51,0.035,0.033,0.9,-0.04
golgi apparatus,115,118,0.081,0.078,1.0,-0.04
translational efficiency,47,49,0.034,0.032,0.9,-0.04
stone,87,90,0.062,0.059,1.0,-0.04
uniqueness,101,104,0.071,0.068,1.0,-0.04
mrna protein expression,63,65,0.045,0.043,1.0,-0.04
structured illumination,72,74,0.051,0.049,1.0,-0.04
evidence brain,47,49,0.034,0.032,0.9,-0.04
patterns spatial,45,47,0.032,0.03,0.9,-0.04
structured illumination microscopy,61,63,0.043,0.041,1.0,-0.04
active chromatin,53,55,0.038,0.036,1.0,-0.04
irritable,58,60,0.041,0.039,1.0,-0.04
reform,54,56,0.038,0.036,1.0,-0.04
polya,44,46,0.032,0.03,0.9,-0.04
long history,58,60,0.041,0.039,1.0,-0.04
extracellular signals,48,50,0.034,0.032,0.9,-0.04
target sequence,52,54,0.037,0.035,0.9,-0.04
single-cell chromatin,58,60,0.041,0.039,1.0,-0.04
substantially different,57,59,0.04,0.039,1.0,-0.04
less active,55,57,0.039,0.037,1.0,-0.04
chemical reaction,51,53,0.036,0.034,0.9,-0.04
observed experimentally,53,55,0.038,0.036,1.0,-0.04
genome function,46,48,0.033,0.031,0.9,-0.04
proteins produced,42,44,0.03,0.028,0.9,-0.04
surrounds,53,55,0.038,0.036,1.0,-0.04
resistance cell,42,44,0.03,0.028,0.9,-0.04
cellular processes cell,49,51,0.035,0.033,0.9,-0.04
expression performed,50,52,0.036,0.034,0.9,-0.04
inhibitory inputs,40,42,0.029,0.027,0.9,-0.04
spores,206,209,0.143,0.139,1.0,-0.04
phenomenon observed,53,55,0.038,0.036,1.0,-0.04
datasets various,40,42,0.029,0.027,0.9,-0.04
fundamental processes,51,53,0.036,0.034,0.9,-0.04
type diabetic,44,46,0.032,0.03,0.9,-0.04
guaranteed,55,57,0.039,0.037,1.0,-0.04
identically,42,44,0.03,0.028,0.9,-0.04
therapy cancer,44,46,0.032,0.03,0.9,-0.04
largely explained,42,44,0.03,0.028,0.9,-0.04
host-parasite interactions,50,52,0.036,0.034,0.9,-0.04
quantitative rt-pcr,40,42,0.029,0.027,0.9,-0.04
specific types,58,60,0.041,0.039,1.0,-0.04
mammal species,49,51,0.035,0.033,0.9,-0.04
essential maintain,48,50,0.034,0.032,0.9,-0.04
unknown role,69,71,0.049,0.047,1.0,-0.04
independent acquisition,46,48,0.033,0.031,0.9,-0.04
sporozoites,61,63,0.043,0.041,1.0,-0.04
other chronic,50,52,0.036,0.034,0.9,-0.04
sex-linked,55,57,0.039,0.037,1.0,-0.04
dish,42,44,0.03,0.028,0.9,-0.04
several pathways,59,61,0.042,0.04,1.0,-0.04
aggregation propensity,40,42,0.029,0.027,0.9,-0.04
stalls,41,43,0.029,0.028,0.9,-0.04
range temperatures,40,42,0.029,0.027,0.9,-0.04
cooperative binding,41,43,0.029,0.028,0.9,-0.04
range experimental,44,46,0.032,0.03,0.9,-0.04
accurately quantify,48,50,0.034,0.032,0.9,-0.04
mrna abundance,61,63,0.043,0.041,1.0,-0.04
root hairs,42,44,0.03,0.028,0.9,-0.04
interactions contribute,56,58,0.04,0.038,1.0,-0.04
lateral geniculate,54,56,0.038,0.036,1.0,-0.04
silk,64,66,0.045,0.043,1.0,-0.04
progression alzheimer disease,45,47,0.032,0.03,0.9,-0.04
tentative,50,52,0.036,0.034,0.9,-0.04
food supply,41,43,0.029,0.028,0.9,-0.04
