record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
1785,40701376,2025,Predicting Early Onset of Age-Related Macular Degeneration: A Machine Learning Approach,American Journal of Ophthalmology,1;3;9;18,,false,true,,,1:hypertension|dyslipidemia|hyperlipidemia; 3:AUC|clustering|machine learning|model performance; 9:rheumatoid arthritis; 18:macular degeneration|macular|eye care
1786,40701146,2025,Implementing a training resource for large-scale genomic data analysis in the All of Us Researcher Workbench,American Journal of Human Genetics,2;3,,false,true,,,2:GWAS|genomics|genomic|genome-wide association|genome-wide|association studies; 3:Researcher Workbench|workbench
1787,40698913,2025,"RAB19, SERPINB9P1, and Pancreatitis in Patients Taking Azathioprine in Routine Clinical Practice: Genome and Transcriptome-Wide Association Studies",Clinical Pharmacology and Therapeutics,2;3;8;9;16,,false,true,,,2:TWAS|GWAS|transcriptome-wide|SNP|genomic|whole genome sequencing|genome-wide|ancestry|imputation|association study|association studies|genetic ancestry|loci; 3:Researcher Workbench|ICD|workbench|natural language processing|validation cohort|EHR|NLP; 8:HLA|immune response; 9:lupus|systemic lupus|IBD|inflammatory bowel disease|Crohn's disease|Crohn|autoimmune; 16:TPMT|NUDT15|azathioprine
1788,40698407,2025,Risk for Heart Failure and Atrial Fibrillation Across the Lifespan for Carriers of the Amyloidogenic p.V142I TTR Variant,Circulation. Genomic and Precision Medicine,1;2,,false,true,,,1:heart failure|atrial fibrillation|cardiovascular|cardiac; 2:genomic|ancestry|genetic ancestry
1789,40697677,2025,"A comparison of family health history of breast cancer, colorectal cancer, and diabetes in self-reported survey and electronic health records data, All of Us Research Program",Genetics in Medicine Open,1;3;5;6;17,,false,true,,,1:type 2 diabetes|diabetes; 3:Researcher Workbench|workbench|OMOP|EHR; 5:breast cancer|colorectal cancer|cancer|colorectal; 6:social determinants of health|gay|Medicaid|health literacy|disparity|lesbian|African American|education level|uninsured|bisexual|underrepresented|disparities|income|race and ethnicity|Hispanic; 17:outreach|informed consent
1790,40691406,2025,Improved multiancestry fine-mapping identifies cis-regulatory variants underlying molecular traits and disease risk,Nature Genetics,2,,false,true,,,2:fine-mapping|ancestry|association studies|loci|multiancestry
1791,40684987,2025,"Longitudinal trends in physical activity and sleep before, during, and after pregnancy using Fitbit and EHR data from the All of Us research program",American Journal of Obstetrics & Gynecology MFM,3;6;7;15,,false,true,,,3:Researcher Workbench|workbench|EHR|data quality; 6:Latino|race and ethnicity|Hispanic; 7:step count|Fitbit|digital phenotyping|wearable|physical activity|sedentary|sleep duration; 15:maternal health|pregnancy|postpartum|maternal|vaginal
1792,40681360,2025,Prevalence and Sociodemographic Correlates of Low Back Pain in a Diverse U.S. Population: Insights From the All of Us Research Program,Pain Management Nursing : Official Journal of the American Society of Pain Management Nurses,4;6,,false,true,,,4:pain; 6:African American|education level|equity|disparities|income|Hispanic
1793,40681351,2025,"Age-, sex-, and ancestry-specific prevalence of hearing loss in UK Biobank and All of Us Research Program",Aging and Disease,2;18,,false,true,,,2:polygenic risk score|ancestry|polygenic; 18:hearing loss|sensorineural
1794,40677957,2025,Obstacles to Obtain Care Among Sexual and Gender Minorities With Chronic Rhinosinusitis,Laryngoscope Investigative Otolaryngology,3;6;18,,false,true,,,3:AoU Researcher Workbench|Researcher Workbench|workbench|case definition; 6:sexual and gender minorities|LGBTQ|health disparities|gender minority|minorities|underrepresented|disparities|income|minority|SGM; 18:chronic rhinosinusitis|CRS|ENT|otolaryngology
1795,40677145,2025,Neurobeachin (NBEA) is a novel gene associated with GLP-1 receptor agonist associated weight loss,"Diabetes, Obesity & Metabolism",1;2;3;5;6,,false,true,,,1:GLP-1|type 2 diabetes|T2D|obesity|endocrine|blood pressure|cardiometabolic|BMI|diabetes|cardiovascular disease|cardiovascular; 2:PheWAS|WGS|genotype|ClinVar|imputation|association study; 3:validation cohort|EHR; 5:liver cancer|cancer; 6:equity|racial and ethnic|Hispanic
1796,40676916,2025,MetaGeno: a chromosome-wise multi-task genomic framework for ischaemic stroke risk prediction,Briefings in Bioinformatics,1;2;3;14,1.4-stroke-cardio,false,true,,,1:stroke|hypertension|atrial fibrillation|T2D|cholesterol|coronary|blood pressure|CAD|atherosclerosis|cardiovascular|cardiac; 2:PRS|GWAS|locus|SNP|genomic|genome-wide association|genome-wide|ancestry|genetic risk|association studies|genetic association|loci|heritability|polygenic; 3:transformer-based|risk prediction|random forest|F1 score|transformer|deep learning|artificial intelligence|interpretability|machine learning|model performance|neural network; 14:stroke
1797,40674722,2025,Detecting Conversation Topics in Recruitment Calls of African American Participants to the All of Us Research Program Using Machine Learning: Model Development and Validation Study,JMIR Formative Research,3;6;8;17,,false,true,,,3:natural language processing|EHR|interpretability|machine learning; 6:underrepresented groups|health disparities|African American|equity|UBR|racial and ethnic|underrepresented|disparities|discrimination|Hispanic; 8:COVID-19; 17:African American community|participant engagement|willingness to participate|trust|outreach|community engagement|return of results|biospecimen|informed consent|consent process|recruitment
1799,40669406,2025,"Experiences of patient-provider concordance in healthcare among All of Us participants, 2017-2023",Patient Education and Counseling,6,,false,true,,,6:Medicaid|Hispanic
1800,40664210,2025,A calcium-sensing receptor allelic series and underdiagnosis of genetically driven hypocalcemia,American Journal of Human Genetics,1;2;3;10;14,,false,true,,,1:stroke|kidney disease|cardiac; 2:PheWAS|GWAS|genomics|genotype|genomic|genome-wide association|genetic variant|genome-wide|ancestry|ClinVar|phenome-wide|association study|exome|exome sequencing; 3:re-identification|ICD|ICD-10|phecode; 10:monogenic|incomplete penetrance|pathogenic variant|hereditary|penetrance|rare disease|expressivity; 14:stroke|epilepsy
1801,40663583,2025,Real-world barriers to health care utilization among people living with migraine: Insights from the All of Us Research Program,Headache,14,,false,true,,,14:migraine
1805,40652978,2025,Body mass index mediates the relationship between depression and triglyceride levels: Evidence from a large national cohort,Journal of Affective Disorders,1;3;4,,false,true,,,1:obesity|HDL|metabolic syndrome|cholesterol|triglyceride|cardiometabolic|dyslipidemia|LDL|insulin resistance|BMI|lipid|cardiovascular; 3:Researcher Workbench|workbench|missing data|EHR|data quality|SNOMED; 4:depression|PTSD|bipolar disorder|major depressive disorder|schizophrenia|SUD|post-traumatic stress|alcohol abuse|substance use|psychiatric|mental health|smoking|bipolar|depressive|stress|mood disorder|MDD|behavioral health
1806,40645528,2025,"Treatment resistant depression: Socio-demographic characteristics, comorbidity and treatment patterns from the All of Us Research Program",Journal of Affective Disorders,4,,false,true,,,4:depression|anxiety|major depressive disorder|post-traumatic stress|antidepressant|substance use|depressive|stress
1807,40639743,2025,Barriers to healthcare utilization among adults engaging in heavy drinking: Results from the All of Us research program,Preventive Medicine,6,,false,true,,,6:disparities|structural barriers|income|Hispanic
1808,40633541,2025,Leveraging local ancestry and cross-ancestry genetic architecture to improve genetic prediction of complex traits in admixed populations,American Journal of Human Genetics,2,,false,true,,,2:PRS|polygenic risk score|genomics|genetic variant|ancestry|genetic ancestry|polygenic|local ancestry
1809,40632872,2025,The human genetic variant rs6190 unveils Foxc1 and Arid5a as novel prometabolic targets of the glucocorticoid receptor in muscle,Science Advances,1;2;8,,false,true,,,1:type 2 diabetes|obesity|diabetic|cholesterol|triglyceride|insulin resistance|BMI|diabetes|hyperglycemia|lipid|cardiovascular; 2:genomics|genotype|locus|SNP|genomic|genetic variant; 8:antibody|viral load
1810,40632022,2025,Potential Association Between Lichen Sclerosus and Breast Cancer: A Cross-sectional Study in All of Us Research Program,Journal of Lower Genital Tract Disease,5;12,,false,true,,,5:breast cancer|cancer; 12:lichen sclerosus
1811,40627823,2025,Assessing the Data Quality Dimensions of Surgical Oncology Cohorts in the All of Us Research Program,JCO Clinical Cancer Informatics,3;5,,false,true,,,3:electronic health record|OMOP|EHR|data quality; 5:melanoma|lung cancer|oncology|cancer
1812,40626445,2025,Educational Attainment and Alzheimer's Disease and Related Dementias (ADRD) Risk Among Black Adults: A Comparative Analysis of U.S.-Born and Non-U.S.-born Populations in the All of Us Research Program,Journal of Applied Gerontology : The Official Journal of the Southern Gerontological Society,3;6;11,,false,true,,,3:electronic health record|ICD; 6:socioeconomic|disparities; 11:Alzheimer|ADRD|aging|Alzheimer's
1813,40625557,2025,Updated cross-sectional prevalence data for lichen sclerosus in the All-of-Us database: implications for current routine genital skin examination practices,International Journal of Women's Dermatology,3;5;6;12,,false,true,,,3:ICD|ICD-10; 5:cervical cancer|melanoma|carcinoma|malignancy|cancer|neoplasia|cancer screening; 6:African American|Latino|underrepresented|Hispanic; 12:dermatologic|vitiligo|dermatology|lichen sclerosus|squamous cell carcinoma
1814,40618288,2025,Use of Angiotensin Receptor Blockers in Celiac Disease Associated with Worse Outcomes,Digestive Diseases and Sciences,9,,false,true,,,9:celiac
1816,40610586,2025,Computational strategic recruitment for representation and coverage studied in the All of Us Research Program,NPJ Digital Medicine,3;6;17,,false,true,,,3:Researcher Workbench|electronic health record|workbench|EHR|data quality|artificial intelligence|machine learning|harmonization; 6:underrepresented groups|American Indian|minorities|Latino|UBR|racial and ethnic|underrepresented|disparities|Black participants|income|minority|race and ethnicity|Hispanic; 17:research training|trust|recruitment
1817,40605186,2025,Fitbit Physical Activity and Sleep Data in the All of Us Research Program: Data Exploration and Processing Considerations for Research,Medicine and Science in Sports and Exercise,7,,false,true,,,7:Fitbit|physical activity
1818,40595462,2025,"Shared genetic architecture of posttraumatic stress disorder with cardiovascular imaging, risk, and diagnoses",Nature Communications,1;2;3;4;6;7;13;14,,false,true,,,1:stroke|venous thromboembolism|hypertension|heart failure|atrial fibrillation|type 2 diabetes|T2D|obesity|thromboembolism|cholesterol|endocrine|coronary|blood pressure|dyslipidemia|aortic|BMI|arrhythmia|carotid|diabetes|atherosclerosis|heart disease|cardiovascular disease|CVD|cardiovascular|cardiac|ischemic heart; 2:Mendelian randomization|PheWAS|TWAS|GWAS|GWAS summary|locus|SNP|genomic|genome-wide association|genome-wide|ancestry|imputation|trans-ethnic|association study|association studies|genetic ancestry|loci|heritability|polygenic; 3:ICD|EHR|phecode|machine learning; 4:depression|PTSD|post-traumatic stress|antidepressant|well-being|pain|psychiatric|mental health|smoking|psychological|tobacco|stress|suicide; 6:deprivation|African American|equity|socioeconomic|disparities; 7:physical activity|sleep duration; 13:insomnia|circadian; 14:stroke|neurodegeneration
1819,40592257,2025,Identifying common disease trajectories of Alzheimer's disease with electronic health records,EBioMedicine,1;3;4;6;11;14;18,,false,true,,,1:hypertension|atrial fibrillation|type 2 diabetes|diabetes|cardiovascular|vascular disease; 3:ICD|clustering|ICD-10|EHR|case definition; 4:depression|anxiety|psychiatric|mental health|depressive|mood disorder; 6:race and ethnicity|Hispanic; 11:Alzheimer|ADRD|dementia|mild cognitive impairment|aging|cognitive decline|older adults|Alzheimer's|cognitive impairment; 14:traumatic brain injury|cerebrovascular|encephalopathy|neurological; 18:hearing loss
1820,40591411,2025,The human glucocorticoid receptor variant rs6190 increases blood cholesterol and promotes atherosclerosis,The Journal of Clinical Investigation,1;2;6;11;15,,false,true,,,1:HDL|diabetic|cholesterol|triglyceride|LDL|aortic|BMI|diabetes|atherosclerosis|lipid|cardiovascular disease|cardiovascular; 2:GWAS|genotype|locus|SNP|genomic|genetic variant|ancestry|ClinVar|genetic ancestry; 6:African American|Latino; 11:APOE; 15:menopause
1821,40590803,2025,Polygenic Risk Prediction for Normal-Tension Glaucoma,Investigative Ophthalmology & Visual Science,1;2;3;4;5;12;17;18,,false,true,,,1:BMI|diabetes; 2:PRS|GWAS|WGS|polygenic score|GWAS summary|genotype|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|imputation|genetic risk|association study|polygenic; 3:Researcher Workbench|AUC|risk prediction|workbench|notebook; 4:depression; 5:melanoma|skin cancer|cancer; 12:skin cancer; 17:willingness to participate|trust|recruitment; 18:glaucoma|vision|optic nerve|ophthalmology
1822,40589063,2025,Vaping and cancer metastasis: novel preclinical insights and results from the All of Us Research Program,The Oncologist,4;5,,false,true,,,4:vaping; 5:cancer|metastasis
1823,40588925,2025,Evaluating Misalignment Between Emergency Department and Discharge Diagnoses,Studies in Health Technology and Informatics,,,false,true,,,
1824,40587790,2025,Sleep duration and timing are associated with next-day physical activity: Insights from two large-scale wearable sensor studies,Proceedings of the National Academy of Sciences of the United States of America,3;4;6;7;8;17,,false,true,,,3:Researcher Workbench|workbench; 4:well-being|mental health|smoking; 6:deprivation|underrepresented|income|race and ethnicity|Hispanic; 7:accelerometer|step count|Fitbit|wearable|physical activity|sensor|WHOOP|sedentary|heart rate variability|actigraphy|biometric|sleep duration; 8:COVID-19; 17:advisory board|research training|informed consent|ethics
1828,40580956,2025,Exploring depression treatment response by using polygenic risk scoring across diverse populations,American Journal of Human Genetics,2;4;6,,false,true,,,2:polygenic score|ancestry|polygenic; 4:depression|major depressive disorder|antidepressant|depressive|MDD; 6:African American|Hispanic
1829,40579894,2025,Hearing Loss Is Associated With Depression and Dysthymia in the All of Us Research Program,The Laryngoscope,1;3;4;18,,false,true,,,1:hypertension|diabetes; 3:ICD|ICD-10; 4:depression|major depressive disorder|depressive|psychological; 18:hearing loss|sensorineural
1831,40575363,2025,Comorbidities and systemic steroids drive pneumonia risk in inflammatory bowel disease: Propensity score-matched cohort study,World Journal of Gastrointestinal Pharmacology and Therapeutics,3;4;6;8;9;17,,false,true,,,3:Researcher Workbench|ICD|workbench|EHR|notebook; 4:smoking|tobacco; 6:minorities|socioeconomic|underrepresented|disparities|income; 8:infection|immune response|vaccine; 9:IBD|inflammatory bowel disease; 17:data sharing|biospecimen
1832,40575220,2025,The Effect of Patient-Provider Relationships on Compliance in Uncontrolled Diabetic Patients,Cureus,1;3;6;17,,false,true,,,1:diabetic|diabetes; 3:Researcher Workbench|workbench|SNOMED; 6:underrepresented groups|social determinants of health|disparity|racial and ethnic|socioeconomic|underrepresented|disparities|structural barriers|minority|race and ethnicity|Hispanic; 17:trust|patient-reported|dialogue
1833,40570403,2025,Prevalence and Correlates of Lipoprotein(a) Testing in a Diverse Cohort of U.S. Adults,JACC. Advances,1;3;6;10;14,,false,true,,,1:stroke|hypertension|heart failure|type 2 diabetes|aortic stenosis|obesity|glomerular|HDL|cholesterol|coronary|blood pressure|LDL|aortic|dialysis|diabetes|lipid|heart disease|kidney disease|cardiovascular disease|CVD|cardiovascular|cardiac|statin|ischemic heart; 3:electronic health record|ICD|ICD-10|SNOMED; 6:underrepresented groups|social determinants of health|equity|socioeconomic|underrepresented|disparities|income|race and ethnicity|Hispanic; 10:familial hypercholesterolemia; 14:stroke
1836,40568631,2025,Examining Reasons for Using Non-Primary Care Providers as Usual Source of Health Care: Insights From the All of Us Study,Health Care Science,3;4;6,,false,true,,,3:Researcher Workbench|workbench|claims data; 4:depression|loneliness|anxious|psychosocial; 6:social determinants of health|access to care|equity|racial and ethnic|disparities|rural|income|minority|race and ethnicity|discrimination|Hispanic
1837,40564227,2025,Evaluating Genomic and Clinical Risk Factors for Alzheimer's Disease in Individuals with Hypertension,Biomedicines,1;2;3;4;6;11,,false,true,,,1:hypertension|obesity|blood pressure|BMI|diabetes|hypertensive; 2:whole-genome sequencing|GWAS|WGS|genotype|genomic|genome-wide association|genetic variant|genome-wide|association study|association studies|loci; 3:electronic health record|workbench|EHR; 4:depression|smoking; 6:area deprivation index|social determinants of health|deprivation|socioeconomic|income|poverty|neighborhood|housing|ADI; 11:Alzheimer|dementia|aging|Alzheimer's|cognitive impairment
1838,40560532,2025,"Sociodemographic, health-related, and clinical characteristics and their associations with mortality among all of us participants compared with the United States general population",American Journal of Epidemiology,,,false,true,,,
1839,40557190,2025,National prevalence of melanoma: a cross-sectional analysis using the All of Us database,Proceedings %28Baylor University. Medical Center%29,5,,false,true,,,5:melanoma
1840,40555198,2025,Food Insecurity in Hidradenitis Suppurativa: A Cross-Sectional Analysis from the Population-Based All of Us Research Program,"Dermatology %28Basel, Switzerland%29",6;12,,false,true,,,6:food insecurity|socioeconomic|income|race and ethnicity; 12:hidradenitis suppurativa|cutaneous
1841,40554605,2025,Genetic disease risks of under-represented founder populations in New York City,PLoS Genetics,2;6;9;10,,false,true,,,2:WGS|genomics|genotype|genomic|ancestry|ClinVar|admixture|phasing|haplotype|global ancestry|genetic ancestry|local ancestry; 6:health disparities|Native American|African American|Latino|disparities|marginalized|race and ethnicity|Hispanic; 9:IBD; 10:founder variant|rare disease
1842,40552522,2025,Epidemiology and Comorbidities of Psychodermatologic Conditions,Journal of Cutaneous Medicine and Surgery,3;4;6;7;12,,false,true,,,3:AoU Researcher Workbench|Researcher Workbench|ICD|workbench|OMOP|ICD-10|SNOMED|notebook; 4:depression|anxiety|obsessive-compulsive|pain|OCD|substance use|psychosocial|chronic pain|psychiatric|mental health|bipolar|depressive|psychological|stress; 6:education level|socioeconomic|underrepresented|disparities|Black patients|income|Hispanic; 7:Fitbit; 12:dermatitis|skin disease|dermatologic|atopic dermatitis|hidradenitis suppurativa|psoriasis|cutaneous|acne
1843,40550363,2025,Association between Nucleoside and Nucleotide Reverse Transcriptase Inhibitor Use and Primary Open-Angle Glaucoma Risk in All of Us,Ophthalmology,3;8;17;18,,false,true,,,3:electronic health record|workbench|EHR|SNOMED; 8:antiretroviral|HIV|infection|hepatitis; 17:trust|informed consent; 18:glaucoma|cataract|vision|ophthalmology
1844,40549373,2025,APOE ε4 and Risk of Intracranial Hemorrhage in Patients With Atrial Fibrillation Taking Apixaban,JAMA Neurology,1;11;14,,false,true,,,1:stroke|atrial fibrillation; 11:cerebral amyloid angiopathy|Alzheimer|APOE; 14:subarachnoid hemorrhage|stroke
1845,40548175,2025,"A Model for Rapid Innovation for Engagement, Enrollment, and Data and Sample Collection in a Diverse Cohort Study: Insights from All of Us Participant Labs",Mayo Clinic Proceedings. Digital Health,3;6;17,,false,true,,,3:electronic health record|EHR; 6:health disparities|equity|UBR|underrepresented|disparities; 17:advisory board|research engagement|outreach|biospecimen|ethics|recruitment
1846,40539966,2025,Patterns of Basal Cell Carcinoma Presentation in the NIH All of Us Database,Ophthalmic Plastic and Reconstructive Surgery,5;6;12,,false,true,,,5:carcinoma|tumor; 6:access to care|income; 12:basal cell carcinoma
1847,40539265,2025,Predicting Weight Loss After Vertical Sleeve Gastrectomy Using a Whole-genome Sequencing-derived Polygenic Risk Score in the All of Us Cohort,Annals of Surgery,2;3,,false,true,,,2:PRS|whole-genome sequencing|polygenic risk score|genome-wide|polygenic; 3:electronic health record|random forest|validation cohort|gradient boosting
1848,40537972,2025,Socio-demographic and clinical factors associated with the receipt of anti-obesity medication prescriptions and metabolic and bariatric surgery among eligible all of Us participants,"Diabetes, Obesity & Metabolism",1;3;6;14,,false,true,,,1:stroke|hypertension|heart failure|atrial fibrillation|type 2 diabetes|T2D|obesity|coronary|BMI|diabetes|cardiovascular disease|cardiovascular; 3:ICD|missing data|EHR; 6:social determinants of health|Medicaid|minorities|uninsured|disparities|income|Hispanic|ADI; 14:stroke
1849,40537675,2025,Replicated blood-based biomarkers for myalgic encephalomyelitis not explicable by inactivity,EMBO Molecular Medicine,1;3;4;7;8;9;17,,false,true,,,1:HDL|cholesterol|triglyceride|insulin resistance|creatinine; 3:gradient boosting|XGBoost|SNOMED; 4:pain|mental health; 7:physical activity|sedentary; 8:antibody|infection; 9:autoimmune disease|autoimmune; 17:informed consent|consent process|ethics|recruitment
1850,40534628,2025,Sex and racial differences in prevalence and clinical characteristics of people living with LDLR and PCSK9 familial hypercholesterolemia genetic variants: Data from the All of Us Research program,American Journal of Preventive Cardiology,1;2;3;6;10;14,,false,true,,,1:stroke|hypertension|type 2 diabetes|HDL|cholesterol|coronary|LDL|BMI|diabetes|CAD|lipid|heart disease|cardiovascular disease|CVD|cardiovascular|statin; 2:WGS|genomic|genetic variant|ClinVar; 3:Researcher Workbench|ICD|workbench|EHR|harmonization|SNOMED|notebook; 6:equity|racial and ethnic|underrepresented|disparities|income|minority|Hispanic; 10:familial hypercholesterolemia|ACMG|penetrance; 14:stroke
1851,40528164,2025,Investigating the Relationship Between Social Support and Health Care Barriers Among Sexually and Gender Diverse Young Adults in the United States,LGBT Health,6,,false,true,,,6:income|race and ethnicity|discrimination|housing
1852,40526686,2025,Sociodemographically differential patterns of chronic pain progression revealed by analyzing the all of us research program data,PLOS Digital Health,3;4;6;14,,false,true,,,3:ICD|workbench|ICD-10|EHR; 4:depression|anxiety|schizophrenia|pain|chronic pain|mental health; 6:disparity|African American|underrepresented|disparities|income; 14:migraine
1853,40524801,2025,Incident cytopenia and risk of subsequent myeloid neoplasm in age-related clonal hematopoiesis: a multi-biobank case-control study,EClinicalMedicine,1;2;3;5;17,,false,true,,,1:CHIP|clonal hematopoiesis|cardiovascular disease|cardiovascular; 2:WGS|genomic|exome|exome sequencing; 3:ICD|ICD-10; 5:neoplasm|leukemia|malignancy|cancer|myelodysplastic|AML|MDS|chemotherapy; 17:advisory board|trust|data sharing|informed consent|ethics|toolkit
1854,40522671,2025,Diseases Common in Persons With Cystic Fibrosis Among CFTR Heterozygotes,JAMA Internal Medicine,2;10;13,,false,true,,,2:whole-genome sequencing|ancestry|phenome-wide|association study|association studies|genetic ancestry|genetic association; 10:cystic fibrosis|CFTR; 13:asthma|pulmonary|chronic obstructive
1858,40502263,2025,Integrating a conceptual consent permission model from the informed consent ontology for software application execution,AMIA Joint Summits on Translational Science Proceedings. AMIA Joint Summits on Translational Science,17,,false,true,,,17:informed consent
1859,40501118,2025,Impact of APOE4-related dementia risk in underrepresented groups from the All of Us research program,Alzheimer's & Dementia : The Journal of the Alzheimer's Association,2;3;6;11;14;17,,false,true,,,2:genotype|whole genome sequencing|genetic risk; 3:Researcher Workbench|phenotyping algorithm|cohort builder|electronic health record|ICD|workbench|EHR|case definition; 6:underrepresented groups|deprivation|African American|Latino|racial and ethnic|underrepresented|minority|race and ethnicity|Hispanic; 11:Alzheimer|dementia|APOE|aging|older adults|Alzheimer's|cognitive impairment; 14:cerebrovascular; 17:informed consent|ethics
1860,40500928,2025,Hormone Therapy Usage Is Associated With Adverse Cardiovascular Events in Prostate Cancer Patients of the All of Us Research Program Cohort,The Prostate,1;3;5;6;14;17,,false,true,,,1:stroke|hypertension|heart failure|type 2 diabetes|dyslipidemia|arrhythmia|diabetes|lipid|kidney disease|cardiovascular|myocardial infarction|vascular disease|cardiac|statin; 3:Researcher Workbench|electronic health record|ICD|workbench; 5:cancer survivors|prostate cancer|neoplasm|malignancy|cancer|metastasis|metastatic; 6:Latino|Hispanic; 14:stroke; 17:advisory board|trust|ethics
1861,40500782,2025,Improved breast cancer risk prediction using chromosomal-scale length variation,Human Genomics,2;3;5;6,,false,true,,,2:polygenic risk score|genetic risk score|SNP|genomic|ancestry|genetic risk|polygenic; 3:Researcher Workbench|AUC|risk prediction|workbench|random forest|deep learning|gradient boosting|machine learning; 5:breast cancer|BRCA1|cancer|tumor|cancer susceptibility; 6:African American|underrepresented
1862,40496758,2025,Machine learning applied to wearable fitness tracker data and the risk of hospitalizations and cardiovascular events,American Journal of Preventive Cardiology,1;3;6;7,,false,true,,,1:heart failure|atrial fibrillation|coronary|CAD|CVD|cardiovascular|myocardial infarction; 3:Researcher Workbench|electronic health record|workbench|feature engineering|random forest|F1 score|EHR|gradient boosting|machine learning|model performance|neural network; 6:social determinants of health; 7:step count|Fitbit|wearable|sedentary|wearable device|steps per day
1863,40495997,2025,Sleep and circadian disorders as risk factors for autoimmune disease: A population-based study,Neurobiology of Sleep and Circadian Rhythms,3;4;6;9;13;14;17,,false,true,,,3:electronic health record|missing data|EHR|interpretability|SNOMED; 4:smoking|CBT; 6:African American|Latino|racial and ethnic|socioeconomic|income|Hispanic; 9:multiple sclerosis|lupus|systemic lupus|autoimmune disease|rheumatoid arthritis|autoimmune; 13:obstructive sleep apnea|insomnia|circadian|delayed sleep phase|sleep apnea|OSA|hypersomnia|DSPD; 14:multiple sclerosis; 17:informed consent|ethics
1864,40489750,2025,Social determinants of health influence the risk of cirrhosis: A diverse nationwide cohort study,"Hepatology %28Baltimore, Md.%29",1;6,,false,true,,,1:cirrhosis; 6:social determinants of health|SDOH|food insecurity|disparities|neighborhood|discrimination
1865,40480197,2025,Subcontinental genetic variation in the All of Us Research Program: Implications for biomedical research,American Journal of Human Genetics,2;6,,false,true,,,2:subcontinental|ancestry|admixture|association studies|genetic association; 6:Native American|minorities|Latino|race and ethnicity|Hispanic
1866,40476828,2025,Vaping and Heart Failure: A Narrative Review,Cardiology in Review,1;4,,false,true,,,1:heart failure|ejection fraction|cardiovascular; 4:vaping|nicotine|tobacco|stress|e-cigarette
1868,40472801,2025,Polygenic scores for obstructive sleep apnoea reveal pathways contributing to cardiovascular disease,EBioMedicine,1;2;3;6;13;14;17,,false,true,,,1:GLP-1|stroke|hypertension|heart failure|atrial fibrillation|type 2 diabetes|obesity|coronary|cardiometabolic|BMI|diabetes|kidney disease|cardiovascular disease|CVD|cardiovascular; 2:PRS|REGENIE|GWAS|WGS|genomics|GWAS summary|SNP|genome-wide association|whole genome sequencing|genome-wide|ancestry|imputation|genetic risk|association study|admixture|polygenic; 3:Researcher Workbench|ICD|AUC|workbench|missing data|EHR; 6:Latino|Hispanic; 13:COPD|asthma|insomnia|pulmonary|chronic obstructive|OSA; 14:stroke; 17:advisory board|data sharing|informed consent|ethics
1869,40472296,2025,"Identification of Transgender and Gender-Diverse Individuals in the All of Us Research Program, 2017-2022",American Journal of Public Health,3;6,,false,true,,,3:electronic health record|computable phenotype; 6:health disparities|transgender|equity|bisexual|disparities|income|housing
1871,40461295,2025,Racial and ethnic differences in prescribing antihyperglycemic medications to persons with type 2 diabetes: An all of us cohort study,Primary Care Diabetes,1;6,,false,true,,,1:T2DM|hypertension|type 2 diabetes|obesity|diabetes; 6:minorities|racial and ethnic|disparities|income|Hispanic
1872,40456748,2025,TERT c.3150 G > C (p.K1050N): a founder Ashkenazi Jewish variant associated with telomere biology disorders,NPJ Genomic Medicine,2;3;5;10;12;13;15;17,,false,true,,,2:whole-genome sequencing|WGS|genomics|genomic|ancestry|haplotype|loci|gnomAD|exome|tandem repeat|exome sequencing; 3:Public Data Browser; 5:melanoma|skin cancer|cancer|tumor; 10:ACMG|incomplete penetrance|penetrance|founder variant; 12:skin cancer; 13:interstitial lung disease|pulmonary; 15:maternal|cervix; 17:informed consent|ethics|recruitment
1873,40455378,2025,"Racial/Ethnic Disparities in Health Literacy, Perception of Health Status, and Access to Healthcare Among Heart Transplant Patients of the National Institutes of Health All of Us Research Program",Journal of Racial and Ethnic Health Disparities,3;6,,false,true,,,3:Researcher Workbench|workbench; 6:health literacy|racial and ethnic|socioeconomic|disparities|income|Hispanic
1874,40454200,2025,Significant underascertainment in Huntington's disease,Brain Communications,2;3;10;17,,false,true,,,2:GWAS|genotype|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|association studies|genetic ancestry|gnomAD; 3:ICD|ICD-10; 10:Mendelian|Huntington's|Huntington disease|penetrance|rare disease; 17:advisory board
1875,40451243,2025,Analysis-ready VCF at Biobank scale using Zarr,GigaScience,2;3;8;17,,false,true,,,2:GWAS|WGS|SAIGE|genomics|genotype|genomic|ancestry|association study|exome; 3:Researcher Workbench|workbench|missing data|machine learning|notebook; 8:SARS-CoV-2; 17:trust|library
