record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
663,39968724,2025,Structural Inequities in Brain Trauma Outcome Prevalences Reported in the All of Us Database,American Journal of Epidemiology,6;14,,false,true,,,6:structural racism|social determinants of health|disparities|deprivation|Black participants|socioeconomic|racism; 14:traumatic brain injury|TBI|headache
667,39808608,2025,Epidemiological trends and healthcare disparities in onychomycosis: An analysis of the All of Us research program,PloS One,6;12,,false,true,,,6:underrepresented groups|disparities|minorities|income|Hispanic|underrepresented; 12:onychomycosis
668,38621331,2024,The sex-dependent impact of adipose tissue and inflammation on chronic pain - A cross-sectional study from the all of us research program,Cytokine,4,,false,true,,,4:pain|chronic pain
669,38606002,2023,Autoimmune comorbidities associated with sarcoidosis: a case-control study in the All of Us research program,Rheumatology Advances in Practice,9,,false,true,,,9:autoimmune disease|sarcoidosis|autoimmune|autoimmune comorbidities
670,38536175,2024,Physical Activity and Incident Obesity Across the Spectrum of Genetic Risk for Obesity,JAMA Network Open,1;2;7,,false,true,FD;HL;OD,FD;HL;OD;TR,1:BMI|obesity; 2:PRS|polygenic risk score|polygenic|ancestry|genetic risk; 7:step count|physical activity|steps per day
671,38669290,2024,Correlation-based tests for the formal comparison of polygenic scores in multiple populations,PLoS Genetics,2,,false,true,GM;HL,AI;GM;HL;NS,2:GWAS|association studies|polygenic|genetic risk
672,38662231,2024,Investigating the link between rosacea and neurological diseases: an all of us case-control study,Archives of Dermatological Research,12;14,,false,true,,,12:rosacea; 14:neurological
673,38703376,2024,"Autoimmune, cardiovascular/metabolic and psychiatric comorbidities associated with rosacea: a cross-sectional study in the All of Us database",Clinical and Experimental Dermatology,1;4;9;12,,false,true,,,1:cardiovascular; 4:psychiatric; 9:autoimmune; 12:rosacea
674,38715437,2024,The prevalence of major depressive disorder in people with HIV: Results from the All of Us Research Program,HIV Medicine,3;4;6;8,,false,true,OD,OD,3:electronic health record|EHR; 4:major depressive disorder|MDD|mental health|depressive; 6:underrepresented groups|social determinants of health|underrepresented; 8:HIV
675,38587197,2024,Discovery of a polymorphic gene fusion via bottom-up chimeric RNA prediction,Nucleic Acids Research,,,false,true,GM;OD,GM;OD;TR,
676,38599938,2024,"Delays in Care by Race, Ethnicity, and Gender Before and During the COVID-19 Pandemic Using Cross-Sectional Data From the National Institutes of Health's All of Us Research Program",Women's Health Issues : Official Publication of the Jacobs Institute of Women's Health,6;8,,false,true,CA;OD,CA;OD;TR,6:health disparities|disparities|income|Hispanic; 8:COVID-19
677,38432429,2024,Access to Care and Health Care Utilization Among Patients With Nephrolithiasis,Urology,1;6;17,,false,true,,,1:nephrolithiasis; 6:socioeconomic|income|access to care|underrepresented; 17:patient-reported|recruitment
678,38714212,2024,Predicting Postoperative Pain and Opioid Use with Machine Learning Applied to Longitudinal Electronic Health Record and Wearable Data,Applied Clinical Informatics,3;4;7,,false,true,HG;OD,HG;OD;TR,3:electronic health record|machine learning|gradient boosting|EHR|random forest|ensemble model; 4:well-being|pain|opioid; 7:wearable|wearable device
679,38733114,2024,A model for supporting biomedical and public health researcher use of publicly available All of Us data at Historically Black Colleges and Universities,Journal of the American Medical Informatics Association : JAMIA,6,,false,true,OD,ES;HG;OD,6:minority|underrepresented
680,38734810,2024,Examining the association of non-melanoma skin cancer with immunomodulatory conditions: a cross-sectional analysis of the All of Us database,Archives of Dermatological Research,5;12,,false,true,,,5:melanoma|skin cancer|cancer; 12:skin cancer
681,35704313,2022,Depression and Anxiety in Patients With Lichen Sclerosus,JAMA Dermatology,4;12,,false,true,DK;HL;TR,DK;HL;OD;TR,4:depression|anxiety; 12:lichen sclerosus
682,35817334,2022,Comorbidities associated with mycosis fungoides: A case-control study in the All of Us database,Journal of the American Academy of Dermatology,12,,false,true,,,12:mycosis fungoides
683,35620324,2022,Prevalence of pityriasis rosea in the United States: A cross-sectional study using the All of Us database,JAAD International,12,,false,true,,,12:pityriasis rosea
684,35662661,2022,Psychiatric comorbidities associated with granuloma annulare: A case-control study in the All of Us database,Journal of the American Academy of Dermatology,4;12,,false,true,,,4:psychiatric; 12:granuloma annulare
685,36103173,2022,Characterizing and Coding Psychiatric Diagnoses Using Electronic Health Record Data-Reply,JAMA Psychiatry,3;4,,false,true,,,3:electronic health record; 4:psychiatric
686,37253541,2023,Discordant calls across genotype discovery approaches elucidate variants with systematic errors,Genome Research,2,,false,true,HG;MH;OD,HG;MH;OD;TR,2:association studies|genotype|ancestry|gnomAD
687,37301740,2023,Systematic design and data-driven evaluation of social determinants of health ontology (SDoHO),Journal of the American Medical Informatics Association : JAMIA,6,,false,true,AG;AI;HG;LM,AG;AI;HG;LM;OD,6:social determinants of health|SDOH|equity
690,38598551,2024,Benchmarking multi-ancestry prostate cancer polygenic risk scores in a real-world cohort,PLoS Computational Biology,2;5,,false,true,CA,CA,2:PRS|multi-ancestry|polygenic|ancestry; 5:prostate cancer|cancer
691,38589773,2024,Association of lichen planus with asthma and allergic rhinitis in the All of Us Research Program: a cross-sectional study,Clinical and Experimental Dermatology,12;13;18,,false,true,AR;OD;TR,AR;EY;HG;NR;OD;TR,12:lichen planus; 13:asthma; 18:allergic rhinitis|rhinitis
692,38588912,2024,Pemphigoid and atopy: A case-control study in the All of Us database,The Journal of Allergy and Clinical Immunology. In Practice,,,false,true,,,
693,38583580,2024,Discovering clinical drug-drug interactions with known pharmacokinetics mechanisms using spontaneous reporting systems and electronic health records,Journal of Biomedical Informatics,3,,false,true,LM,LM,3:EHR|neural network
694,36941441,2023,Causal effects on complex traits are similar for common variants across segments of different continental ancestries within admixed individuals,Nature Genetics,2,,false,true,CA;GM;HG;HL;MH;OD,CA;ES;GM;HG;HL;MH;OD;TR,2:genome-wide|genome-wide association|ancestry|local ancestry|association study
695,36921806,2023,Epidemiology of alopecia areata in the Hispanic/Latinx community: A cross-sectional analysis of the All of Us database,Journal of the American Academy of Dermatology,6;12,,false,true,,,6:Latinx|Hispanic; 12:alopecia|alopecia areata
696,37495709,2023,Association of atopic dermatitis with schizophrenia and schizoaffective disorder,Archives of Dermatological Research,4;12,,false,true,,,4:schizophrenia; 12:atopic dermatitis|dermatitis
697,37396811,2023,"Antibiotic prescribing by age, sex, race, and ethnicity for patients admitted to the hospital with community-acquired bacterial pneumonia (CABP) in the All of Us database",Journal of Clinical and Translational Science,6,,false,true,TR,TR,6:Hispanic|Black patients
700,38788889,2024,Identifying erroneous height and weight values from adult electronic health records in the All of Us research program,Journal of Biomedical Informatics,3,,false,true,CA;LM;MD;OD,AI;CA;DE;LM;OD,3:error detection algorithm|EHR
702,38893680,2024,Machine Learning Approach with Harmonized Multinational Datasets for Enhanced Prediction of Hypothyroidism in Patients with Type 2 Diabetes,"Diagnostics %28Basel, Switzerland%29",1;3,,false,true,,,1:type 2 diabetes|T2D|diabetes|cardiac; 3:machine learning
708,38960729,2024,Fair prediction of 2-year stroke risk in patients with atrial fibrillation,Journal of the American Medical Informatics Association : JAMIA,1;3;6;14,1.4-stroke-cardio,false,true,OD,OD;TR,1:stroke|atrial fibrillation; 3:machine learning|EHR; 6:racial disparity|disparity; 14:stroke
709,38959998,2024,Social Factors Associated with the Risk of Glaucoma Suspect Conversion to Glaucoma: Analysis of the Nationwide All of Us Program,Ophthalmology. Glaucoma,6;18,,false,true,EY;LM;MD;OD;TR,DE;ES;EY;LM;MD;OD;TR,6:socioeconomic|income|African American|education level; 18:glaucoma
710,38955839,2024,Hidradenitis suppurativa and psychosocial well-being: a cross-sectional survey analysis from the All of Us research program,Archives of Dermatological Research,4;6;12,,false,true,HD,AI;OD,4:loneliness|well-being|stress|psychosocial; 6:race and ethnicity|discrimination|income; 12:hidradenitis suppurativa|cutaneous
711,38951922,2024,Benchmarking computational variant effect predictors by their ability to infer human traits,Genome Biology,3,,false,true,GM;HG;HL;OD,GM;HD;HG;HL;OD;TR,3:computational variant effect
712,38951294,2024,"Increased risk of allergic contact dermatitis in patients with cutaneous lichen planus and lichen planopilaris, but not cutaneous lupus erythematosus: An all of us database analysis",Archives of Dermatological Research,9;12,,false,true,,,9:lupus|cutaneous lupus; 12:lichen planus|contact dermatitis|dermatitis|lichen planopilaris|cutaneous
715,38940474,2024,Investigating the Protective Role of the Mitochondrial 2158 T > C Variant in Parkinson's Disease,Movement Disorders : Official Journal of the Movement Disorder Society,11,,false,true,,,11:Parkinson's disease|Parkinson
716,,2024,Mental health services utilization by rurality: Evidence from the National Institutes of Health All of Us Research Program,,4,,false,true,,,4:mental health|substance use
717,39659651,2024,"Alopecia Areata Is Associated with Posttraumatic Stress Disorder and Alcohol Use in a Case-Control Study of 4,785 Patients",Skin Appendage Disorders,4;12,,false,true,,,4:depression|anxiety|smoking|stress|psychiatric; 12:alopecia|alopecia areata
718,38986176,2024,Elucidating the influences of social determinants of health on perceived overall health among African American/Black and Hispanic ovarian cancer survivors using the NIH All of Us Research Program,Gynecologic Oncology,4;5;6,,false,true,GM,AG;GM,4:well-being|mental health; 5:ovarian cancer|cancer survivors|cancer; 6:social determinants of health|disparities|discrimination|SDOH|Hispanic|African American|housing|neighborhood
719,39030265,2024,Sleep patterns and risk of chronic disease as measured by long-term monitoring with commercial wearable devices in the All of Us Research Program,Nature Medicine,1;7,,false,true,FD;HL;OD,FD;HL;OD;TR,1:hypertension|atrial fibrillation|hyperlipidemia|obesity; 7:wearable|sleep duration
720,39026566,2024,Weighting the United States All of Us Research Program data to known population estimates using raking,Preventive Medicine Reports,6,,false,true,,,6:socioeconomic|income
721,39013656,2024,"Comparing COVID-19 vaccination coverage, adverse reactions and impact of social determinants of health on vaccine hesitancy in ADRD/MCI and non-ADRD/MCI population: protocol for a retrospective cross-sectional study",BMJ Open,3;6;8;11,,false,true,,,3:Researcher Workbench|electronic health record|workbench|EHR; 6:social determinants of health; 8:COVID-19|vaccine; 11:ADRD|Alzheimer|mild cognitive impairment|Alzheimer's|cognitive impairment
722,39003521,2024,Model-based estimation of individual-level social determinants of health and its applications in All of Us,Journal of the American Medical Informatics Association : JAMIA,1;6,,false,true,AG;LM;OD;TR,AG;LM;OD;TR,1:hypertension|diabetes; 6:social determinants of health
724,39021232,2024,Atopic Dermatitis Prescription Patterns in Underrepresented Groups: An All of Us Database Analysis,"Dermatitis : Contact, Atopic, Occupational, Drug",6;12,,false,true,,,6:underrepresented groups|underrepresented; 12:atopic dermatitis|dermatitis
729,38781589,2024,Prevalence of Weight Stigma in Medical Settings Among Reproductive-Aged Women in the All of Us Study,Obstetrics and Gynecology,1;6;15,,false,true,OD,OD;TR,1:BMI|obesity; 6:disparities|Latinx|discrimination|Hispanic; 15:reproductive-aged women
730,38967855,2024,Top 20 dermatologic conditions affecting adult patients of color in the United States: insights from an All of Us Database analysis,Archives of Dermatological Research,12,,false,true,,,12:dermatologic
731,38957840,2024,Psoriasis is associated with increased risk of other autoimmune diseases: A retrospective case-control study using the All of Us research database,JAAD International,9;12,,false,true,,,9:psoriasis|autoimmune; 12:psoriasis
732,38981117,2024,Research to classrooms: a co-designed curriculum brings All of Us data to secondary schools,Journal of the American Medical Informatics Association : JAMIA,3;17,,false,true,OD,OD,3:Public Data Browser; 17:secondary schools|co-designed curriculum
733,38981110,2024,Use of calibration to improve the precision of estimates obtained from All of Us data,Journal of the American Medical Informatics Association : JAMIA,6,,false,true,OD,OD;TR,6:discrimination|income|food insecurity
734,38968223,2024,Phenome-wide association study identifies new clinical phenotypes associated with Staphylococcus aureus infections,PloS One,2,,false,true,,,2:PheWAS|phenome-wide|association study
735,38773065,2024,Deep learning of left atrial structure and function provides link to atrial fibrillation risk,Nature Communications,1;2;3;14,,false,true,HL;OD,HL;OD;TR,1:stroke|atrial fibrillation|cardiovascular disease|cardiovascular|cardiac; 2:Mendelian randomization|genome-wide|genome-wide association|polygenic|loci|association study; 3:deep learning; 14:stroke
736,39043412,2024,Pregnancy episodes in All of Us: harnessing multi-source data for pregnancy-related research,Journal of the American Medical Informatics Association : JAMIA,3;15,,false,true,OD,OD;TR,3:electronic health record|EHR; 15:gestational|pregnancy
738,39058572,2024,Multi-modality risk prediction of cardiovascular diseases for breast cancer cohort in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,1;2;3;5;6,,false,true,AT;MD,AG;AT;MD;OD,1:cardiovascular disease|CVD|coronary|cardiovascular; 2:imputation|genomic; 3:data integration|EHR|random forest|clustering|predictive model|risk prediction|model performance; 5:breast cancer|survivorship|cancer; 6:social determinants of health
739,,2024,ICD Codes are Insufficient to Create Datasets for  Machine Learning: An Evaluation Using All of Us  Data for Coccidioidomycosis and Myocardial  Infarction,IEEE Xplore %28Institute of Electrical and Electronics Engineers%29,3,,false,true,,,3:machine learning|ICD|ICD-10
741,36706849,2023,Evaluating and mitigating bias in machine learning models for cardiovascular disease prediction,Journal of Biomedical Informatics,1;3,,false,true,GM;HL;LM;TR,AI;ES;GM;HG;HL;LM;MD;NS;OD;TR,1:cardiovascular disease|CVD|cardiovascular; 3:machine learning|random forest|risk prediction
742,39058629,2024,An evaluation of the All of Us Research Program database to examine cumulative stress,Journal of the American Medical Informatics Association : JAMIA,4,,false,true,ES;MD;OD,ES;MD;OD,4:stress|psychological
743,39085582,2024,Racial Disparities in Cost and Non-Cost Barriers to Care: An Analysis of the All of Us Survey,Journal of General Internal Medicine,6,,false,true,,,6:disparities
744,39078278,2024,Assessing how frailty and healthcare delays mediate the association between sexual and gender minority status and healthcare utilization in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,3;6;8;11,,false,true,AG;OD,AG;OD,3:electronic health record|EHR; 6:minority|disparities|race and ethnicity|income|gender minority; 8:HIV; 11:frailty|frailty index|older adults
745,39081307,2024,Sweet syndrome associated with moderate leukocyte adhesion deficiency type I: a case report and review of the literature,Frontiers in Immunology,12,,false,true,,,12:Sweet syndrome
748,38976304,2024,Association of Social Determinants of Health With the Likelihood of Treatment With Laser Trabeculoplasty in a US Database,Journal of Glaucoma,1;6;18,,false,true,,,1:hypertension; 6:social determinants of health|Medicaid|income; 18:glaucoma
749,39038968,2024,Health Care Discrimination and Care Avoidance Due to Patient-Clinician Identity Discordance Among Sexual and Gender Minority Adults,Annals of Family Medicine,6,,false,true,,,6:sexual minority|minority|discrimination|SGM|gender minority
750,39056443,2024,Optimizing pain management in breast cancer care: Utilizing 'All of Us' data and deep learning to identify patients at elevated risk for chronic pain,Journal of Nursing Scholarship : An Official Publication of Sigma Theta Tau International Honor Society of Nursing,3;4;5,,false,true,,,3:transformer-based|deep learning model|deep learning|transformer; 4:pain|chronic pain; 5:breast cancer|cancer
751,39133059,2024,Assessment of Missing Data on Glaucoma Severity Among Participants in the NIH All of Us Research Program of the United States,Journal of Glaucoma,3;6;18,,false,true,EY;LM;MD;OD;TR,DE;ES;EY;LM;MD;OD;TR,3:claims data|missing data; 6:socioeconomic|income|underrepresented; 18:glaucoma|ophthalmology|eye care
752,39178364,2024,Application of a Data Quality Framework to Ductal Carcinoma In Situ Using Electronic Health Record Data From the All of Us Research Program,JCO Clinical Cancer Informatics,3;5,,false,true,,,3:data quality|electronic health record|OMOP|EHR; 5:ductal carcinoma|carcinoma
753,39196186,2024,High-proportion spliced-in titin truncating variants in African and European ancestry in the All of Us Research Program,Nature Cardiovascular Research,1;2,,false,true,HL;OD,HL;OD;TR,1:atrial fibrillation|heart failure; 2:ancestry
754,39183196,2024,Improving genetic risk modeling of dementia from real-world data in underrepresented populations,Communications Biology,2;3;6;11,,false,true,AG;HG;MH;NS;OD,AG;HG;MH;NS;OD;TR,2:polygenic risk score|genome-wide|association studies|genome-wide association|polygenic|ancestry|genetic risk|genetic ancestry|genomic; 3:machine learning|risk prediction; 6:Latino|Asian American|Hispanic|African American|underrepresented; 11:dementia|APOE
756,39210047,2024,Rare coding variant analysis for human diseases across biobanks and ancestries,Nature Genetics,2,,false,true,HL,HL;OD,2:multi-ancestry|association studies|rare variant|ancestry
761,38263490,2024,Comparison of phenomic profiles in the All of Us Research Program against the US general population and the UK Biobank,Journal of the American Medical Informatics Association : JAMIA,2;5;9;10;11;13;14,,false,true,HG;LM;OD,LM;NS;OD;TR,2:PheWAS|association studies|phenome-wide; 5:colorectal cancer|lung cancer|colorectal|cancer; 9:multiple sclerosis|lupus; 10:cystic fibrosis; 11:dementia; 13:chronic obstructive|pulmonary; 14:multiple sclerosis
762,38738530,2024,All of Us participant perspectives on the return of value in research,Genetics in Medicine : Official Journal of the American College of Medical Genetics,6,,false,true,CA;HS;OD;TR,CA;EY;HG;HS;NR;OD;TR,6:Latino|income|Hispanic|African American
763,37865656,2023,Rare predicted loss of function alleles in Bassoon (BSN) are associated with obesity,NPJ Genomic Medicine,1;2,,false,true,DK,AG;DK;OD,1:BMI|obesity; 2:whole genome sequencing|exome
764,37885303,2023,Systematic replication of smoking disease associations using survey responses and EHR data in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,2;3;4,,false,true,OD,OD;TR,2:PheWAS|phenome-wide|association study; 3:EHR; 4:smoking
765,37454697,2023,Association of atopic dermatitis with substance use disorders: A case-control study in the All of Us research program,Journal of the American Academy of Dermatology,4;12,,false,true,,,4:substance use; 12:atopic dermatitis|dermatitis
769,38113267,2023,Uncovering associations between pre-existing conditions and COVID-19 Severity: A polygenic risk score approach across three large biobanks,PLoS Genetics,1;2;8,,false,true,CA;OD,CA;OD;TR,1:cardiovascular|obesity; 2:PheWAS|PRS|polygenic risk score|genome-wide|genome-wide association|polygenic|genomics|phenome-wide|association study; 8:COVID-19|infection
770,38143510,2023,"Returning personalized, genetic health test results to individuals of African descent or ancestry in precision medicine research",Health Affairs Scholar,2;16,,false,true,OD,OD,2:ancestry; 16:pharmacogenetic|drug-gene
771,38160810,2023,Cardiovascular comorbidities are associated with dermatomyositis: A cross-sectional study in the All of Us Research Program,Journal of the American Academy of Dermatology,1;9,,false,true,OD;TR,OD;TR,1:CVD|cardiovascular; 9:dermatomyositis
772,38170607,2024,Social Determinants of Health in Idiopathic Intracranial Hypertension,Journal of Neuro-Ophthalmology : The Official Journal of the North American Neuro-Ophthalmology Society,1;6,,false,true,EY;OD,EY;OD;TR,1:hypertension|BMI|obesity|thrombosis; 6:social determinants of health|rural|income|Hispanic
776,38011317,2023,Psychiatric comorbidities associated with rosacea: a propensity score-matched case-control study in the All of Us database,Clinical and Experimental Dermatology,4;12,,false,true,,,4:psychiatric; 12:rosacea
778,38049655,2023,Delays in Accessing Healthcare Across the Gender Spectrum in the All of Us Research Program,Journal of General Internal Medicine,6,,false,true,HL;OD,HL;OD;TR,6:minorities|transgender|income|marginalized
779,38149963,2023,"Gender Disparities in Depression, Stress, and Social Support Among Glaucoma Patients",Translational Vision Science & Technology,4;6;8;18,,false,true,EY;OD,DE;EY;OD;TR,4:depression|stress|psychosocial; 6:disparities|race and ethnicity|income; 8:COVID-19; 18:glaucoma
780,38147345,2023,Cerebral Amyloid Angiopathy and Risk of Isolated Nontraumatic Subdural Hemorrhage,JAMA Neurology,11;14,,false,true,TR,OD;TR,11:llm-judgment: cerebral amyloid angiopathy — ADRD-adjacent; 14:llm-judgment: intracerebral hemorrhage — neurology
781,38204174,2024,Psoriasis associated with inflammatory bowel disease: a cross-sectional analysis in the NIH All of Us Research Program,International Journal of Dermatology,9;12,,false,true,DK;OD,DK;OD;TR,9:inflammatory bowel disease|psoriasis; 12:psoriasis
784,38271102,2024,Rethinking Data Collection Methods During the Pandemic: Development and Implementation of CATI for the All of Us Research Program,Journal of Public Health Management and Practice : JPHMP,8,,false,true,OD,MH;OD;TR,8:COVID-19
790,39301656,2024,Impact of wearable device data and multi-scale entropy analysis on improving hospital readmission prediction,Journal of the American Medical Informatics Association : JAMIA,3;7,,false,true,GM;HL;LM,GM;HL;LM,3:deep learning model|deep learning|neural network; 7:wearable|steps per day|wearable device
792,39313293,2024,Multiancestry transferability of a polygenic risk score for diverticulitis,BMJ Open Gastroenterology,2,,false,true,DK;GM;TR,DK;GM;TR,2:PheWAS|PRS|polygenic risk score|association studies|polygenic|ancestry|phenome-wide|multiancestry
793,39338093,2024,A Comparative Analysis of Oral Health and Self-Rated Health: 'All of Us Research Program' vs. 'Health and Retirement Study',International Journal of Environmental Research and Public Health,,,false,true,,,
794,39323095,2024,Comparison of methods for building polygenic scores for diverse populations,HGG Advances,2,,false,true,,,2:PRS|GWAS|multi-ancestry|genome-wide|association studies|genome-wide association|polygenic|ancestry|genetic risk
796,39313475,2024,Cost-Related Medication Behaviors for Patients With and Without Systemic Autoimmune Rheumatic Diseases,Arthritis Care & Research,9,,false,true,AR;OD,AR;OD;TR,9:autoimmune
797,39321407,2024,Brain Health Outcomes in Sexual and Gender Minority Groups: Results From the All of Us Research Program,Neurology,1;4;6;11;14,,false,true,,,1:stroke|cardiovascular; 4:depression; 6:sexual and gender minorities|health disparities|sexual minority|minority|bisexual|disparities|deprivation|minorities|transgender|lesbian|gay|SGM|gender minority|underrepresented|neighborhood; 11:dementia; 14:stroke
798,39315597,2024,Comparing Ancestry Standardization Approaches for a Transancestry Colorectal Cancer Polygenic Risk Score,Genetic Epidemiology,2;5;10,,false,true,HG;OD,HG;OD,2:PRS|polygenic risk score|polygenic|admixture|ancestry; 5:colorectal cancer|colorectal|cancer; 10:monogenic
799,39319220,2024,Temporally Multi-Scale Sparse Self-Attention for Physical Activity Data Imputation,Proceedings of Machine Learning Research,2;3;7,,false,true,CA;EB,EB;OD,2:imputation; 7:step count|wearable|physical activity|sensor; 3:llm-judgment: data imputation method for wearable data
801,39337513,2024,Potential Involvements of Cilia-Centrosomal Genes in Primary Congenital Glaucoma,International Journal of Molecular Sciences,18,,false,true,,,18:glaucoma
802,39331176,2024,Prevalence of erythromelalgia in the United States: a cross-sectional study using the All of Us database,Archives of Dermatological Research,,,false,true,,,
804,39350286,2024,Intersectionality matters for hispanic health: A replication study using the All of Us Research Program,International Journal for Equity in Health,1;6;13,,false,true,,,1:hypertension|diabetes; 6:health disparities|disparities|Hispanic; 13:asthma
805,39383630,2024,Disparities in contemporary human papilloma virus vaccination uptake among adult women living in the United States: An All of Us Research Program study,Gynecologic Oncology,5;6,,false,true,,,5:cervical cancer|cancer; 6:minority|disparities|income
806,40734771,2024,"The truth-default is ubiquitous, but some people experience it more than others",Communication Research Reports : CRR,6,,false,true,,,6:minorities|income
814,39316441,2024,Proteogenomic analysis integrated with electronic health records data reveals disease-associated variants in Black Americans,The Journal of Clinical Investigation,2;3;5;9;14,,false,true,DK;ES;GM;HC;HG;HL;TR,CA;DK;ES;GM;HG;HL;MH;OD;TR,2:PheWAS|GWAS|admixture|loci|ancestry|phenome-wide|association study|fine mapping; 3:electronic health record|EHR; 5:lymphoma|non-Hodgkin|Hodgkin; 9:multiple sclerosis|sarcoidosis; 14:multiple sclerosis
822,39362880,2024,"Whole-genome sequencing in 333,100 individuals reveals rare non-coding single variant and aggregate associations with height",Nature Communications,2,,false,true,CA;ES;HL,CA;ES;HL,2:whole-genome sequencing
825,39362614,2024,"Loneliness, Discrimination, Stress, and Type 2 Diabetes Risk in Young Adults",American Journal of Preventive Medicine,1;4;6,,false,true,DK;HD,DK;HD;OD,1:type 2 diabetes|diabetes|prediabetes; 4:loneliness|stress; 6:discrimination|income|Hispanic|neighborhood
828,39386309,2024,Onychocryptosis Is Associated with Low Income in a Matched Cohort Study Using the All of Us Database,Skin Appendage Disorders,1;6;12,,false,true,,,1:type 2 diabetes|T2DM|diabetes|obesity|vascular disease; 6:income|low-income; 12:onychomycosis
829,39409914,2024,Genomic and Socioeconomic Determinants of Racial Disparities in Breast Cancer Survival: Insights from the All of Us Program,Cancers,2;5;6,,false,true,CA;ES;MD,CA;ES;MD;OD,2:genomic; 5:breast cancer|cancer; 6:health disparities|racial disparity|disparities|disparity|socioeconomic
831,39405295,2024,Improving follow-up survey completion rates through pilot interventions in the All of Us Research Program: Results from a non-randomized intervention study,PloS One,17,,false,true,MD,OD,17:follow-up survey completion
832,39425681,2024,Bipolar disorder among individuals with atopic dermatitis: a case-control study in the All of Us Research Program,Clinical and Experimental Dermatology,4;12,,false,true,,,4:depression|bipolar disorder|smoking|bipolar|psychiatric; 12:atopic dermatitis|dermatitis
833,39424024,2024,Associations Between Dry Eye Disease and Mental Health Conditions in the All of Us Research Program,American Journal of Ophthalmology,4;9;18,,false,true,EY,EY,4:anxiety|bipolar disorder|schizophrenia|mental health|bipolar|depressive; 9:lupus|systemic lupus|Sjögren; 18:eye disease
834,39400730,2024,Racial and ethnic differences in healthcare access and utilization among U.S. adults with melanoma and keratinocyte carcinomas in the NIH All of Us Research Program,Archives of Dermatological Research,5;6;12,,false,true,,,5:carcinoma|melanoma|malignancy; 6:disparities|Medicaid|racial and ethnic|Hispanic; 12:basal cell carcinoma|squamous cell carcinoma|cutaneous
845,,2024,197 Atherosclerotic cardiovascular disease risk in underrepresented populations: insights from the All of Us Research Program,,1;3;6;14,,false,true,,,1:type 2 diabetes|hypertension|stroke|T2DM|cardiovascular disease|diabetes|hyperlipidemia|coronary|cardiovascular|obesity; 3:Researcher Workbench|workbench|ICD|ICD-10; 6:underrepresented groups|area deprivation index|social determinants of health|Latino|deprivation|minorities|ADI|transgender|income|Hispanic|underrepresented; 14:stroke
846,39420706,2024,Genetic Analysis of Asymptomatic Antinuclear Antibody Production,"Arthritis & Rheumatology %28Hoboken, N.J.%29",2;8;9,,false,true,AI,AI,2:genetic risk score|heritability|SNP|genome-wide|genome-wide association|loci|genetic risk|association study|imputation; 8:antibody|HLA; 9:autoimmune disease|lupus|autoimmune
848,39400111,2024,Association between atopic dermatitis and peripheral vascular disease: a cross-sectional study in the All of Us Research Program,Clinical and Experimental Dermatology,1;12,,false,true,,,1:vascular disease; 12:atopic dermatitis|dermatitis
854,39415980,2024,Analysis of rare genetic variants in All of Us cohort patients with common variable immunodeficiency,Frontiers in Genetics,8,,false,true,,,8:antibody|infection
855,39413320,2024,Melasma Risk Factors: A Matched Cohort Study Using Data From the All of Us Research Program,Cutis,12,,false,true,,,12:melasma
856,39412882,2024,Familial Renal Glucosuria and Potential Pharmacogenetic Impact on Sodium-Glucose Cotransporter-2 Inhibitors,Kidney360,1;2;16,,false,true,GM;TR,GM;TR,1:SGLT2|diabetes|renal; 2:association studies|genomic; 16:pharmacogenetic
859,39444500,2024,"US public health surveillance, reimagined",Learning Health Systems,3,,false,true,,,3:public health surveillance|EHR
864,39052991,2024,Engagement with health research summaries via digital communication to All of Us participants,Journal of the American Medical Informatics Association : JAMIA,6,,false,true,OD,OD,6:income|underrepresented
865,39051523,2024,Racial and Ethnic Disparities in Antihypertensive Medication Prescribing Patterns and Effectiveness,Clinical Pharmacology and Therapeutics,1;6,,false,true,,,1:hypertension|blood pressure|cardiology; 6:disparities|Latino|Black participants|race and ethnicity|racial and ethnic|Hispanic
866,39095751,2024,"Sexual orientation, gender identity and virologic failure among people with HIV: a cohort study in all of US research program",BMC Public Health,6;8,,false,true,AI,AI;OD,6:sexual and gender minorities|sexual minority|minority|disparities|minorities|Medicaid|income|equity|gender minority; 8:HIV|viral load
867,39093943,2024,Sounding out solutions: using SONAR to connect participants with relevant healthcare resources,Journal of the American Medical Informatics Association : JAMIA,17,,false,true,OD,OD,17:genetic counseling
868,39074173,2024,Returning value from the All of Us Research Program to PhD-level nursing students using ChatGPT as programming support: results from a mixed-methods experimental feasibility study,Journal of the American Medical Informatics Association : JAMIA,3,,false,true,NR,NR,3:Researcher Workbench|workbench
872,39094953,2024,Associations between Statin Use and Glaucoma in the All of Us Research Program,Ophthalmology. Glaucoma,1;3;18,,false,true,,,1:lipid|hyperlipidemia|cholesterol|LDL|statin; 3:electronic health record|EHR; 18:glaucoma
