record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
545,39482947,2024,4;6,FA1;FA5;FA7,3,0,Disparities in Treatment for Alcohol Use Disorder Among All of Us Participants
549,39441603,2024,1;2;16,FA1;FA4;FA8,3,0,Utility of a Systolic Blood Pressure Polygenic Risk Score With Chlorthalidone Response
550,38284183,2024,6;12,FA1;FA7,2,0,"An analysis of demographics, lifestyle factors and comorbidities of pemphigus in underrepresented groups: A cross-sectional study of the All of Us database"
552,40176990,2024,3;8;12,FA1;FA7,2,0,Nail Clubbing: A Dermatologic Window into Underlying Systemic Disease - an All of Us Study
553,39326396,2024,9;12,FA1;FA7,2,0,Rosacea and Gastrointestinal Diseases: A Case-Control Study in the All of Us Database
558,39652924,2024,1;5;12,FA1;FA7;FA8,3,0,Increased Serum Vitamin D and Decreased Serum Cholesterol Are Associated with Development of Squamous Cell Carcinoma in Actinic Keratosis Patients: A Retrospective Machine-Learning Analysis of the All of Us Database
559,38399414,2024,1,FA1;FA8,2,0,Glucagon-like Peptide-1 Receptor Agonists Associated Gastrointestinal Adverse Events: A Cross-Sectional Analysis of the National Institutes of Health All of Us Cohort
560,39503954,2024,3;6;12,FA1;FA7,2,0,"Gender, race, and economic factors influencing screening practices in hidradenitis suppurativa: a cross-sectional analysis"
561,39392397,2024,12,FA1;FA7,2,0,"A case-control study of bacterial, fungal, and viral skin infections in 9,143 adults with hyperhidrosis"
562,39545358,2024,3;6,FA7,1,0,Research for all: building a diverse researcher community for the All of Us Research Program
563,39536018,2024,12;19,FA1;FA6;FA7,3,0,"Association between fine particulate matter and eczema: A cross-sectional study of the All of Us Research Program and the Center for Air, Climate, and Energy Solutions"
564,39511894,2024,1;9,FA1;FA8,2,0,Exploring the link between celiac disease and obesity: a potential role of gut microbiome
565,39526879,2024,1;4;5;6,FA1;FA5;FA7;FA8,4,0,Alcohol and Cannabis Use Associated with Cardiometabolic Biomarkers among 'All of Us' Cancer Survivors
566,39520911,2024,2;4;5,FA1;FA5;FA8,3,0,Genomic insights for personalised care in lung cancer and smoking cessation: motivating at-risk individuals toward evidence-based health practices
567,39569403,2024,1;6,FA1;FA7;FA8,3,0,Comorbidities and determinants of health on heart failure guideline-directed medical therapy adherence: All of us
569,39546165,2024,5,FA1;FA8,2,0,The genetic landscape of Lynch syndrome in the Israeli population
574,39576824,2024,4;6,FA1;FA5;FA7,3,0,Correlates of six-month housing instability among U.S. adults by veteran status: Exploratory study using data from the All of Us Program
575,39573984,2024,4;12,FA1;FA5;FA7,3,0,The association of hidradenitis suppurativa with cigarette smoking and cannabis use: a cross-sectional study in the All of Us Research Program
581,39576343,2024,12,FA1;FA7,2,0,Exploring health and social self-perceptions in U.S. adults with alopecia areata
582,39627863,2024,2;5;6,FA1;FA7;FA8,3,0,Using multiplexed functional data to reduce variant classification inequities in underrepresented populations
584,39712367,2024,1;6,FA1;FA7;FA8,3,0,Racial and ethnic disparities in the burden of non-obese type 2 diabetes using different anthropometric measurements
585,39657748,2024,3,,0,1,Informatics innovation to provide return of value to participant communities in the All of Us Research Program
586,39658142,2025,6;18,FA1;FA7,2,0,Social determinants of health as risk factors for keratoconus in the All of Us database
587,39658010,2024,6;7,FA7,1,0,Analysis of Physical Activity Using Wearable Health Technology in US Adults Enrolled in the All of Us Research Program: Multiyear Observational Study
588,39657951,2024,2;3,FA8,1,0,PheWAS analysis on large-scale biobank data with PheTK
589,39661558,2024,4;6,FA1;FA5;FA7,3,0,The Association of Social Determinants of Health With Reported Daily Pain Scores Among Patients With a History of Chronic Pain Using the 'All of Us' Research Program
590,39660572,2024,6;12,FA1;FA7,2,0,The association of Hidradenitis Suppurativa with comorbidities in underrepresented patient populations: An All of Us database analysis
591,39670849,2024,18,FA1;FA7,2,0,Association Between Alcohol Use and Primary Open Angle Glaucoma
592,39657738,2024,2,FA8,1,0,Fast analysis of biobank-size data and meta-analysis using the BGLR R-package
594,39715077,2024,4;6,FA1;FA5;FA7,3,0,Associations Between Social Determinants of Health and Opioid-Use Disorder Among Chronic Pain Patients From a Multi-Institutional Dataset
595,39697788,2024,6,FA7,1,0,"Comparing two large data repositories to understand the differences in demographics, health history, and behavioral attributes in populations"
596,39693078,2024,,,0,1,Expanding the All of Us Research Platform Into the Perioperative Domain
597,39670378,2024,1;2;5;6;15,FA1;FA2;FA7;FA8,4,0,Social Determinants of Health and Lifestyle Risk Factors Modulate Genetic Susceptibility for Women's Health Outcomes
601,39572784,2024,1;2;10,FA1;FA4;FA8,3,0,Genome-wide association study reveals mechanisms underlying dilated cardiomyopathy and myocardial resilience
605,39630677,2024,5;12;16,FA1;FA4;FA7;FA8,4,0,Metformin Use and Risk of Non-Melanoma Skin Cancer: A Propensity-Matched Case-Control Study
606,39755829,2025,7;19,FA6,1,0,Data from the All of Us research program reinforces existence of activity inequality
608,39742657,2024,3;4;15,FA1;FA2;FA5,3,0,Using Machine Learning to Predict Weight Gain in Adults: an Observational Analysis From the All of Us Research Program
610,39584661,2024,5;6;8,FA1;FA7;FA8,3,0,Early COVID-19 Vaccine Initiation and Completion Among Cancer Survivors and Barriers to Vaccine Completion: Implications for Future COVID-19 Vaccination Uptake Rates
614,39596129,2024,2,FA8,1,0,Genomic and Bioinformatics Analysis of Familial Partial Lipodystrophy Type 3 Identified in a Patient with Novel PPARγ Mutation and Robust Response to Pioglitazone
621,39701068,2024,4,FA1;FA5,2,0,The Relationship Between Blepharoptosis and Psychosocial Health in the All of Us Research Program
622,39746513,2024,18,FA1;FA7,2,0,Biological sex differences in rhinitis prevalence among adults in the United States: An 'All of Us' Research Program database analysis
624,39758847,2024,1;5;16,FA1;FA4;FA8,3,0,"Association of Statin, Metformin, and Aspirin Use With Hepatocellular Carcinoma in the All of Us Research Program"
625,39788943,2025,5,FA1;FA8,2,0,Impact of population screening for Lynch syndrome insights from the All of Us data
626,39788837,2025,6,FA7,1,0,"A socioecological model of neighborhood disorder, religious attendance, and sleep efficiency"
627,39791526,2025,9;12,FA1;FA7,2,0,Epidemiology of discoid lupus erythematosus among adults in the United States: a cross-sectional analysis
628,39786404,2024,2;3;4,FA1;FA5;FA8,3,0,Alcohol Use Disorder Polygenic Score Compared With Family History and ADH1B
629,39628897,2024,11;14,FA1;FA3,2,0,Factors associated with unfavorable outcomes in older patients with traumatic brain injury: analysis from the 'All of Us' research program
630,39627187,2024,1;2,FA1;FA8,2,0,"A phenome-wide association study of tandem repeat variation in 168,554 individuals from the UK Biobank"
632,38264803,2024,17,FA4;FA7,2,0,"The State of National Institute of Health Awards for funding genetic counseling research, resources, and training over the past decade"
633,39669589,2024,2,FA8,1,0,Tracking updates in clinical databases increases efficiency for variant reanalysis
635,39756691,2025,1;18,FA1;FA7;FA8,3,0,High-Density Lipoproteins Associated with Age-Related Macular Degeneration in the All of Us Research Program
636,39799398,2025,2;6,FA7;FA8,2,0,Intersection of rare pathogenic variants from TCGA in the All of Us Research Program v6
646,39794311,2025,2;6;8,FA1;FA7;FA8,3,0,Medical history predicts phenome-wide disease onset and enables the rapid response to emerging health threats
648,39745895,2025,5;6,FA1;FA7;FA8,3,0,"An intersectional analysis of behavioral financial hardship and healthcare utilization among lesbian, gay, bisexual, transgender, queer, plus cancer survivors"
649,39804394,2025,1;3;9,FA1;FA8,2,0,Quantification of reduced renal function in patients with autoimmune bullous diseases: a matched case-control electronic health record analysis of the all of us database
651,39842729,2025,2,FA8,1,0,Genome-Wide and Rare Variant Association Studies of Amblyopia in the All of Us Research Program
652,39842728,2025,6;18,FA1;FA7,2,0,Barriers to Health Care Access and Use among Racial and Ethnic Minorities with Noninfectious Uveitis
653,39853748,2025,15;18,FA1;FA2;FA7,3,0,Association of Menopause and Rhinitis Among Adult Women in the United States: Findings from the All of Us Research Program
654,39825822,2025,2;6,FA7;FA8,2,0,Characterization of the phenotypic consequences of the Duffy-null genotype
655,39868617,2025,3;4;6;11;18,FA1;FA3;FA5;FA7,4,0,Hearing Loss and Discrimination: Evidence of Intersectionality in the All of Us Research Program
656,39865752,2025,6;15,FA2;FA7,2,0,Prevalence of female hirsutism and PCOS in the United States: A cross-sectional study
657,39883593,2025,3;6,FA7,1,0,Racial/Ethnic Disparities in Perception of Health Literacy and Barriers to Care Among Cervical Stenosis Patients
658,39874495,2025,2;5;10,FA1;FA4;FA8,3,0,Coding Variants of the Genitourinary Development Gene WNT9B Carry High Risk for Prostate Cancer
660,39813673,2025,3;6;17,FA4;FA7,2,0,"Building a Digital Health Research Platform to Enable Recruitment, Enrollment, Data Collection, and Follow-Up for a Highly Diverse Longitudinal US Cohort of 1 Million People in the All of Us Research Program: Design and Implementation Study"
661,39810438,2025,4;6,FA1;FA5;FA7,3,0,Associations between social determinants of health and mental health disorders among U.S. population: a cross-sectional study
662,39969595,2025,3;5,FA1;FA8,2,0,The potential impact of ACOG guideline changes on genital melanoma detection rates in females: a retrospective cross-sectional analysis and implications for clinical practice
663,39968724,2025,6;14,FA1;FA7,2,0,Structural Inequities in Brain Trauma Outcome Prevalences Reported in the All of Us Database
667,39808608,2025,6;12,FA1;FA7,2,0,Epidemiological trends and healthcare disparities in onychomycosis: An analysis of the All of Us research program
668,38621331,2024,4,FA1;FA5,2,0,The sex-dependent impact of adipose tissue and inflammation on chronic pain - A cross-sectional study from the all of us research program
669,38606002,2023,9,FA1,1,0,Autoimmune comorbidities associated with sarcoidosis: a case-control study in the All of Us research program
670,38536175,2024,1;2;7,FA1;FA8,2,0,Physical Activity and Incident Obesity Across the Spectrum of Genetic Risk for Obesity
671,38669290,2024,2,FA8,1,0,Correlation-based tests for the formal comparison of polygenic scores in multiple populations
672,38662231,2024,12;14,FA1;FA7,2,0,Investigating the link between rosacea and neurological diseases: an all of us case-control study
673,38703376,2024,1;4;9;12,FA1;FA5;FA7;FA8,4,0,"Autoimmune, cardiovascular/metabolic and psychiatric comorbidities associated with rosacea: a cross-sectional study in the All of Us database"
674,38715437,2024,3;4;6;8,FA1;FA5;FA7,3,0,The prevalence of major depressive disorder in people with HIV: Results from the All of Us Research Program
675,38587197,2024,,,0,1,Discovery of a polymorphic gene fusion via bottom-up chimeric RNA prediction
676,38599938,2024,6;8,FA1;FA7,2,0,"Delays in Care by Race, Ethnicity, and Gender Before and During the COVID-19 Pandemic Using Cross-Sectional Data From the National Institutes of Health's All of Us Research Program"
677,38432429,2024,1;6;17,FA1;FA4;FA7;FA8,4,0,Access to Care and Health Care Utilization Among Patients With Nephrolithiasis
678,38714212,2024,3;4;7,FA1;FA5,2,0,Predicting Postoperative Pain and Opioid Use with Machine Learning Applied to Longitudinal Electronic Health Record and Wearable Data
679,38733114,2024,6,FA7,1,0,A model for supporting biomedical and public health researcher use of publicly available All of Us data at Historically Black Colleges and Universities
680,38734810,2024,5;12,FA1;FA7;FA8,3,0,Examining the association of non-melanoma skin cancer with immunomodulatory conditions: a cross-sectional analysis of the All of Us database
681,35704313,2022,4;12,FA1;FA5;FA7,3,0,Depression and Anxiety in Patients With Lichen Sclerosus
682,35817334,2022,12,FA1;FA7,2,0,Comorbidities associated with mycosis fungoides: A case-control study in the All of Us database
683,35620324,2022,12,FA1;FA7,2,0,Prevalence of pityriasis rosea in the United States: A cross-sectional study using the All of Us database
684,35662661,2022,4;12,FA1;FA5;FA7,3,0,Psychiatric comorbidities associated with granuloma annulare: A case-control study in the All of Us database
685,36103173,2022,3;4,FA1;FA5,2,0,Characterizing and Coding Psychiatric Diagnoses Using Electronic Health Record Data-Reply
686,37253541,2023,2,FA8,1,0,Discordant calls across genotype discovery approaches elucidate variants with systematic errors
687,37301740,2023,6,FA7,1,0,Systematic design and data-driven evaluation of social determinants of health ontology (SDoHO)
690,38598551,2024,2;5,FA1;FA8,2,0,Benchmarking multi-ancestry prostate cancer polygenic risk scores in a real-world cohort
691,38589773,2024,12;13;18,FA1;FA7,2,0,Association of lichen planus with asthma and allergic rhinitis in the All of Us Research Program: a cross-sectional study
692,38588912,2024,,,0,1,Pemphigoid and atopy: A case-control study in the All of Us database
693,38583580,2024,3,,0,1,Discovering clinical drug-drug interactions with known pharmacokinetics mechanisms using spontaneous reporting systems and electronic health records
694,36941441,2023,2,FA8,1,0,Causal effects on complex traits are similar for common variants across segments of different continental ancestries within admixed individuals
695,36921806,2023,6;12,FA1;FA7,2,0,Epidemiology of alopecia areata in the Hispanic/Latinx community: A cross-sectional analysis of the All of Us database
696,37495709,2023,4;12,FA1;FA5;FA7,3,0,Association of atopic dermatitis with schizophrenia and schizoaffective disorder
697,37396811,2023,6,FA7,1,0,"Antibiotic prescribing by age, sex, race, and ethnicity for patients admitted to the hospital with community-acquired bacterial pneumonia (CABP) in the All of Us database"
700,38788889,2024,3,,0,1,Identifying erroneous height and weight values from adult electronic health records in the All of Us research program
702,38893680,2024,1;3,FA1;FA8,2,0,Machine Learning Approach with Harmonized Multinational Datasets for Enhanced Prediction of Hypothyroidism in Patients with Type 2 Diabetes
708,38960729,2024,1;3;6;14,FA1;FA7;FA8,3,0,Fair prediction of 2-year stroke risk in patients with atrial fibrillation
709,38959998,2024,6;18,FA1;FA7,2,0,Social Factors Associated with the Risk of Glaucoma Suspect Conversion to Glaucoma: Analysis of the Nationwide All of Us Program
710,38955839,2024,4;6;12,FA1;FA5;FA7,3,0,Hidradenitis suppurativa and psychosocial well-being: a cross-sectional survey analysis from the All of Us research program
711,38951922,2024,3,,0,1,Benchmarking computational variant effect predictors by their ability to infer human traits
712,38951294,2024,9;12,FA1;FA7,2,0,"Increased risk of allergic contact dermatitis in patients with cutaneous lichen planus and lichen planopilaris, but not cutaneous lupus erythematosus: An all of us database analysis"
715,38940474,2024,11,FA1;FA3,2,0,Investigating the Protective Role of the Mitochondrial 2158 T > C Variant in Parkinson's Disease
716,,2024,4,FA1;FA5,2,0,Mental health services utilization by rurality: Evidence from the National Institutes of Health All of Us Research Program
717,39659651,2024,4;12,FA1;FA5;FA7,3,0,"Alopecia Areata Is Associated with Posttraumatic Stress Disorder and Alcohol Use in a Case-Control Study of 4,785 Patients"
718,38986176,2024,4;5;6,FA1;FA5;FA7;FA8,4,0,Elucidating the influences of social determinants of health on perceived overall health among African American/Black and Hispanic ovarian cancer survivors using the NIH All of Us Research Program
719,39030265,2024,1;7,FA1;FA8,2,0,Sleep patterns and risk of chronic disease as measured by long-term monitoring with commercial wearable devices in the All of Us Research Program
720,39026566,2024,6,FA7,1,0,Weighting the United States All of Us Research Program data to known population estimates using raking
721,39013656,2024,3;6;8;11,FA1;FA3;FA7,3,0,"Comparing COVID-19 vaccination coverage, adverse reactions and impact of social determinants of health on vaccine hesitancy in ADRD/MCI and non-ADRD/MCI population: protocol for a retrospective cross-sectional study"
722,39003521,2024,1;6,FA1;FA7;FA8,3,0,Model-based estimation of individual-level social determinants of health and its applications in All of Us
724,39021232,2024,6;12,FA1;FA7,2,0,Atopic Dermatitis Prescription Patterns in Underrepresented Groups: An All of Us Database Analysis
729,38781589,2024,1;6;15,FA1;FA2;FA7;FA8,4,0,Prevalence of Weight Stigma in Medical Settings Among Reproductive-Aged Women in the All of Us Study
730,38967855,2024,12,FA1;FA7,2,0,Top 20 dermatologic conditions affecting adult patients of color in the United States: insights from an All of Us Database analysis
731,38957840,2024,9;12,FA1;FA7,2,0,Psoriasis is associated with increased risk of other autoimmune diseases: A retrospective case-control study using the All of Us research database
732,38981117,2024,3;17,FA4;FA7,2,0,Research to classrooms: a co-designed curriculum brings All of Us data to secondary schools
733,38981110,2024,6,FA7,1,0,Use of calibration to improve the precision of estimates obtained from All of Us data
734,38968223,2024,2,FA8,1,0,Phenome-wide association study identifies new clinical phenotypes associated with Staphylococcus aureus infections
735,38773065,2024,1;2;3;14,FA1;FA8,2,0,Deep learning of left atrial structure and function provides link to atrial fibrillation risk
736,39043412,2024,3;15,FA2,1,0,Pregnancy episodes in All of Us: harnessing multi-source data for pregnancy-related research
738,39058572,2024,1;2;3;5;6,FA1;FA7;FA8,3,0,Multi-modality risk prediction of cardiovascular diseases for breast cancer cohort in the All of Us Research Program
739,,2024,3,,0,1,ICD Codes are Insufficient to Create Datasets for  Machine Learning: An Evaluation Using All of Us  Data for Coccidioidomycosis and Myocardial  Infarction
741,36706849,2023,1;3,FA1;FA8,2,0,Evaluating and mitigating bias in machine learning models for cardiovascular disease prediction
742,39058629,2024,4,FA1;FA5,2,0,An evaluation of the All of Us Research Program database to examine cumulative stress
743,39085582,2024,6,FA7,1,0,Racial Disparities in Cost and Non-Cost Barriers to Care: An Analysis of the All of Us Survey
744,39078278,2024,3;6;8;11,FA1;FA3;FA7,3,0,Assessing how frailty and healthcare delays mediate the association between sexual and gender minority status and healthcare utilization in the All of Us Research Program
745,39081307,2024,12,FA1;FA7,2,0,Sweet syndrome associated with moderate leukocyte adhesion deficiency type I: a case report and review of the literature
748,38976304,2024,1;6;18,FA1;FA7;FA8,3,0,Association of Social Determinants of Health With the Likelihood of Treatment With Laser Trabeculoplasty in a US Database
749,39038968,2024,6,FA7,1,0,Health Care Discrimination and Care Avoidance Due to Patient-Clinician Identity Discordance Among Sexual and Gender Minority Adults
750,39056443,2024,3;4;5,FA1;FA5;FA8,3,0,Optimizing pain management in breast cancer care: Utilizing 'All of Us' data and deep learning to identify patients at elevated risk for chronic pain
751,39133059,2024,3;6;18,FA1;FA7,2,0,Assessment of Missing Data on Glaucoma Severity Among Participants in the NIH All of Us Research Program of the United States
752,39178364,2024,3;5,FA1;FA8,2,0,Application of a Data Quality Framework to Ductal Carcinoma In Situ Using Electronic Health Record Data From the All of Us Research Program
753,39196186,2024,1;2,FA1;FA8,2,0,High-proportion spliced-in titin truncating variants in African and European ancestry in the All of Us Research Program
754,39183196,2024,2;3;6;11,FA1;FA3;FA7;FA8,4,0,Improving genetic risk modeling of dementia from real-world data in underrepresented populations
756,39210047,2024,2,FA8,1,0,Rare coding variant analysis for human diseases across biobanks and ancestries
761,38263490,2024,2;5;9;10;11;13;14,FA1;FA3;FA4;FA8,4,0,Comparison of phenomic profiles in the All of Us Research Program against the US general population and the UK Biobank
762,38738530,2024,6,FA7,1,0,All of Us participant perspectives on the return of value in research
763,37865656,2023,1;2,FA1;FA8,2,0,Rare predicted loss of function alleles in Bassoon (BSN) are associated with obesity
764,37885303,2023,2;3;4,FA1;FA5;FA8,3,0,Systematic replication of smoking disease associations using survey responses and EHR data in the All of Us Research Program
765,37454697,2023,4;12,FA1;FA5;FA7,3,0,Association of atopic dermatitis with substance use disorders: A case-control study in the All of Us research program
769,38113267,2023,1;2;8,FA1;FA8,2,0,Uncovering associations between pre-existing conditions and COVID-19 Severity: A polygenic risk score approach across three large biobanks
770,38143510,2023,2;16,FA4;FA8,2,0,"Returning personalized, genetic health test results to individuals of African descent or ancestry in precision medicine research"
771,38160810,2023,1;9,FA1;FA8,2,0,Cardiovascular comorbidities are associated with dermatomyositis: A cross-sectional study in the All of Us Research Program
772,38170607,2024,1;6,FA1;FA7;FA8,3,0,Social Determinants of Health in Idiopathic Intracranial Hypertension
776,38011317,2023,4;12,FA1;FA5;FA7,3,0,Psychiatric comorbidities associated with rosacea: a propensity score-matched case-control study in the All of Us database
778,38049655,2023,6,FA7,1,0,Delays in Accessing Healthcare Across the Gender Spectrum in the All of Us Research Program
779,38149963,2023,4;6;8;18,FA1;FA5;FA7,3,0,"Gender Disparities in Depression, Stress, and Social Support Among Glaucoma Patients"
780,38147345,2023,11;14,FA1;FA3,2,0,Cerebral Amyloid Angiopathy and Risk of Isolated Nontraumatic Subdural Hemorrhage
781,38204174,2024,9;12,FA1;FA7,2,0,Psoriasis associated with inflammatory bowel disease: a cross-sectional analysis in the NIH All of Us Research Program
784,38271102,2024,8,FA1,1,0,Rethinking Data Collection Methods During the Pandemic: Development and Implementation of CATI for the All of Us Research Program
790,39301656,2024,3;7,,0,1,Impact of wearable device data and multi-scale entropy analysis on improving hospital readmission prediction
792,39313293,2024,2,FA8,1,0,Multiancestry transferability of a polygenic risk score for diverticulitis
793,39338093,2024,,,0,1,A Comparative Analysis of Oral Health and Self-Rated Health: 'All of Us Research Program' vs. 'Health and Retirement Study'
794,39323095,2024,2,FA8,1,0,Comparison of methods for building polygenic scores for diverse populations
796,39313475,2024,9,FA1,1,0,Cost-Related Medication Behaviors for Patients With and Without Systemic Autoimmune Rheumatic Diseases
797,39321407,2024,1;4;6;11;14,FA1;FA3;FA5;FA7;FA8,5,0,Brain Health Outcomes in Sexual and Gender Minority Groups: Results From the All of Us Research Program
798,39315597,2024,2;5;10,FA1;FA4;FA8,3,0,Comparing Ancestry Standardization Approaches for a Transancestry Colorectal Cancer Polygenic Risk Score
799,39319220,2024,2;3;7,FA8,1,0,Temporally Multi-Scale Sparse Self-Attention for Physical Activity Data Imputation
801,39337513,2024,18,FA1;FA7,2,0,Potential Involvements of Cilia-Centrosomal Genes in Primary Congenital Glaucoma
802,39331176,2024,,,0,1,Prevalence of erythromelalgia in the United States: a cross-sectional study using the All of Us database
804,39350286,2024,1;6;13,FA1;FA7;FA8,3,0,Intersectionality matters for hispanic health: A replication study using the All of Us Research Program
805,39383630,2024,5;6,FA1;FA7;FA8,3,0,Disparities in contemporary human papilloma virus vaccination uptake among adult women living in the United States: An All of Us Research Program study
806,40734771,2024,6,FA7,1,0,"The truth-default is ubiquitous, but some people experience it more than others"
814,39316441,2024,2;3;5;9;14,FA1;FA8,2,0,Proteogenomic analysis integrated with electronic health records data reveals disease-associated variants in Black Americans
822,39362880,2024,2,FA8,1,0,"Whole-genome sequencing in 333,100 individuals reveals rare non-coding single variant and aggregate associations with height"
825,39362614,2024,1;4;6,FA1;FA5;FA7;FA8,4,0,"Loneliness, Discrimination, Stress, and Type 2 Diabetes Risk in Young Adults"
828,39386309,2024,1;6;12,FA1;FA7;FA8,3,0,Onychocryptosis Is Associated with Low Income in a Matched Cohort Study Using the All of Us Database
829,39409914,2024,2;5;6,FA1;FA7;FA8,3,0,Genomic and Socioeconomic Determinants of Racial Disparities in Breast Cancer Survival: Insights from the All of Us Program
831,39405295,2024,17,FA4;FA7,2,0,Improving follow-up survey completion rates through pilot interventions in the All of Us Research Program: Results from a non-randomized intervention study
832,39425681,2024,4;12,FA1;FA5;FA7,3,0,Bipolar disorder among individuals with atopic dermatitis: a case-control study in the All of Us Research Program
833,39424024,2024,4;9;18,FA1;FA5;FA7,3,0,Associations Between Dry Eye Disease and Mental Health Conditions in the All of Us Research Program
834,39400730,2024,5;6;12,FA1;FA7;FA8,3,0,Racial and ethnic differences in healthcare access and utilization among U.S. adults with melanoma and keratinocyte carcinomas in the NIH All of Us Research Program
845,,2024,1;3;6;14,FA1;FA7;FA8,3,0,197 Atherosclerotic cardiovascular disease risk in underrepresented populations: insights from the All of Us Research Program
846,39420706,2024,2;8;9,FA1;FA8,2,0,Genetic Analysis of Asymptomatic Antinuclear Antibody Production
848,39400111,2024,1;12,FA1;FA7;FA8,3,0,Association between atopic dermatitis and peripheral vascular disease: a cross-sectional study in the All of Us Research Program
854,39415980,2024,8,FA1,1,0,Analysis of rare genetic variants in All of Us cohort patients with common variable immunodeficiency
855,39413320,2024,12,FA1;FA7,2,0,Melasma Risk Factors: A Matched Cohort Study Using Data From the All of Us Research Program
856,39412882,2024,1;2;16,FA1;FA4;FA8,3,0,Familial Renal Glucosuria and Potential Pharmacogenetic Impact on Sodium-Glucose Cotransporter-2 Inhibitors
859,39444500,2024,3,,0,1,"US public health surveillance, reimagined"
864,39052991,2024,6,FA7,1,0,Engagement with health research summaries via digital communication to All of Us participants
865,39051523,2024,1;6,FA1;FA7;FA8,3,0,Racial and Ethnic Disparities in Antihypertensive Medication Prescribing Patterns and Effectiveness
866,39095751,2024,6;8,FA1;FA7,2,0,"Sexual orientation, gender identity and virologic failure among people with HIV: a cohort study in all of US research program"
867,39093943,2024,17,FA4;FA7,2,0,Sounding out solutions: using SONAR to connect participants with relevant healthcare resources
868,39074173,2024,3,,0,1,Returning value from the All of Us Research Program to PhD-level nursing students using ChatGPT as programming support: results from a mixed-methods experimental feasibility study
872,39094953,2024,1;3;18,FA1;FA7;FA8,3,0,Associations between Statin Use and Glaucoma in the All of Us Research Program
873,39079943,2024,1;12,FA1;FA7;FA8,3,0,Factors associated with pityriasis versicolor in a large national database
874,41661751,2024,4;6,FA1;FA5;FA7,3,0,"The role of social determinants of health in mental health: An examination of the moderating effects of race, ethnicity, and gender on depression through the all of us research program dataset"
875,39112476,2024,2;15,FA2;FA8,2,0,"Genetic determinants and phenotypic consequences of blood T-cell proportions in 207,000 diverse individuals"
876,39111815,2024,2;3;9,FA1;FA8,2,0,Secure discovery of genetic relatives across large-scale and distributed genomic data sets
877,39110336,2024,4;6,FA1;FA5;FA7,3,0,Lice in adult patients is associated with psychiatric comorbidities and unstable housing in a matched case-control study using the All of Us Database
880,39132911,2024,1;2,FA1;FA8,2,0,The AORTA Gene score for detection and risk stratification of ascending aortic dilation
881,39062005,2024,17;18,FA1;FA4;FA7,3,0,Clinical Genetic Testing for Hearing Loss: Implications for Genetic Counseling and Gene-Based Therapies
882,39083847,2024,1;6,FA1;FA7;FA8,3,0,"Sex-based disparities with cost-related medication adherence issues in patients with hypertension, ischemic heart disease, and heart failure"
883,39080080,2024,5;6;12,FA1;FA7;FA8,3,0,"Association of age, gender, race, and socioeconomic status with ratio of basal cell to squamous cell carcinoma in underrepresented groups: a cross-sectional analysis"
885,39098982,2024,1;12,FA1;FA7;FA8,3,0,Association of Cardiovascular Disease and Chronic Spontaneous Urticaria: A Case-Control Study
886,39138951,2024,2,FA8,1,0,"Balancing efficacy and computational burden: weighted mean, multiple imputation, and inverse probability weighting methods for item non-response in reliable scales"
887,39135439,2024,3,,0,1,Empowering the biomedical research community: Innovative SAS deployment on the All of Us Researcher Workbench
888,39135826,2024,6;9,FA1;FA7,2,0,Racial and Ethnic Disparities Within Social Determinants of Health Amongst Patients With Systemic Lupus Erythematosus
890,39781537,2025,,,0,1,Real World Data Versus Probability Surveys for Estimating Health Conditions at the State Level
891,39827279,2025,2,FA8,1,0,Polygenic overlap with granulocyte counts identifies novel loci for clozapine metabolism and clozapine-induced agranulocytosis
892,38038754,2023,4;12,FA1;FA5;FA7,3,0,Obsessive-compulsive disorder among patients with atopic dermatitis: a case-control study in the All of Us research program
893,38045036,2023,1;2;3;6,FA1;FA7;FA8,3,0,Ancestry-attenuated effects of socioeconomic deprivation on type 2 diabetes disparities in the All of Us cohort
894,38038739,2023,6,FA7,1,0,Keloids and associated comorbidities in underrepresented populations: a cross-sectional analysis of the All of Us database
896,39172282,2024,6;12,FA1;FA7,2,0,"Impact on quality of life, health care access, and health care utilization of individuals with vitiligo: an analysis of the All of Us research program"
897,,2024,1;3;6,FA1;FA7;FA8,3,0,Social Determinants of Health to Predict Type 2 Diabetes
903,39172387,2024,,,0,1,Communicating research findings as a return of value to All of Us Research Program participants: insights from staff at Federally Qualified Health Centers
904,39158908,2024,1;6;14;19,FA1;FA6;FA7;FA8,4,0,"Contextual Deprivation, Race and Ethnicity, and Income in Air Pollution and Cardiovascular Disease"
907,38774345,2024,1;12,FA1;FA7;FA8,3,0,Alopecia areata and cardiovascular comorbidities: A cross-sectional analysis of the All of Us research program
908,39212461,2024,5;6;8;12,FA1;FA7;FA8,3,0,Higher odds of squamous cell carcinoma in sexual minority males compared with heterosexual males is mediated by HIV status in a mediation analysis of 13 687 participants
909,39222370,2024,1;3;6,FA1;FA7;FA8,3,0,Socioeconomic disparities in kidney transplant access for patients with end-stage kidney disease within the All of Us Research Program
910,39219888,2024,6;12,FA1;FA7,2,0,"Medical, Environmental, and Social Determinants Associated With Periocular Cutaneous Malignancies in the United States Using the All of Us National Database"
911,39213390,2024,3;6,FA7,1,0,Landscape of racial and ethnic health disparities in the All of Us Research Program
