record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
2324,41064239,2025,3;6,FA7,1,0,"American Life in Realtime: Benchmark, publicly available person-generated health data for equity in precision health"
2325,41064073,2025,1;4;6;12,FA1;FA5;FA7;FA8,4,0,Racial Disparities in Healthcare Resource Utilization among Patients with Hidradenitis Suppurativa: An All of Us Database Analysis
2326,41061473,2025,9;14,FA1,1,0,Ophthalmic conditions in patients with multiple sclerosis
2327,41059983,2025,1;4;5,FA1;FA5;FA8,3,0,Comorbidity prevalence and incidence in cancer survivors: a longitudinal All of Us study
2328,41053791,2025,1;2;11,FA1;FA3;FA8,3,0,Genetic underpinnings of the heterogeneous impact of obesity on lipid levels and cardiovascular disease
2329,41044382,2025,2;4,FA1;FA5;FA8,3,0,The genetics of cannabis lifetime use
2330,41041720,2025,2,FA8,1,0,Real-world effects of using gnomAD 4.1.0 and AllofUs population reference datasets on reporting of variants of uncertain significance
2334,41039588,2025,1;2,FA1;FA8,2,0,Cross-ancestry discovery of genetic risk variants for lean metabolic dysfunction-associated steatotic liver disease
2335,41036474,2025,2;4,FA1;FA5;FA8,3,0,"Understanding the Comorbidities Among Psychiatric Disorders, Chronic Low Back Pain, and Spinal Degenerative Disease Using Observational and Genetically Informed Analyses"
2336,41034836,2025,4;6;8,FA1;FA5;FA7,3,0,Associations between pre-pandemic housing insecurity and reports of anxiety and depression in the early months of the COVID-19 pandemic: an analysis of the All of Us Research Program cohort
2337,41033574,2025,6;18,FA1;FA7,2,0,Socioeconomic trends of adult strabismus in the United States: an analysis of the All of Us database
2338,41033573,2025,6;18,FA1;FA7,2,0,Epidemiology of strabismus among adults in the United States: insights from the All of Us database
2339,41033385,2025,3;6,FA7,1,0,Associations Between Sexual Orientation and Disorders of Gut-Brain Interaction in Sexual Minority Populations
2340,41027318,2025,4,FA1;FA5,2,0,Gender differences in non-fatal suicidal behaviors linked to concurrent use of cannabis and opioids
2341,41026804,2025,1;2,FA1;FA8,2,0,Meta-evolutionary exome analysis identifies novel type 2 diabetes mellitus genes in the UK Biobank and all of us
2342,41026796,2025,6;13;18,FA1;FA7,2,0,Evaluation of Disparities in Management of Chronic Rhinosinusitis by Race and Ethnicity: An All of Us Research Program Study
2343,41025551,2025,9,FA1,1,0,Geospatial and demographic patterns of dermatomyositis in a diverse US national cohort
2346,41162377,2025,2;3;5;6;12,FA1;FA7;FA8,3,0,A highly accurate risk factor-based XGBoost multiethnic model for identifying patients with skin cancer
2347,41153414,2025,11,FA1;FA3,2,0,Chromosome 12 and Environmental Factors in Parkinson's Disease: An All of Us Data Analysis
2348,41145077,2025,6,FA7,1,0,Healthcare Access and Utilization: Understanding Racial Disparities in Primary Hyperparathyroidism
2349,41142841,2025,4;9;12;13,FA1;FA5;FA7,3,0,Association of psychiatric comorbidities with chronic urticaria: a nested case-control study in the All of Us research program
2350,41137150,2025,1;2;6,FA1;FA7;FA8,3,0,Racial disparities in clonal hematopoiesis and their impact on hematologic malignancies
2351,41134570,2025,3;4;6;11;14,FA1;FA3;FA5;FA7,4,0,Inequities in Neuropsychiatric Outcomes After Brain Trauma in the All of Us Database
2352,41129721,2025,2;11,FA1;FA3;FA8,3,0,Association between neutrophil to lymphocyte ratio and Alzheimer's disease in large biobank cohorts
2353,41111942,2025,,,0,1,Guideline-concordant antibiotic prescribing for community-acquired bacterial pneumonia (CABP) due to drug-resistant pathogens in the I(content=['All of Us']) database
2354,41104387,2025,2;3;13,FA1;FA8,2,0,Machine learning-derived genetic risk scores identify IL21 as a predictor of response to omalizumab and dupilumab in asthma
2355,41103524,2025,1;4;6;14,FA1;FA5;FA7;FA8,4,0,Migraine is associated with a higher risk of ischemic and hemorrhagic stroke: an analysis of the I(content=['All of Us']) database
2356,41091468,2025,1,FA1;FA8,2,0,Implications of a New Obesity Definition Among the All of Us Cohort
2357,41083945,2025,6;8,FA1;FA7,2,0,Disruptions of healthcare visits and viral suppression for people living with HIV during the COVID-19 pandemic in the US
2358,41073786,2025,1;2,FA1;FA8,2,0,Population-scale gene-based analysis of whole-genome sequencing provides insights into metabolic health
2588,41111945,2025,17,FA4;FA7,2,0,Building analytical capacity for research at Federally Qualified Health Centers through the I(content=['All of Us']) Research Program
2592,41024427,2025,2,FA8,1,0,Semiparametric efficient estimation of small genetic effects in large-scale population cohorts
2593,41006893,2025,1;6,FA1;FA7;FA8,3,0,Comparative Analysis of White and African American Groups Reveals Unique Lipid and Inflammatory Features of Diabetes
2595,40996158,2025,1,FA1;FA8,2,0,Using Data from All of Us to Examine Cardiovascular Risk
2596,40979548,2025,5;6,FA1;FA7;FA8,3,0,Alcohol consumption among patients diagnosed with genitourinary cancers
2597,40971074,2025,6,FA7,1,0,"Exploring Respect, Healthcare Utilization, and Affordability Among Transgender and Gender-Diverse Individuals: An All of Us Analysis"
2598,40961986,2025,1;2;3;4;11;14;18,FA1;FA3;FA5;FA7;FA8,5,0,The association between glaucoma and dementia in a national cohort of All of Us participants
2600,40931808,2025,1;2;10,FA1;FA4;FA8,3,0,Age-Dependent Contributions of Rare and Common Genetic Variation in Atrial Fibrillation
2601,40926209,2025,1;2,FA1;FA8,2,0,Whole genome sequence analysis of low-density lipoprotein cholesterol across 246 K individuals
2602,40922038,2025,1;5;9;12,FA1;FA7;FA8,3,0,Association of Autoimmune Disease with Melanoma and Non-Melanoma Skin Cancers
2608,40621582,2025,4;18,FA1;FA5;FA7,3,0,Association of Ptosis with Mental Health Conditions in Adults from a Large United States Research Database
2617,40151359,2024,1;3;18,FA1;FA7;FA8,3,0,Artificial Intelligence Models to Identify Patients at High Risk for Glaucoma Using Self-reported Health Data in a United States National Cohort
2618,40124313,2024,3;18,FA1;FA7,2,0,Artificial Intelligence Models to Identify Patients with High Probability of Glaucoma Using Electronic Health Records
2620,40039933,2025,,,0,1,The Etiology of Autism Spectrum Disorder and Gender Dysphoria
2621,40019565,2025,5;12,FA1;FA7;FA8,3,0,Cutaneous T-cell lymphoma epidemiology: perspectives and updated prevalence data
2622,39976965,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,Cancer Risk and Estimated Lithium Exposure in Drinking Groundwater in the US
2815,41190717,2025,1;4;14,FA1;FA5;FA8,3,0,Is the Association of Cannabis Use and Stroke Frequency-Dependent: A Cross-Sectional Analysis of the NIH All of Us Research Program
2816,41176738,2025,6,FA7,1,0,Intersection of race and ethnicity with perceptions of health status and literacy in adult patients with spinal deformity: insights from the all of us research program
2817,41130899,2025,5;6,FA1;FA7;FA8,3,0,Patient-Provider Relationships Influence Reception of Postmastectomy Breast Reconstruction: An Analysis of the All of Us Research Program
2818,41129161,2025,18,FA1;FA7,2,0,Biological Sex and Chronic Rhinosinusitis Diagnosis and Biomarkers
2819,41121728,2025,5;6,FA1;FA7;FA8,3,0,Evaluating the association between upstream perceived individual and neighborhood determinants of health and intensity of breast cancer screening
2820,41102055,2025,2;6,FA7;FA8,2,0,Advancing methods for multi-ancestry genomics
2821,41078484,2025,6;7,FA7,1,0,An Example Analysis for a Gender-inclusive Approach in Sport and Exercise Science Research using Fitbit Outcomes from the I(content=['All of Us']) Research Program Dataset
2822,41077612,2025,2;4,FA1;FA5;FA8,3,0,"Genome-wide association studies of lifetime and frequency of cannabis use in 131,895 individuals"
2823,41367884,2025,1,FA1;FA8,2,0,Fast and robust invariant generalized linear models
2824,41362833,2025,1;18,FA1;FA7;FA8,3,0,A clinical algorithm to identify people with the glucose-6-phosphate dehydrogenase p.Val68Met variant at risk for diabetes undertreatment
2826,41339890,2025,1;14,FA1;FA8,2,0,Residential radon exposure and incident myocardial infarction and stroke risks in the All of Us Research Program
2827,41335837,2025,1;7,FA1;FA8,2,0,Exploring the Use of Wearable Data in the Congenital Heart Disease Population Using the All of Us Research Program
2828,41349513,2025,2;3,FA8,1,0,Improving polygenic risk prediction performance by integrating electronic health records through phenotype embedding
2829,41333526,2025,6,FA7,1,0,Cross-sectional analysis of delays in care and interactions with healthcare providers among transgender and gender diverse individuals
2830,41343506,2025,6,FA7,1,0,Characterizing rurality using the All of Us Research Program data
2831,41341115,2025,7;11,FA1;FA3,2,0,Frailty and Physical Activity: A Compositional Isotemporal Substitution Analysis from the All of Us Research Program
2835,41327893,2025,2;11,FA1;FA3;FA8,3,0,Long-read sequencing identifies FGF14 repeat expansions in Parkinson's disease
2836,41327031,2025,2,FA8,1,0,Investigation of the transcriptional impact of rare germline JAK/STAT variants found in a Tyrolean alpine community
2837,41320833,2025,1;8;14,FA1;FA8,2,0,Sex differences in cardiovascular disease and associated factors in people living with HIV: Evidence from All of Us program
2838,41311062,2025,1;2;5;13;14,FA1;FA8,2,0,S4-Multi: enhancing polygenic score prediction in ancestrally diverse populations
2839,41309009,2025,1;8,FA1;FA8,2,0,Impact of integrase strand transfer inhibitors on cardiovascular disease in people with HIV
2840,41308620,2025,3;6,FA7,1,0,Racial and Ethnic Disparities in Degenerative Lumbar Disc Disease: A Population-Based Study Using the All of Us Research Program
2842,41307908,2025,5;6,FA1;FA7;FA8,3,0,Epidemiology and risk factors for ovarian cancer incidence in the USA: a multilevel analysis
2844,41302684,2025,4;18,FA1;FA5;FA7,3,0,Association Between Alcohol Use Disorder and Glaucoma: Evidence from the National Institutes of Health All of Us Research Program
2845,41297607,2025,2;18,FA1;FA7;FA8,3,0,Glaucoma Polygenic Risk Scores Demonstrate Heterogeneous Performance across Two Large Multiethnic Cohorts
2846,41291354,2025,5;6,FA1;FA7;FA8,3,0,Educational and Equity Implications of Biomarker Testing and Targeted Therapy Access in NSCLC: Insights from the NIH All of Us Research Program
2847,41297543,2025,1;2,FA1;FA8,2,0,Polygenic scores capture genetic modification of the adiposity-cardiometabolic risk factor relationship
2850,41290832,2025,1;3,FA1;FA8,2,0,Opportunistic screening of type 2 diabetes with deep metric learning using electronic health records
2851,41289998,2025,10,FA1;FA4;FA8,3,0,Residual allelic activity likely underlies the low rates of disease expression for predicted loss-of-function variants in population-scale biobanks
2852,41289815,2025,19,FA6,1,0,Impact of heat exposure on sleep health and its population vulnerability in the United States
2856,41286463,2025,2;11,FA1;FA3;FA8,3,0,Dissecting the genetic and proteomic risk factors for delirium
2857,41285899,2025,2;4,FA1;FA5;FA8,3,0,Multi-ancestry investigation of the genomics of erectile dysfunction
2863,41280281,2025,1,FA1;FA8,2,0,Using metabolic syndrome severity in the 'real world': Associations with diabetes and cardiovascular disease in all of us vs. NHANES
2864,41277540,2025,1;2;10,FA1;FA4;FA8,3,0,"Genotype-First Assessment of Presentation and Penetrance of Neurofibromatosis Type 1, Autosomal Dominant Polycystic Kidney Disease, and Marfan Syndrome Within the All of Us Research Program Cohort"
2866,41258759,2025,2;8;9;12,FA1;FA7;FA8,3,0,"Exonic Variation in HLA-C, CFB, and TAP2 Associated With Increased Risk for Comorbid Crohn's Disease and Psoriasis"
2868,41249192,2025,8,FA1,1,0,Tenofovir alafenamide fumarate use for HIV pre-exposure prophylaxis and weight gain
2870,41241757,2025,16,FA4;FA8,2,0,Empirical Drug Dosage Validates Pharmacogenomic Associations in All of Us
2872,41236419,2025,1;2;3,FA1;FA8,2,0,Development and Validation of a Type 1 Diabetes Multi-Ancestry Polygenic Score
2877,41217947,2025,6;14,FA1;FA7,2,0,Health Literacy and Access to Care among Patients with and Without Traumatic Brain Injury: An All of Us Analysis
2878,41213961,2025,10,FA1;FA4;FA8,3,0,PHKA1-associated phosphorylase kinase deficiency: a monogenic disorder of exercise intolerance and myalgia
2879,41207643,2025,2;17,FA4;FA7;FA8,3,0,Utilization of the All of Us Research Program in a study of genetics in Yao syndrome
2880,41234003,2025,3;4,FA1;FA5,2,0,The broad structure of psychopathology in the All of Us Research Program
2881,41224578,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,Gender-based Differences in Psychosocial Well-being Among Bladder Cancer Survivors
2882,41221974,2025,15;18,FA1;FA2;FA7,3,0,Association of Menopause and Hormonal Contraceptive Use With Chronic Rhinosinusitis: An 'All of Us' Analysis
2883,41197982,2025,3;4,FA1;FA5,2,0,Complication Burden and Demographic Trends in Autologous Breast Reconstruction Outcomes: Insights from the NIH All of Us Program
2884,41206104,2025,11,FA1;FA3,2,0,The anticholinergic medication index and dementia risk: evidence from the UK Biobank and All of Us research program
2886,41204713,2025,4;6,FA1;FA5;FA7,3,0,"Alcohol Use, Cannabis Use, and Discrimination by Sexual Orientation and Gender Identity Within the I(content=['All of Us']) Research Program"
2887,41201377,2025,4;6,FA1;FA5;FA7,3,0,A Multi-Institutional and Nationwide Analysis of the Social Determinants of Persistent Pain After Surgery
2890,41370653,2025,7;18,FA1;FA7,2,0,Associations Between Physical Activity and Glaucoma: Analysis of the National Institutes of Health All of Us Research Program
2891,41373394,2025,3;6;13,FA1;FA7,2,0,Investigating Asthma Disparities in Hispanic Communities Using Machine Learning Algorithms on the I(content=['All of Us']) Researcher Workbench
2892,41382090,2025,3;7;15,FA2,1,0,Physical activity phenotypes in endometriosis using unsupervised learning via functional mixture models
2893,41390778,2025,2;11;14,FA1;FA3;FA8,3,0,Multi-task learning identifies shared genetic risk for late-onset epilepsy and alzheimer's disease
2894,41396877,2025,1;2;7,FA1;FA8,2,0,Predicting Incident Type 2 Diabetes Using Wearable Activity and Polygenic Risk: A Survival-Modeling Study in All of Us
2895,41396460,2025,6;17,FA4;FA7,2,0,"Socioeconomic disparities in patient-reported outcomes, health literacy, and access to care among patients with primary brain tumors: findings from the All of Us Research Program"
2897,41394310,2025,1;7;18,FA1;FA7;FA8,3,0,Association of Accelerometer Measured Physical Activity with Presence of Diabetic Retinopathy
2898,41392110,2025,4;6,FA1;FA5;FA7,3,0,Housing-related stress and substance use in the United States: a cross-sectional analysis of All of Us Research Program data
2899,41391338,2025,4;6,FA1;FA5;FA7,3,0,Racial and ethnic differences in rates of reduction mammoplasty among women with macromastia: An analysis of the All of Us Research Program
2900,41404363,2025,4,FA1;FA5,2,0,Sex differences in pain in 2 large and diverse US databases
2902,41403271,2025,2;4,FA1;FA5;FA8,3,0,Investigating the polygenic relationship between heavy cannabis use and schizophrenia in the All of Us Research Program
2903,41402679,2025,4,FA1;FA5,2,0,National mental health burden in adults with spinal deformity: a propensity-matched analysis using the All of Us Research Program
2904,41402223,2025,5;10,FA1;FA4;FA8,3,0,Pathogenic CFTR variants as cancer risk modifiers: Findings from the all of us cohort
2905,41417486,2025,6,FA7,1,0,"Gender, Sexual Orientation, and Intersectionality in Oral Health Care"
2907,41420475,2025,6;7;15,FA2;FA7,2,0,"Relationship between social determinants of health, health-related quality of life, health perceptions, and physical activity during pregnancy"
2930,41442977,2025,3;4;6;7,FA1;FA5;FA7,3,0,Comparing random forest and elastic net models to predict substance use disorder transitions in participants with cannabis and stimulant use: Evidence from the All of Us cohort
2931,41450499,2025,1;6;8;13,FA1;FA7;FA8,3,0,Socioeconomic status and risk of COVID-19 hospitalization in the I(content=['All of Us']) Research Program
2992,41424261,2025,,,0,1,Identifying Risk Factors for Sialolithiasis
2996,41429566,2025,11,FA1;FA3,2,0,Association of neurodevelopmental conditions with Alzheimer's disease and related dementias and Parkinson's disease
2998,41458015,2025,4,FA1;FA5,2,0,Increased risk of smoking and pain in individuals with intermittent explosive disorder in the All of Us dataset
3000,41473009,2025,1,FA1;FA8,2,0,Erectile dysfunction and cardiovascular-kidney-metabolic syndrome: Insights from the all of us research program
3001,41437550,2025,5;6;8,FA1;FA7;FA8,3,0,Association of Everyday Discrimination With Drug Use During the COVID-19 Pandemic in the All of Us Research Program
3002,41475545,2025,1;3;18,FA1;FA7;FA8,3,0,Cardiovascular Risk and Eye Health: A Prospective Cohort Study of the Pooled Cohort Equations and Ocular Disease Incidence
3004,41435840,2025,2;10;18,FA1;FA4;FA7;FA8,4,0,Low population penetrance of variants associated with inherited retinal degenerations
3008,41458993,2025,1;4;6,FA1;FA5;FA7;FA8,4,0,Racial and ethnic disparities in statin adherence: insights from the All of Us Research Program
3009,40991630,2025,2;3;6;9;14,FA1;FA7;FA8,3,0,Differential results of genetic risk scoring for multiple sclerosis in European and African American populations
3010,40971882,2025,2,FA8,1,0,Genetic Variants Related to TGF-β Signaling Pathway Modulate Risk of Meniscus Injury: A Multiancestry Genome-wide Association Study
3011,41100108,2025,5,FA1;FA8,2,0,Pathogenic Germline Variants in Cancer Susceptibility Genes
3057,41094136,2025,2,FA8,1,0,Population-specific polygenic risk scores for people of Han Chinese ancestry
3058,41266648,2025,2,FA8,1,0,Scalable and accurate rare variant meta-analysis with Meta-SAIGE
3059,41252200,2025,1;2,FA1;FA8,2,0,Clonal hematopoiesis activates pro-calcific pathways in macrophages and promotes aortic valve stenosis
3060,41249843,2025,2;9,FA1;FA8,2,0,African-ancestry-specific variant IKKβ p.Glu502Lys confers high lupus risk
3061,41398582,2025,2;5;10;15,FA1;FA2;FA4;FA8,4,0,Alcohol consumption and risk of cancer: a Mendelian randomization analysis of four biobanks and consortium data
3062,41419685,2025,1;2,FA1;FA8,2,0,Multitrait analyses identify genetic variants associated with aortic valve function and aortic stenosis risk
3064,41491383,2026,4;6,FA1;FA5;FA7,3,0,Rates of Diagnosis and Treatment for Alcohol Use Disorder Among All of Us Participants with Unhealthy Alcohol Use
3065,41501457,2026,2,FA8,1,0,"Insights into DNA repeat expansions among 900,000 biobank participants"
3067,41491094,2026,2,FA8,1,0,MultiSuSiE improves multi-ancestry fine-mapping in All of Us whole-genome sequencing data
3068,41490221,2026,6,FA7,1,0,"Technology Access, Digital Literacy, and Enrollment Support Preferences in a Federally Qualified Health Center: Cross-Sectional Study"
3069,41528460,2026,2;3,FA8,1,0,Measuring the accuracy of electronic health record-based phenotyping in the All of Us Research Program to optimize statistical power for genetic association testing
3070,41516962,2025,1;4;6,FA1;FA5;FA7;FA8,4,0,The Moderating Effect of Social Support on the Association Between Healthcare Discrimination and Quality of Life in Persons with Type 2 Diabetes
3071,41518215,2026,2;6;7,FA7;FA8,2,0,"Genetic Risk Scores, Perceived Neighborhood Disorder, and Sleep Duration"
3072,41527323,2026,4,FA1;FA5,2,0,Alcohol use-specific treatment initiation among patients undergoing surgical procedures: A retrospective cohort analysis
3073,41532026,2025,1;9;11;14;18,FA1;FA3;FA7;FA8,4,0,Association between diabetic retinopathy and neurodegenerative diseases in the All of Us research program
3074,41543982,2026,9,FA1,1,0,"Inflammatory Bowel Disease is Associated with Pericarditis: A Cross-Sectional Study in an NIH-Sponsored, Nationwide Database"
3075,41524576,2026,2,FA8,1,0,Barrett's esophagus-associated genetic loci in African Americans: a case-control study using the All of Us Research Program
3076,41533225,2026,4;5,FA1;FA5;FA8,3,0,The association between loneliness and quality of life in cancer survivors: All of Us research program
3077,41536210,2026,1;4;11,FA1;FA3;FA5;FA8,4,0,Assessing the generalizability of prevalence estimates from the all of us research program
3078,41545798,2026,1;4;9,FA1;FA5;FA8,3,0,"Depression, anxiety, and post-traumatic stress disorder in association with cardiovascular disease among patients with systemic lupus erythematosus and rheumatoid arthritis in the All of Us Research Program"
3079,41547287,2026,1;4;6;14;17,FA1;FA4;FA5;FA7;FA8,5,0,"Dysphagia in heart failure: Demographics, nutritional status, and patient-reported outcomes"
3080,41553968,2026,6,FA7,1,0,Health Literacy and Awareness of Family Health History in the All of Us Research Program
3081,41535454,2026,1;4;7;13,FA1;FA5;FA8,3,0,Association of chronic disease risk and physical activity measured by wearable devices in the All of Us program
3083,41555208,2026,3;4;18,FA1;FA5;FA7,3,0,Dysphonia Is Associated With Anxiety and Depression in the All of Us Research Program
3084,41168175,2025,1;2,FA1;FA8,2,0,Discovery of obesity genes through cross-ancestry analysis
3085,41629326,2026,2;11,FA1;FA3;FA8,3,0,A common 19 bp APOE enhancer deletion is protective against Alzheimer's disease in African Americans
3086,41629957,2026,6,FA7,1,0,"Returning value to communities from the All of Us Research Program through the lens of social determinants of health and ethical, legal, and social implications"
3087,41629984,2026,1;2,FA1;FA8,2,0,Evaluating the impact of family history and polygenic risk scores on cardiometabolic disease risk
3088,41621582,2026,6,FA7,1,0,"Perceived Discrimination, Communication, and Healthcare Utilization following Gastrointestinal Surgery: A Moderated Mediation Analysis"
3089,41605611,2026,1;18,FA1;FA7;FA8,3,0,"Associations between obesity, metabolic syndrome and glaucoma in the National Institutes of Health 'All of Us' research programme"
3092,41606327,2026,2;8,FA1;FA8,2,0,Population-scale sequencing resolves determinants of persistent EBV DNA
3097,41579622,2026,4;5;6,FA1;FA5;FA7;FA8,4,0,Social determinants of health and health-related quality of life among cancer survivors: Analyses of the all of us and NHANES cohorts
3098,41577700,2026,2;6,FA7;FA8,2,0,Improving polygenic score prediction for underrepresented groups through transfer learning
3099,41578927,2026,4;6;11,FA1;FA3;FA5;FA7,4,0,"The Mediating Role of Frailty in Healthcare Utilization Among Sexual and Gender Minorities: A Comparison of Generalist, Specialist, and Mental Health Visits"
3100,41579292,2026,1;5;6;8,FA1;FA7;FA8,3,0,Social determinants disadvantage score and liver health in the All of Us Research Program
3101,41570792,2026,1;7,FA1;FA8,2,0,Associations Between Objective Sleep Characteristics From Wearable Physiologic Monitors and Incident Atrial Fibrillation
3102,41572266,2026,2;4;13,FA1;FA5;FA8,3,0,Assessing the comorbidity between asthma and depression through polygenic risk scoring and time-to-event models
3103,41572452,2026,2;3;4,FA1;FA5;FA8,3,0,Using large biobanks for psychiatric genomic research: Consistency of clinical and genetic aspects of recorded depression across US states in the All of Us Research Program
3104,41574431,2026,4;8;11,FA1;FA3;FA5,3,0,Associations between loneliness severity and depression and suicidal ideation among older adults during the COVID-19 pandemic
3105,41576060,2026,3,,0,1,Investigation into EHR data coverage in the All of Us Research Program via linkage to health insurance claims
3106,41565855,2026,2;3;5;13,FA1;FA8,2,0,Multi-trait and multi-ancestry genetic analysis of comorbid lung diseases and traits improves genetic discovery and polygenic risk prediction
3107,41569831,2026,6;7,FA7,1,0,"Perceived Neighborhood Environment and Objectively Assessed, Habitual Physical Activity Among US Adults: An All of Us Research Program Study"
3108,41564024,2026,2;6;9,FA1;FA7;FA8,3,0,Disability and Health Care Interactions in Patients with Celiac Disease in the United States: An Analysis of All of Us Cohort
3109,41564375,2026,5,FA1;FA8,2,0,Prevalence and Clinical Characteristics of Germline Epidermal Growth Factor Receptor Mutations in the Southeastern Unites States
3111,41661118,2026,2;6;9;16,FA1;FA4;FA7;FA8,4,0,Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study
3113,41433114,2025,1;2;6;7;13,FA1;FA7;FA8,3,0,Health outcomes after national acute sleep deprivation events among the American public
3114,41650938,2026,2;5;6,FA1;FA7;FA8,3,0,Validation and context-dependent effects of a prostate cancer polygenic risk score in the All of Us Research Program
3115,41651857,2026,2,FA8,1,0,"Whole-genome sequencing analysis of anthropometric traits in 672,976 individuals reveals convergence between rare and common genetic associations"
3127,41649283,2026,4;6,FA1;FA5;FA7,3,0,Racial/Ethnic Disparities in Perception of Health Status and Literacy in Adult Patients With Chiari Malformation Type I: Insights From the All of Us Research Program
3128,41649396,2026,3;7;18,FA1;FA7,2,0,Moderate to Vigorous Physical Activity and Chronic Rhinosinusitis Risk: A Longitudinal Fitbit Study
3129,41637091,2026,4;7,FA1;FA5,2,0,Postoperative Sleep Dynamics Across Surgical Risk Using Wearable Device Technology
3130,41637774,2026,1;4;11,FA1;FA3;FA5;FA8,4,0,Unique contributions of heart failure and chronic pain on physical function and quality of life in older adults
3131,41681869,2026,4;5;6,FA1;FA5;FA7;FA8,4,0,Barriers to Care Among LGBT Cancer Survivors: An Analysis of the All of Us Research Program
3132,41678708,2026,1;6;11;14,FA1;FA3;FA7;FA8,4,0,Associations of unmet dental care needs due to cost with incident cardiovascular disease and dementia: a prospective study in the All of Us cohort
3133,41675975,2025,2;4,FA1;FA5;FA8,3,0,Rare Variants in Antisense Long Noncoding RNA-Protein-Coding Gene Overlap Regions Contribute to Obsessive-Compulsive Disorder
3135,41689228,2026,1;4;6;13,FA1;FA5;FA7;FA8,4,0,Effects of communication disorder status on risk for eleven common health conditions in the All of Us Research Program in the USA: a cross-sectional study
3136,41673527,2026,1;4,FA1;FA5;FA8,3,0,Depression Risk in Type 1 Versus Type 2 Diabetes: Cross-Sectional Analysis of Body Mass Index (BMI) in a Nationally Diverse Cohort
3137,41697979,2025,1;6;14;15,FA1;FA2;FA7;FA8,4,0,Hypertensive Disorders of Pregnancy and Premature Cardiovascular Disease in a Diverse Cohort of Young US Women
3138,41696962,2026,3;11;18,FA1;FA3;FA7,3,0,Conductive Hearing Loss Pathologies are Associated With Dementia in the All of Us Research Program
3139,41707036,2026,6;16,FA4;FA7;FA8,3,0,A Framework to Quantify Disparities in Pharmacogenomic Treatment Concordance and Drug Response Outcomes
3140,41708630,2026,1;5,FA1;FA8,2,0,Mitochondrial heteroplasmy is a risk factor for the development of chronic lymphocytic leukemia
3141,41708529,2026,2,FA8,1,0,Genome-wide association of pica within a cohort of volunteer blood donors potentially implicates the gene encoding neuropeptide VF
3142,41717497,2026,4,FA1;FA5,2,0,Association Between Self-Reported Smoking Behaviour and Fuchs Endothelial Corneal Dystrophy: A Cross-Sectional Analysis
3148,41726399,2025,1;2;6;13,FA1;FA7;FA8,3,0,Cross Biobank Comparison of Phenomic Profiles
3150,41706057,2026,1;2,FA1;FA8,2,0,Cardiomyopathy Gene Variants and Polygenic Risk Scores in Atrial Fibrillation: Evidence for an Atrial-First Phenotype
3152,41704839,2026,3;5;6,FA1;FA7;FA8,3,0,"National Patterns of Biomarker Testing in Colorectal, Lung, and Prostate Cancers: Insights From the NIH I(content=['All of Us']) Research Program"
3154,41712304,2026,2;6;13,FA1;FA7;FA8,3,0,Multi-trait polygenic scores for COPD and COPD exacerbations implicate druggable proteins
3155,41714741,2026,1;2;8;9;14,FA1;FA8,2,0,Host control of persistent Epstein-Barr virus infection
3156,41713510,2026,3;4;6,FA1;FA5;FA7,3,0,Social Determinants of Health Associated with Orbital and Facial Fractures in the United States using NIH All of Us Research Program
3157,41720101,2026,4;5;6,FA1;FA5;FA7;FA8,4,0,Health care utilization and self-reported health status among US cancer survivors by rurality and area deprivation
3161,41740020,2026,8,FA1,1,0,Role of emotional social support in COVID-19 booster uptake among drug use disorder communities
3162,41745876,2026,4,FA1;FA5,2,0,Sociodemographic Drivers of Delays in Seeking Medical Care in the All of Us Cohort
3164,41741949,2026,1,FA1;FA8,2,0,Trends in Use of Obesity Medications and Metabolic and Bariatric Surgery Among All of Us Participants From 2003 to 2023
3165,41758668,2026,2;11,FA1;FA3;FA8,3,0,Scalable and accurate rare-variant association tests for whole genome sequencing time-to-event analysis in large biobanks
3166,41618303,2026,4;6,FA1;FA5;FA7,3,0,A multilevel analysis of LGBT-relevant laws and sexual and gender minority mental health: evidence for the protective role of inclusive policies
3167,41746260,2026,1;2;9,FA1;FA8,2,0,Inflammatory Bowel Disease-induced Inflammation Augments Clonal Hematopoiesis of Indeterminate Potential through Ref-1
3170,41758174,2026,1;2;3,FA1;FA8,2,0,"Integrating Polygenic Scores with Clinical, Lifestyle, and Social Risk Factors to Improve Heart Failure Risk Prediction"
3171,41755704,2026,2;6;11,FA1;FA3;FA7;FA8,4,0,Matching heterogeneous cohorts by projected principal components reveals two novel Alzheimer's disease-associated genes in the Hispanic population
3173,41761698,2026,1;2;7,FA1;FA8,2,0,Association of genetic risk and physical activity with incident type 2 diabetes
3174,41759260,2026,1;7;11,FA1;FA3;FA8,3,0,Step counts over time with the burden of 105 non-communicable diseases in older adults from the All of Us Research Program
3175,41767546,2026,3;11,FA1;FA3,2,0,"Oropharyngeal Dysphagia in Parkinson's Disease: An Analysis of Prevalence, Swallow Therapy Utilization, and Complication Rates"
3176,41775977,2026,4;5;6,FA1;FA5;FA7;FA8,4,0,Post-traumatic stress disorder and social determinants of health among individuals with cancer: association with healthcare utilization and outcomes in the All of Us Research Program
