record_id,pubmed_id,year,title,themes,ic_admin_original,ic_admin_reattributed,cofunding_ics_original,fractional_attribution
35,38374255,2024,Genomic data in the All of Us Research Program,2;3;6,HD;HG;OD,HD;HG;OD,EY;HD;HG;NR;OD;TR,NHGRI(0.333);NLM(0.333);NIMHD(0.333)
36,37878135,2023,Prostate-specific antigen testing rates in high-risk populations: results from the All of Us Research Program,5;6,CA,CA,CA,NCI(0.500);NIMHD(0.500)
39,,2023,The prevalence of substance use disorders in chiropractic patients in the United States: a descriptive study of two national datasets,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
40,38095106,2023,Prediction of Venous Thromboembolism in Diverse Populations Using Machine Learning and Structured Electronic Health Records,1;3,GM,GM,AG;AI;AR;DC;EY;GM;HD;HL;NS,NLM(0.500);NHLBI(0.350);NIDDK(0.150)
41,38128831,2023,Depression in patients with Raynaud's phenomenon: A case-control study in the National Institutes of Health's All of Us Research Program,4;9,OD,NIMH(0.35);NIAID(0.25);NIAMS(0.25);NIDA(0.10);NIAAA(0.05),OD;TR,NIMH(0.350);NIAID(0.250);NIAMS(0.250);NIDA(0.100);NIAAA(0.050)
42,38108577,2023,Associations between hidradenitis suppurativa and asthma and allergic rhinitis: a case-control study in the All of Us research program,12;13;18,OD,NHLBI(0.33);NEI(0.33);NIAMS(0.23);NCI(0.10),OD,NHLBI(0.333);NEI(0.333);NIAMS(0.233);NCI(0.100)
43,38108533,2023,Prevalence of generalized pustular psoriasis in the United States using the All of Us research database,9;12,,,,NIAMS(0.600);NIAID(0.250);NCI(0.150)
45,38178151,2024,Racial differences in length of stay and readmission for asthma in the all of us research program,6;13;18,HG;OD,HG;OD,HG;OD;TR,NIMHD(0.333);NHLBI(0.333);NEI(0.333)
46,38053191,2023,Reconstruction of private genomes through reference-based genotype imputation,2,HG;OD,HG;OD,DE;HG;OD;TR,NHGRI(1.000)
48,38232143,2024,"Neighborhood Deprivation, Race, Ethnicity, and Undiagnosed Hypertension: Results From the All of Us Research Program",1;6,AG;NS,AG;NS,AG;NS;OD,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
50,38225170,2024,"VEXAS-Defining UBA1 Somatic Variants in 245,368 Diverse Individuals in the NIH All Of Us Cohort",2;6;10,AR;OD,AR;OD,AG;AR;DE,NHGRI(0.500);NIMHD(0.333);NCATS(0.167)
52,38156811,2023,Underdiagnosis of Allergic Contact Dermatitis in Under-Represented Groups: An All of Us Database Analysis,12,OD,NIAMS(0.70);NCI(0.30),OD;TR,NIAMS(0.700);NCI(0.300)
53,38222375,2024,Computational Phenotyping of OMOP CDM Normalized EHR for Prenatal and Postpartum Episodes: An Informatics Framework and Clinical Implementation on All of Us,3;15,OD,NLM(0.50);NICHD(0.50),OD;TR,NLM(0.500);NICHD(0.500)
54,38200661,2023,Access to Eye Care Providers and Glaucoma Severity in the National Institutes of Health All of Us Research Program,18,OD,NEI(1.00),OD;TR,NEI(1.000)
57,38305944,2024,Autoimmune and Cutaneous Inflammatory Comorbidities in Adult-Onset Morphea in the All of Us Research Program,9;12,TR,TR,OD;TR,NIAMS(0.600);NIAID(0.250);NCI(0.150)
58,38326799,2024,Relative predictive value of sociodemographic factors for chronic diseases among All of Us participants: a descriptive analysis,1;5;6;12,DC;GM;MD;MH;TR,DC;GM;MD;MH;TR,DC;GM;MD;MH;OD;TR,NCI(0.325);NIMHD(0.250);NHLBI(0.175);NIAMS(0.175);NIDDK(0.075)
59,37473437,2023,Hearing Loss and Sociodemographic Barriers to Health Care Access Using the All of Us Research Program,6;18,,,,NIMHD(0.500);NEI(0.500)
61,38466772,2024,Association between atopic dermatitis and eating disorders: a cross-sectional study in the All of Us Research Program,12,,,,NIAMS(0.700);NCI(0.300)
63,,2024,The Effect of Data Missingness on Machine Learning Predictions of Uncontrolled Diabetes Using All of Us Data,1;3,,,,NLM(0.500);NHLBI(0.350);NIDDK(0.150)
69,38513967,2024,Association between alopecia areata and allergic diseases: An All of US database study,12,,,,NIAMS(0.700);NCI(0.300)
72,38553893,2024,Association of discoid lupus erythematous with substance use disorders: A case-control study in the all of us database,4;9,,,,NIMH(0.350);NIAID(0.250);NIAMS(0.250);NIDA(0.100);NIAAA(0.050)
73,38554624,2024,Healthcare utilization in women diagnosed with endometrial cancer: A survey-based study,4;5;6;15,,,,NCI(0.250);NIMHD(0.250);NICHD(0.250);NIMH(0.175);NIDA(0.050);NIAAA(0.025)
77,39505999,2024,Algorithms for the identification of prevalent diabetes in the All of Us Research Program validated using polygenic scores,1;2;3,,,,NHGRI(0.333);NLM(0.333);NHLBI(0.233);NIDDK(0.100)
78,39503795,2024,Comorbidities and autoimmune disease associations in patients with Bullous Pemphigoid: a cross-sectional study of the all of us database,9;12,,,,NIAMS(0.600);NIAID(0.250);NCI(0.150)
83,38573646,2024,Mental Health Conditions Associated With Strabismus in a Diverse Cohort of US Adults,4;6;18,EY,EY,EY,NIMHD(0.333);NEI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
84,38561918,2024,"Weight-related discrimination, perceived stress and psychological and physical well-being of persons with type 2 diabetes: A mediation analysis",1;4;6,AG;OD,AG;OD,AG;OD;TR,NIMHD(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
87,37461222,2023,"Increased risk of depression in patients with discoid lupus erythematosus: a nested, case-control study in the All of Us Research Program",4;9;12,,,,NIAMS(0.400);NIMH(0.233);NIAID(0.167);NCI(0.100);NIDA(0.067);NIAAA(0.033)
93,37455380,2023,Use of medications associated with weight change among participants in the All of Us research programme,1,AG;HL;MH;OD,AG;HL;MH;OD,AG;HL;MH;OD;TR,NHLBI(0.700);NIDDK(0.300)
94,38627404,2024,Measuring social determinants of health in the All of Us Research Program,6,OD,NIMHD(1.00),EY;HG;MH;NR;OD;TR,NIMHD(1.000)
96,27532667,2016,A Survey of U.S Adults' Opinions about Conduct of a Nationwide Precision Medicine Initiative® Cohort Study of Genes and Environment,17,,,,NIH-Wide(0.700);NHGRI(0.300)
97,35396991,2022,Comparing medical history data derived from electronic health records and survey answers in the All of Us Research Program,,OD,OD-unattributable,OD,OD-unattributable(1.000)
98,35346344,2022,Whole-genome sequencing as an investigational device for return of hereditary disease risk and pharmacogenomic results as part of the All of Us Research Program,2;10;16,OD,NHGRI(0.57);NIGMS(0.20);NCATS(0.17);NHLBI(0.03);NCI(0.03),OD,NHGRI(0.567);NIGMS(0.200);NCATS(0.167);NHLBI(0.033);NCI(0.033)
99,35294480,2022,Epidemiology of atrial fibrillation in the All of Us Research Program,1,HL;OD,HL;OD,HL;OD,NHLBI(0.700);NIDDK(0.300)
100,35238904,2022,Racial and Ethnic Disparities in Cost-Related Barriers to Medication Adherence Among Patients With Glaucoma Enrolled in the National Institutes of Health All of Us Research Program,6;18,MD,MD,EY;MD,NIMHD(0.500);NEI(0.500)
102,35283246,2022,Association of atopic dermatitis with attention-deficit hyperactivity disorder among US adults in the 'All of Us' research program: A case-control study,12,,,,NIAMS(0.700);NCI(0.300)
103,35155998,2021,Pediatric data from the All of Us research program: demonstration of pediatric obesity over time,1;3,GM;OD,GM;OD,GM;OD;TR,NLM(0.500);NHLBI(0.350);NIDDK(0.150)
104,35147780,2022,Prevalence of eczema among adults in the United States: a cross-sectional study in the All of Us research program,6;12,,,,NIMHD(0.500);NIAMS(0.350);NCI(0.150)
105,35109680,2022,Carotid Artery Disease Among Broadly Defined Underrepresented Groups: The All of Us Research Program,1;6,HL;NS;TR,HL;NS;TR,HL;NS;OD;TR,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
106,35058155,2022,Self-rated family health history knowledge among All of Us program participants,6,HL;OD,HL;OD,HL;OD;TR,NIMHD(1.000)
109,34985965,2022,Precision Medicine Landscape of Genomic Testing for Patients With Cancer in the National Institutes of Health All of Us Database Using Informatics Approaches,2;5,OD,NHGRI(0.50);NCI(0.50),OD;TR,NHGRI(0.500);NCI(0.500)
110,34977817,2021,Association between atopic dermatitis and COVID-19 infection: A case-control study in the All of Us research program,8;12,TR,TR,OD;TR,NIAID(0.500);NIAMS(0.350);NCI(0.150)
111,34941480,2021,Geographic Variation in Obesity at the State Level in the All of Us Research Program,1;3,OD,NLM(0.50);NHLBI(0.35);NIDDK(0.15),OD;TR,NLM(0.500);NHLBI(0.350);NIDDK(0.150)
112,34923710,2021,Harmonizing variant classification for return of results in the All of Us Research Program,17,OD,NIH-Wide(0.70);NHGRI(0.30),OD,NIH-Wide(0.700);NHGRI(0.300)
113,35583884,2022,Proposing a Sex-Adjusted Sodium-Adjusted MELD Score for Liver Transplant Allocation,1,HG,HG,HG;OD,NHLBI(0.700);NIDDK(0.300)
114,34920026,2021,Prevalence of lichen planus in the United States: A cross-sectional study of the All of Us research program,12,,,,NIAMS(0.700);NCI(0.300)
