pubmed_id,year,title,journal,themes,subthemes,publication_types
37840448,2024,Associations of non-alcoholic fatty liver disease and cirrhosis with liver cancer in European and East Asian populations: A Mendelian randomization study.,"Cancer reports (Hoboken, N.J.)",1;2;5;10,,Journal Article
37808641,2023,Correction for Collider Bias in the Genome-wide Association Study of Diabetes-Related Heart Failure due to Bidirectional Relationship between Heart Failure and Type 2 Diabetes.,medRxiv : the preprint server for health sciences,1;2,,Preprint;Journal Article
37798822,2023,Genetic Inhibition of APOL1 Pore-Forming Function Prevents APOL1-Mediated Kidney Disease.,Journal of the American Society of Nephrology : JASN,1;2,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37769328,2023,Deep sequential neural network models improve stratification of suicide attempt risk among US veterans.,Journal of the American Medical Informatics Association : JAMIA,3;4,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
37745546,2023,Brain-Wide Mendelian Randomization Study of Anxiety Disorders and Symptoms.,medRxiv : the preprint server for health sciences,2;4;10,,Preprint;Journal Article
37735503,2023,Loneliness and depression: bidirectional mendelian randomization analyses using data from three large genome-wide association studies.,Molecular psychiatry,2;4;8;10,,"Meta-Analysis;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37710416,2024,Measurement Invariance of the Neurobehavioral Symptom Inventory in Male and Female Million Veteran Program Enrollees Completing the Comprehensive Traumatic Brain Injury Evaluation.,Assessment,14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
37644460,2023,Meta-analysis of African ancestry genome-wide association studies identified novel locus and validates multiple loci associated with kidney function.,BMC genomics,1;2,,Meta-Analysis;Journal Article
37642191,2023,"Positive personality traits moderate persistent high alcohol consumption, determined by polygenic risk in U.S. military veterans: results from a 10-year, population-based, observational cohort study.",Psychological medicine,2;4,,"Observational Study;Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37609230,2023,A Multi-Ancestry Polygenic Risk Score for Coronary Heart Disease Based on an Ancestrally Diverse Genome-Wide Association Study and Population-Specific Optimization.,medRxiv : the preprint server for health sciences,1;2;6,,Preprint;Journal Article
37599888,2023,Using iterative random forest to find geospatial environmental and Sociodemographic predictors of suicide attempts.,Frontiers in psychiatry,3;4,,Journal Article
37591043,2023,The relationship between alcohol- and sleep-related traits: Results from polygenic risk score and Mendelian randomization analyses.,Drug and alcohol dependence,2;10;13,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
37562936,2023,Bioinformatic platforms for clinical stratification of natural history of atherosclerotic cardiovascular diseases.,European heart journal. Cardiovascular pharmacotherapy,1;2;14,,Journal Article
37550530,2023,Genome-wide analysis of a model-derived binge eating disorder phenotype identifies risk loci and implicates iron metabolism.,Nature genetics,2;11,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37513548,2023,The Association between Circulating Lipids and Female Infertility Risk: A Univariable and Multivariable Mendelian Randomization Analysis.,Nutrients,1;2;10;15,,Meta-Analysis;Journal Article
37503035,2023,Unraveling COVID-19 Relationship with Anxiety Disorders and Symptoms.,medRxiv : the preprint server for health sciences,2;4;8,,Preprint;Journal Article
37502926,2023,"Prevalence, Morbidity, and Mortality of 1,609 Men with Sex Chromosome Aneuploidy: Results from the Diverse Million Veteran Program Cohort.",medRxiv : the preprint server for health sciences,2,,Preprint;Journal Article
37479185,2023,Association of dietary fatty acids with the risk of atherosclerotic cardiovascular disease in a prospective cohort of United States veterans.,The American journal of clinical nutrition,1,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
37425708,2023,"Diversity and Scale: Genetic Architecture of 2,068 Traits in the VA Million Veteran Program.",medRxiv : the preprint server for health sciences,2,,Preprint;Journal Article
37417779,2023,Mendelian randomization study of diabetes and dementia in the Million Veteran Program.,Alzheimer's & dementia : the journal of the Alzheimer's Association,1;2;6;10;11,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37398205,2023,Agent Orange exposure and prostate cancer risk in the Million Veteran Program.,medRxiv : the preprint server for health sciences,2;5,,Preprint;Journal Article
37398003,2023,Whole genome analysis of plasma fibrinogen reveals population-differentiated genetic regulators with putative liver roles.,medRxiv : the preprint server for health sciences,2,,Preprint;Journal Article
37358378,2024,Exploring Interactions Between Traumatic Brain Injury History and Gender on Medical Comorbidities in Military Veterans: An Epidemiological Analysis in the VA Million Veteran Program.,Journal of neurotrauma,4;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't"
37353210,2023,Dietary ω-3 fatty acids and the incidence of atrial fibrillation in the Million Veteran Program.,The American journal of clinical nutrition,1,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37339630,2023,Autoimmune alleles at the major histocompatibility locus modify melanoma susceptibility.,American journal of human genetics,2;5;9;12,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37323297,2023,Circulating proteins and peripheral artery disease risk: observational and Mendelian randomization analyses.,European heart journal open,2;10,,Journal Article
37311464,2023,Evaluating approaches for constructing polygenic risk scores for prostate cancer in men of African and European ancestry.,American journal of human genetics,2;5,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37308786,2023,Genome-wide association study of thoracic aortic aneurysm and dissection in the Million Veteran Program.,Nature genetics,1;2,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37292833,2023,Evaluating Approaches for Constructing Polygenic Risk Scores for Prostate Cancer in Men of African and European Ancestry.,medRxiv : the preprint server for health sciences,2;5,,Preprint;Journal Article
37284538,2023,Predicting Breast Cancer Risk for Women Veterans of African Ancestry in the Million Veteran Program.,Health equity,2;3;5;6,,Journal Article
37284530,2023,Overview of Efforts to Increase Women Enrollment in the Veterans Affairs Million Veteran Program.,Health equity,17,,Journal Article
37282553,2023,Genetic Underpinnings of the Transition From Alcohol Consumption to Alcohol Use Disorder: Shared and Unique Genetic Architectures in a Cross-Ancestry Sample.,The American journal of psychiatry,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
37268996,2023,Modeling the longitudinal changes of ancestry diversity in the Million Veteran Program.,Human genomics,2,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
37261792,2023,Genome-Wide Association Study of CKD Progression.,Journal of the American Society of Nephrology : JASN,1;2;6,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
37252880,2023,"Genome-wide analyses reveal novel opioid use disorder loci and genetic overlap with schizophrenia, bipolar disorder, and major depression.",Addiction biology,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37205546,2023,"Multi-ancestry GWAS of Fuchs corneal dystrophy highlights roles of laminins, collagen, and endothelial cell regulation.",Research square,2;6,,Preprint;Journal Article
37178685,2023,Declining autozygosity over time: An exploration in over 1 million individuals from three diverse cohorts.,American journal of human genetics,,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37171501,2023,Genetically proxied glucose-lowering drug target perturbation and risk of cancer: a Mendelian randomisation analysis.,Diabetologia,1;2;5;10,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37170406,2023,"Association Between Fuchs Endothelial Corneal Dystrophy, Diabetes Mellitus, and Multimorbidity.",Cornea,1;2,,Journal Article
37165447,2023,Sex differences in the polygenic architecture of hearing problems in adults.,Genome medicine,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37147289,2023,Multi-trait genome-wide association analyses leveraging alcohol use disorder findings identify novel loci for smoking behaviors in the Million Veteran Program.,Translational psychiatry,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
37133828,2023,Cardiovascular Disease Risk Assessment Using Traditional Risk Factors and Polygenic Risk Scores in the Million Veteran Program.,JAMA cardiology,1;2;6;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
37132202,2023,Racial and Ethnic Bias in the Diagnosis of Alcohol Use Disorder in Veterans.,The American journal of psychiatry,3;4;6,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural"
37034805,2023,Correlates of Risk for Disinhibited Behaviors in the Million Veteran Program Cohort.,medRxiv : the preprint server for health sciences,2;4,,Preprint;Journal Article
37001235,2023,The causal effects of lipid traits on kidney function in Africans: bidirectional and multivariable Mendelian-randomization study.,EBioMedicine,1;2;10,,Journal Article
36993749,2023,"The genetic architecture of pain intensity in a sample of 598,339 U.S. veterans.",medRxiv : the preprint server for health sciences,2;4,,Preprint;Journal Article
36989840,2023,Genome-wide association study of obstructive sleep apnoea in the Million Veteran Program uncovers genetic heterogeneity by sex.,EBioMedicine,2,,Meta-Analysis;Journal Article
36945581,2023,Mendelian randomization study of diabetes and dementia in the Million Veteran Program.,medRxiv : the preprint server for health sciences,1;2;6;10;11,,Preprint;Journal Article
36940203,2023,Genome-wide association study identifies four pan-ancestry loci for suicidal ideation in the Million Veteran Program.,PLoS genetics,2;4,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
36936389,2023,"Sleep duration, daytime napping, and risk of peripheral artery disease: multinational cohort and Mendelian randomization studies.",European heart journal open,1;2;7;10,,Journal Article
36827430,2023,Pharmacogenetic allele variant frequencies: An analysis of the VA's Million Veteran Program (MVP) as a representation of the diversity in US population.,PloS one,2;6;16,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
36809323,2023,Association of African Ancestry-Specific APOE Missense Variant R145C With Risk of Alzheimer Disease.,JAMA,2;11,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
36802703,2023,Multiancestry Genome-Wide Association Study of Aortic Stenosis Identifies Multiple Novel Loci in the Million Veteran Program.,Circulation,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
36768488,2023,"Meta-Analysis and Multivariate GWAS Analyses in 80,950 Individuals of African Ancestry Identify Novel Variants Associated with Blood Pressure Traits.",International journal of molecular sciences,1;2,,Meta-Analysis;Journal Article
36714216,2022,Characterizing Sex Differences in Clinical and Functional Outcomes Among Military Veterans with a Comprehensive Traumatic Brain Injury Evaluation (CTBIE): A Million Veteran Program (MVP) Study.,Clinical psychological science : a journal of the Association for Psychological Science,14,,Journal Article
36702773,2023,An Examination of Racial/Ethnic Differences on the Neurobehavioral Symptom Inventory Among Veterans Completing the Comprehensive Traumatic Brain Injury Evaluation: A Veterans Affairs Million Veteran Program Study.,Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,6;14,,Observational Study;Journal Article
36652249,2023,"Epidemiologic and Genetic Associations of Endometriosis With Depression, Anxiety, and Eating Disorders.",JAMA network open,2;4;15,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
36612580,2022,Association of Gulf War Illness with Characteristics in Deployed vs. Non-Deployed Gulf War Era Veterans in the Cooperative Studies Program 2006/Million Veteran Program 029 Cohort: A Cross-Sectional Analysis.,International journal of environmental research and public health,,,"Journal Article;Research Support, U.S. Gov't, P.H.S."
36597157,2023,"Self-reported physical functioning, cardiometabolic health conditions, and health care utilization patterns in Million Veteran Program enrollees with Traumatic Brain Injury Screening and Evaluation Program data.",Military Medical Research,1;14,,"Observational Study;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't"
39196206,2023,Genetics of varicose veins reveals polygenic architecture and genetic overlap with arterial and venous disease.,Nature cardiovascular research,2,,Journal Article
36581621,2022,Genomics and phenomics of body mass index reveals a complex disease network.,Nature communications,1;2;12;13,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
36546606,2023,Alzheimer's disease and related dementias among aging veterans: Examining gene-by-environment interactions with post-traumatic stress disorder and traumatic brain injury.,Alzheimer's & dementia : the journal of the Alzheimer's Association,4;11;14,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
36543923,2023,African ancestry GWAS of dementia in a large military cohort identifies significant risk loci.,Molecular psychiatry,2;6;11,,"Meta-Analysis;Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
36540997,2023,Predictive models for abdominal aortic aneurysms using polygenic scores and PheWAS-derived risk factors.,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,1;2;3;6,,"Journal Article;Research Support, N.I.H., Extramural"
36540996,2023,Diversity is key for cross-ancestry transferability of glaucoma genetic risk scores in Hispanic Veterans in the Million Veteran Program.,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2;6;18,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
36516638,2023,"Factor structure of the posttraumatic stress disorder checklist (PCL-17) in 279,897 million veteran program participants.",Psychiatry research,4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
36515925,2023,"Identification of Novel, Replicable Genetic Risk Loci for Suicidal Thoughts and Behaviors Among US Military Veterans.",JAMA psychiatry,2;4,,"Meta-Analysis;Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
36494783,2022,PRState: Incorporating genetic ancestry in prostate cancer risk scores for men of African ancestry.,BMC cancer,2;5,,Journal Article
36480927,2023,LDAK-GBAT: Fast and powerful gene-based association testing using summary statistics.,American journal of human genetics,2,,"Journal Article;Research Support, Non-U.S. Gov't"
36411363,2022,Novel genetic loci associated with osteoarthritis in multi-ancestry analyses in the Million Veteran Program and UK Biobank.,Nature genetics,2,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
36378845,2023,Immunogenetic Determinants of Susceptibility to Head and Neck Cancer in the Million Veteran Program Cohort.,Cancer research,2;5;8;12,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
36314129,2022,Mild-to-Moderate Kidney Dysfunction and Cardiovascular Disease: Observational and Mendelian Randomization Analyses.,Circulation,1;2;10;14,,"Observational Study;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
36305680,2023,"Polygenic risk of any, metastatic, and fatal prostate cancer in the Million Veteran Program.",Journal of the National Cancer Institute,2;5;6,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
36301540,2022,Genome-Wide Investigation of Maximum Habitual Alcohol Intake in US Veterans in Relation to Alcohol Consumption Traits and Alcohol Use Disorder.,JAMA network open,2;4,,Journal Article
36207451,2022,Multi-trait genome-wide association study of opioid addiction: OPRM1 and beyond.,Scientific reports,2;4,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
36171425,2022,Cross-ancestry meta-analysis of opioid use disorder uncovers novel loci with predominant effects in brain regions associated with addiction.,Nature neuroscience,2;4,,"Journal Article;Meta-Analysis;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
36162363,2022,Psychiatric symptoms influence social support in VA Million Veteran Program enrollees screening positive for traumatic brain injury.,Social science & medicine (1982),4;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
36103194,2022,"Penetrance and Pleiotropy of Polygenic Risk Scores for Schizophrenia, Bipolar Disorder, and Depression Among Adults in the US Veterans Affairs Health Care System.",JAMA psychiatry,2;4;10,,Journal Article
36050444,2022,Visualizing novel connections and genetic similarities across diseases using a network-medicine based approach.,Scientific reports,2,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
36041056,2022,A Diabetes Genetic Risk Score Is Associated With All-Cause Dementia and Clinically Diagnosed Vascular Dementia in the Million Veteran Program.,Diabetes care,1;2;11,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
35986173,2022,Understanding the comorbidity between posttraumatic stress severity and coronary artery disease using genome-wide information and electronic health records.,Molecular psychiatry,1;2;4,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35985109,2022,Evaluation of independent self-collected blood specimens for COVID-19 antibody detection among the US veteran population.,Diagnostic microbiology and infectious disease,8,,Journal Article;Randomized Controlled Trial
35967117,2022,Phenome-Wide Association Study of UMOD Gene Variants and Differential Associations With Clinical Outcomes Across Populations in the Million Veteran Program a Multiethnic Biobank.,Kidney international reports,1;2;6,,Journal Article
35929454,2022,Causal Association of Cardiovascular Risk Factors and Lifestyle Behaviors With Peripheral Artery Disease: A Mendelian Randomization Approach.,Journal of the American Heart Association,1;2;7;10;13,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
35915156,2022,Large-scale genome-wide association study of coronary artery disease in genetically diverse populations.,Nature medicine,1;2,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Intramural;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
35879402,2022,Genome-wide association study in individuals of European and African ancestry and multi-trait analysis of opioid use disorder identifies 19 independent genome-wide significant risk loci.,Molecular psychiatry,2;4,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35871921,2022,Egg consumption and risk of acute stroke in the Million Veteran Program.,Clinical nutrition ESPEN,1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35801699,2022,Validation of a multi-ancestry polygenic risk score and age-specific risks of prostate cancer: A meta-analysis within diverse populations.,eLife,2;5,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35794577,2022,Identifying intragenic functional modules of genomic variations associated with cancer phenotypes by learning representation of association networks.,BMC medical genomics,2;5,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35790736,2022,Gene-based polygenic risk scores analysis of alcohol use disorder in African Americans.,Translational psychiatry,2;4,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35771531,2022,"A MUC5B Gene Polymorphism, rs35705950-T, Confers Protective Effects Against COVID-19 Hospitalization but Not Severe Disease or Mortality.",American journal of respiratory and critical care medicine,8;9;13,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
35759254,2022,Association of Kidney Comorbidities and Acute Kidney Failure With Unfavorable Outcomes After COVID-19 in Individuals With the Sickle Cell Trait.,JAMA internal medicine,1;2;8;10;14,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
35748351,2023,Data Resource Profile: Self-reported data in the Million Veteran Program: survey development and insights from the first 850 736 participants.,International journal of epidemiology,,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35718050,2022,Glaucoma Genetic Risk Scores in the Million Veteran Program.,Ophthalmology,2;18,,"Meta-Analysis;Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't"
35716666,2022,Genetic interactions drive heterogeneity in causal variant effect sizes for gene expression and complex traits.,American journal of human genetics,1;2,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35684976,2022,Pharmacogenetic variants and risk of remdesivir-associated liver enzyme elevations in Million Veteran Program participants hospitalized with COVID-19.,Clinical and translational science,8;16,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
35654975,2022,A multiancestry genome-wide association study of unexplained chronic ALT elevation as a proxy for nonalcoholic fatty liver disease with histological and radiological validation.,Nature genetics,1;2,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
35654908,2022,Transferability of genetic risk scores in African populations.,Nature medicine,1;2,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
35653334,2022,A multi-population phenome-wide association study of genetically-predicted height in the Million Veteran Program.,PLoS genetics,1;2;14,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
35652341,2022,"Insights From a Large-Scale Whole-Genome Sequencing Study of Systolic Blood Pressure, Diastolic Blood Pressure, and Hypertension.","Hypertension (Dallas, Tex. : 1979)",1;2;14,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural"
35613103,2022,Genome-wide and phenome-wide analysis of ideal cardiovascular health in the VA Million Veteran Program.,PloS one,1;2,,"Journal Article;Meta-Analysis;Research Support, U.S. Gov't, Non-P.H.S."
35612496,2022,"The Interrelationship of Tinnitus and Hearing Loss Secondary to Age, Noise Exposure, and Traumatic Brain Injury.",Ear and hearing,3;14;18,,Journal Article
35588732,2022,Integration of rare expression outlier-associated variants improves polygenic risk prediction.,American journal of human genetics,1;2;3,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
35483132,2022,Subjective cognitive and psychiatric well-being in U.S. Military Veterans screened for deployment-related traumatic brain injury: A Million Veteran Program Study.,Journal of psychiatric research,4;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35482673,2022,A Phenome-Wide Association Study of genes associated with COVID-19 severity reveals shared genetics with complex diseases in the Million Veteran Program.,PLoS genetics,2;3;8;9;12,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
35468170,2022,Million Veteran Program's response to COVID-19: Survey development and preliminary findings.,PloS one,4;8,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35449297,2022,Integrating human brain proteomes with genome-wide association data implicates novel proteins in post-traumatic stress disorder.,Molecular psychiatry,2;4,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
35325778,2022,Lipid traits and type 2 diabetes risk in African ancestry individuals: A Mendelian Randomization study.,EBioMedicine,1;2;10,,Journal Article
35307047,2023,Degree of adherence to plant-based diet and total and cause-specific mortality: prospective cohort study in the Million Veteran Program.,Public health nutrition,,,Journal Article
35287516,2022,Development of a polygenic risk score to improve detection of peripheral artery disease.,"Vascular medicine (London, England)",1;2;14,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
35268096,2022,Dietary Sodium and Potassium Intake and Risk of Non-Fatal Cardiovascular Diseases: The Million Veteran Program.,Nutrients,1;14,,Journal Article
35267208,2022,Evaluating risk for alcohol use disorder: Polygenic risk scores and family history.,"Alcoholism, clinical and experimental research",2;4,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural"
35241783,2022,Genetically regulated multi-omics study for symptom clusters of posttraumatic stress disorder highlights pleiotropy with hematologic and cardio-metabolic traits.,Molecular psychiatry,1;2;4,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
35222515,2021,"Genetic Loci Associated With COVID-19 Positivity and Hospitalization in White, Black, and Hispanic Veterans of the VA Million Veteran Program.",Frontiers in genetics,2;6;8,,Journal Article
35143253,2022,Coronary Artery Disease Risk of Familial Hypercholesterolemia Genetic Variants Independent of Clinically Observed Longitudinal Cholesterol Exposure.,Circulation. Genomic and precision medicine,1;10,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
35138379,2022,Transcriptome-wide association study in UK Biobank Europeans identifies associations with blood cell traits.,Human molecular genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
