pubmed_id,year,title,journal,themes,subthemes,publication_types
41331360,2026,Genetic architecture of suicidal ideation continuum: latent profile analysis of data using the million veteran program cohort.,Molecular psychiatry,2;4;11;13,,Journal Article
41294101,2025,Risk of Systemic Manifestations in Homozygous Carriers of the Transthyretin V142I Variant: A Million Veteran Program Analysis.,Journal of the American Heart Association,,,Journal Article
41286868,2025,Potential drug targets for chronic obstructive pulmonary disease in the plasma proteome identified through Mendelian randomization.,BMC pulmonary medicine,2;10;13,,Journal Article;Meta-Analysis
41282879,2025,Genome-wide association studies identify 77 loci for suicidality and provide novel biological insights.,medRxiv : the preprint server for health sciences,2;4,,Journal Article;Preprint
41282843,2025,Clinical validation of a statin-benefit polygenic score using real-world cohorts of primary prevention participants.,medRxiv : the preprint server for health sciences,1;2,,Journal Article;Preprint
41282674,2025,Integrative Proteome- and Phenome-Wide Assessment Uncovers Causal Protein Drivers and Drug Targets for Heterogeneous Kidney Diseases.,medRxiv : the preprint server for health sciences,1;2;3,,Journal Article;Preprint
41273924,2026,Effects of TBI history and sleep on subjective cognition in Veterans: A VA Million Veteran Program study.,Journal of psychiatric research,14,,Journal Article
41259721,2026,Metabolic Improvement Mediates the Causal Relationship Between GLP-1 Receptor Agonists and Myocardial Infarction: A Mendelian Randomization and Mediation Analysis Study.,Diabetes care,1;2;10,,Journal Article
41165296,2025,Genetic Variation in the Alternative Complement Pathway Contributes to Individual Susceptibility to Bacteremia and Sepsis.,Critical care explorations,2;8,,Journal Article
41140761,2026,Leveraging Natural Language Processing to Accurately Identify Histologically Confirmed Esophageal and Gastric Premalignant and Malignant Conditions Using a Large-Scale Health-Record Linked Genomic Biobank.,Gastro hep advances,2;3,,Journal Article
41086816,2025,A scalable framework for identifying allelic series from summary statistics.,American journal of human genetics,2,,Journal Article
41064534,2025,Genetically Prioritized Plasma Proteins as Candidate Therapeutic Targets for Dry Age-Related Macular Degeneration.,Journal of ophthalmology,2;18,,Journal Article
41032333,2025,"Polygenic Susceptibility in Peripartum, Alcohol-Induced, and Cancer Therapy-Related Cardiomyopathies.",JAMA cardiology,2;5;10,,Journal Article
41017299,2025,Genotype-by-sex interaction analyses for alcohol use disorder across biobanks.,"Alcohol, clinical & experimental research",2;3;4,,Journal Article
41001506,2025,Germline Variants Influence Chronic Liver Disease Progression through Distinct Pathways.,medRxiv : the preprint server for health sciences,1;2;5;11,,Journal Article;Preprint
40973184,2025,Large language models for extracting histopathologic diagnoses of colorectal cancer and dysplasia from electronic health records.,BMJ open gastroenterology,5;9,,Journal Article;Validation Study
40971195,2025,Genome-Wide Association Study of Hypoglycemia in Adults With Diabetes in the Million Veteran Program.,Diabetes,1;2;6;16,,Journal Article
40953603,2025,"Association of HOXB13 G84E With Prostate Cancer Among 592,158 Men.",Journal of the National Comprehensive Cancer Network : JNCCN,5;17,,"Journal Article;Research Support, N.I.H., Intramural"
40913361,2026,Proteome-Guided Drug Target Discovery for Periodontitis.,Journal of clinical periodontology,2,,"Journal Article;Research Support, Non-U.S. Gov't"
40912238,2025,A semi-empirical Bayes approach for calibrating weak instrumental bias in sex-specific Mendelian randomization studies.,American journal of human genetics,1;2;10;13,,Journal Article
40903904,2026,Genetics of SSRI antidepressant use and relationship to psychiatric and medical traits.,HGG advances,2;4,,Journal Article
40901574,2025,Multi-Ancestry Mendelian Randomization Reveals Lipid-Associated Genetic Risk Factors for COPD.,International journal of chronic obstructive pulmonary disease,1;2;10;13,,Journal Article;Meta-Analysis
40894127,2025,A Multivariate Genomic Investigation of the Externalizing Spectrum and Suicide Risk.,medRxiv : the preprint server for health sciences,2;4,,Journal Article;Preprint
40894051,2025,Multi-ancestry Genome-wide Association Study of Inpatient Opioid Dosing Following Knee or Hip Arthroplasty.,Research square,2;4,,Journal Article;Preprint
40883272,2025,"Clustering of lymphoid neoplasms by cell of origin, somatic mutation and drug usage profiles: a multi-trait genome-wide association study.",Blood cancer journal,2;3;5,,Journal Article
40878746,2025,"Mendelian randomization, lipids, and coronary artery disease: trade-offs between study designs and assumptions.",American journal of epidemiology,1;2;10,,Journal Article
40840450,2025,"Phenome-wide association study of male and female sex chromosome trisomies in 1.5 million participants of MVP, FinnGen, and UK Biobank.",American journal of human genetics,1;2;18,,"Journal Article;Research Support, N.I.H., Extramural"
40819635,2025,Identification of a subgroup of post-9/11 veterans with unique combat experiences and worse clinical outcomes.,Psychiatry research,4,,Journal Article
40802183,2025,"Polygenic Risk, Agent Orange Exposure, and Lymphoid Neoplasms in the Veterans Affairs Million Veteran Program.",JAMA network open,2;5,,Journal Article
40799756,2025,Using Real-World Data on Depression from EHR-based Research Networks: A Scoping Review.,Research square,3;4,,Journal Article;Preprint
40790903,2025,Association of COVID-19 Susceptibility and Severity with Primary Angle-Closure Glaucoma.,Ophthalmic epidemiology,8;18,,Journal Article
40778174,2025,Multi-ancestry Genome-wide Association Study of Inpatient Opioid Dosing Following Knee or Hip Arthroplasty.,medRxiv : the preprint server for health sciences,2;4,,Journal Article;Preprint
40730666,2025,Genome-wide analysis of 3' untranslated region alternative polyadenylation quantitative trait loci identified a potential novel susceptibility locus for lung cancer in cross-ancestry populations.,Journal of human genetics,2;5,,Journal Article
40695203,2025,"Traumatic brain injury, environmental exposures, and subjective cognition in post-9/11 veterans enrolled in the VA Million Veteran Program.",Journal of the neurological sciences,14,,Journal Article
40691405,2025,"A contextual genomic perspective on physical activity and its relationship to health, well being and illness.",Nature genetics,2;7;8,,Journal Article;Meta-Analysis
40684263,2025,Leveraging global genetics resources to enhance polygenic prediction across ancestrally diverse populations.,HGG advances,2,,Journal Article
40673980,2025,Characterizing the HLA region's genetic architecture through local heritability and correlation analyses across complex traits in diverse ancestries.,Human genetics,1;2;4;8,,Journal Article
40666354,2025,A genome-wide association study of hidradenitis suppurativa from the VA's Million Veteran Program.,medRxiv : the preprint server for health sciences,2;12,,Journal Article;Preprint
40536509,2025,Diet composition impacts the natural history of steatotic liver disease.,Hepatology communications,1,,Journal Article
40483170,2025,Genome-wide association study in chondrocalcinosis reveals ENPP1 as a candidate therapeutic target in calcium pyrophosphate deposition disease.,Annals of the rheumatic diseases,2,,Journal Article
40475156,2025,Multi-ancestry genetic architecture of sleep duration and its relationship to other sleep and psychiatric phenotypes.,medRxiv : the preprint server for health sciences,2;4;7,,Journal Article;Preprint
40472801,2025,Polygenic scores for obstructive sleep apnoea reveal pathways contributing to cardiovascular disease.,EBioMedicine,1;2;14,,Journal Article
40465239,2025,Drug-Gene Interactions and Clinical Outcomes After Vascular Surgery in the Million Veteran Program.,JAMA surgery,1;14;16,,Journal Article
40463544,2025,Manual Validation of an Algorithm for Identifying Osteoarthritis within the Centralized Interactive Phenomics Resource of the Million Veteran Program.,medRxiv : the preprint server for health sciences,3,,Journal Article;Preprint
40459439,2025,CYP2C19 Polymorphisms and Clinical Outcomes Following Percutaneous Coronary Intervention in the Million Veteran Program.,Clinical pharmacology and therapeutics,1;14;16,,Journal Article
40366759,2026,Unraveling the genetics of gulf war illness in diverse participants enrolled in the million veteran program.,Human molecular genetics,1;2;4,,Journal Article
40357661,2025,Cross-Ancestry Associations of Spontaneous Coronary Artery Dissection Genetic Risk With Coronary Atherosclerosis and Migraine Headache.,Journal of the American Heart Association,1;2;14,,Journal Article
40349666,2025,An evaluation and comparison of traumatic brain injury data sources within the VA Million Veteran Program: A descriptive epidemiological study.,Journal of psychiatric research,3;14,,Journal Article;Comparative Study
40328918,2025,Multi-ancestry genome-wide association meta-analysis of buprenorphine treatment response.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2;4,,Journal Article;Meta-Analysis
40322892,2025,Multi-ancestry genome-wide association study of topiramate's effects on heavy alcohol use.,"Alcohol, clinical & experimental research",2;4,,Journal Article
40321252,2025,"A contextual genomic perspective on physical activity and its relationship to health, well-being and illness.",medRxiv : the preprint server for health sciences,2;4;7;8,,Journal Article;Preprint
40316537,2025,Discovery of novel ancestry specific genes for androgens and hypogonadism in Million Veteran Program Men.,Nature communications,1;2,,Journal Article;Meta-Analysis
40313292,2025,Large language models for extracting histopathologic diagnoses of colorectal cancer and dysplasia from electronic health records.,medRxiv : the preprint server for health sciences,5;9,,Journal Article;Preprint
40313291,2025,Genome-Wide Assessment of Pleiotropy Across >1000 Traits from Global Biobanks.,medRxiv : the preprint server for health sciences,2,,Journal Article;Preprint
40287056,2025,Proteomic insights into metabolic dysfunction-associated steatotic disease: Identifying therapeutic targets and assessing on-target side effects.,Life sciences,1;2,,Journal Article
40255156,2025,Dissecting the Genetic Architecture of Intracranial Aneurysms.,Circulation. Genomic and precision medicine,1;2;14,,Journal Article;Meta-Analysis
40230699,2025,Mendelian randomization study highlights the role of hematological traits on Type-2 diabetes mellitus in African ancestry individuals.,Frontiers in pharmacology,1;2;10,,Journal Article
40166553,2025,Genome-wide association study of dry eye disease reveals shared heritability with systemic comorbidities.,medRxiv : the preprint server for health sciences,2;4;18,,Journal Article;Preprint
40166541,2025,Trans-ancestry genome-wide association meta-analysis of gallstone disease.,medRxiv : the preprint server for health sciences,1;2,,Journal Article;Preprint
40121538,2025,Primary care providers' perspectives on receiving opportunistic genomic results from a national study: The Million Veteran Program Return Of Actionable Results (MVP-ROAR) Study.,Genetics in medicine : official journal of the American College of Medical Genetics,2;10,,Journal Article
40009360,2025,Risk of Major Adverse Cardiovascular Events Following Nicotinamide Exposure.,JAMA dermatology,1,,Journal Article
39974097,2025,Specificity of a polygenic score for aggressive prostate cancer.,medRxiv : the preprint server for health sciences,2;5,,Journal Article;Preprint
39974076,2025,"Prevalence and disease risks for male and female sex chromosome trisomies: a registry-based phenome-wide association study in 1.5 million participants of MVP, FinnGen, and UK Biobank.",medRxiv : the preprint server for health sciences,1;2;18,,Journal Article;Preprint
39974071,2025,Modeling diagnostic code dropout of schizophrenia in electronic health records improves phenotypic data quality and cross-ancestry transferability of polygenic scores.,medRxiv : the preprint server for health sciences,2;3;4,,Journal Article;Preprint
39934103,2025,Multi-ancestry meta-analysis of genome-wide association studies discovers 67 new loci associated with chronic back pain.,Nature communications,2;4,,Journal Article;Meta-Analysis
39930085,2025,"Genome-wide association study of prostate-specific antigen levels in 392,522 men identifies new loci and improves prediction across ancestry groups.",Nature genetics,2;5;6,,Journal Article;Meta-Analysis
39921525,2025,Dietary Cholesterol and Myocardial Infarction in the Million Veteran Program.,Journal of the American Heart Association,1,,Journal Article
39915329,2025,Large-scale multi-omics identifies drug targets for heart failure with reduced and preserved ejection fraction.,Nature cardiovascular research,1;2,,Journal Article
39865691,2025,"The VA Million Veteran Program, Alzheimer's disease, and genetics: Important steps forward but many steps still to go on the march to control dementia and Alzheimer's disease.",Journal of Alzheimer's disease : JAD,11,,Journal Article
39853431,2025,The impact of imprecise case definitions in electronic health record research: a melanoma case-study from the Million Veteran Program.,Archives of dermatological research,2;3;5,,Journal Article
39825822,2025,Characterization of the phenotypic consequences of the Duffy-null genotype.,Blood advances,2;6,,Journal Article
39802770,2025,A semi-empirical Bayes approach for calibrating weak instrumental bias in sex-specific Mendelian randomization studies.,medRxiv : the preprint server for health sciences,1;2;10;13,,Journal Article;Preprint
39786773,2025,Utility of Candidate Genes From an Algorithm Designed to Predict Genetic Risk for Opioid Use Disorder.,JAMA network open,2;3;4,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
39763526,2024,Opioid use disorder and brain health: observational and genetic associations.,medRxiv : the preprint server for health sciences,1;2;3;4;11;14,,Journal Article;Preprint
39757155,2025,Investigating the causal effects of childhood and adulthood adiposity on later life mental health outcome: a Mendelian randomization study.,BMC medicine,2;4;10,,Journal Article
39692476,2025,Curation and validation of electronic medical record-based dementia diagnoses in the VA Million Veteran Program.,Journal of Alzheimer's disease : JAD,3;11,,Journal Article;Validation Study
39658624,2025,Neuropsychiatric polygenic scores are weak predictors of professional categories.,Nature human behaviour,2,,Journal Article
39641929,2024,Cardiovascular Health Score and Atherosclerotic Cardiovascular Disease in the Million Veteran Program.,JAMA network open,1,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
39629945,2025,"Oral Health, Inflammation, and Cardiometabolic Factors in the VA Million Veteran Program.",JDR clinical and translational research,1,,Journal Article
39623103,2024,Genome-wide association analyses identify distinct genetic architectures for age-related macular degeneration across ancestries.,Nature genetics,2;6;18,,Journal Article
39580711,2024,A Mendelian randomization study of alcohol use and cardiometabolic disease risk in a multi-ancestry population from the Million Veteran Program.,"Alcohol, clinical & experimental research",1;2;9;10,,Journal Article
39551068,2024,Effectiveness and safety of immune checkpoint inhibitors in Black patients versus White patients in a US national health system: a retrospective cohort study.,The Lancet. Oncology,5;6,,"Journal Article;Comparative Study;Research Support, Non-U.S. Gov't"
39549463,2024,Social connection and suicidal thoughts and behaviors in the Million Veteran Program cohort.,Journal of psychiatric research,,,Journal Article
39543357,2025,"HSD3B1, prostate cancer mortality and modifiable outcomes.",Nature reviews. Urology,5,,"Journal Article;Review;Research Support, N.I.H., Intramural"
39541127,2025,Performance of Polygenic Risk Scores for Primary Open-Angle Glaucoma in Populations of African Descent.,JAMA ophthalmology,2;18,,Journal Article;Multicenter Study
39507405,2024,A landmark federal interagency collaboration to promote data science in health care: Million Veteran Program-Computational Health Analytics for Medical Precision to Improve Outcomes Now.,JAMIA open,1;2;3;4;5,,Journal Article;Review
39493575,2024,Racial and Ethnic Disparities in Dietary Intake and Quality Among United States Veterans.,Current developments in nutrition,1;6,,Journal Article
39456027,2024,Association of deployment characteristics and exposures with persistent ill health among 1990-1991 Gulf War veterans in the VA Million Veteran Program.,Environmental health : a global access science source,,,Journal Article
39453656,2024,GLP1R Gene Expression and Kidney Disease Progression.,JAMA network open,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, U.S. Gov't, P.H.S."
39371182,2024,"Exome wide association study for blood lipids in 1,158,017 individuals from diverse populations.",medRxiv : the preprint server for health sciences,1;2,,Journal Article;Preprint
39366959,2024,Multi-ancestry GWAS meta-analyses of lung cancer reveal susceptibility loci and elucidate smoking-independent genetic risk.,Nature communications,2;4;5,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
39336717,2024,"A Multivariable Mendelian Randomization Study of Systolic and Diastolic Blood Pressure, Lipid Profile, and Heart Failure Subtypes.",Genes,1;2;10,,Journal Article
39327043,2024,Military and occupational exposures among Veterans in the Million Veteran Program by survey self-report: a descriptive study.,Occupational and environmental medicine,,,"Journal Article;Research Support, Non-U.S. Gov't"
39314966,2024,Obstructive sleep apnea mediates genetic risk of Diabetes Mellitus: The Hispanic Community Health Study/Study of Latinos.,medRxiv : the preprint server for health sciences,1;2;6;13,,Journal Article;Preprint
39309525,2024,Causal relationships between gut microbiome and obstructive sleep apnea: a bi-directional Mendelian randomization.,Frontiers in microbiology,2;10;13,,Journal Article
39278656,2025,Osteoarthritis Across Joint Sites in the Million Veteran Program Cohort: Insights From Electronic Health Records and Military Service History.,The Journal of rheumatology,,,Journal Article
39254429,2024,Recalibrating the Genetics and Epidemiology of Colorectal Cancer Consortium Environmental Risk Score for Use in US Veterans.,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",5,,Journal Article
39247144,2024,"No Replication of Alzheimer's Disease Genetics as a Moderator of Combat Exposure's Association with PTSD risk in 138,592 Combat Veterans.",Nature. Mental health,2;4;11,,Journal Article
39228734,2024,"Genetics of posttraumatic stress disorder and cardiovascular conditions using Life's Essential 8, Electronic Health Records, and Heart Imaging.",medRxiv : the preprint server for health sciences,1;2;4,,Journal Article;Preprint
39226462,2024,Whole-genome analysis of plasma fibrinogen reveals population-differentiated genetic regulators with putative liver roles.,Blood,2,,Journal Article
39211851,2025,An atlas of genetic effects on the monocyte methylome across European and African populations.,medRxiv : the preprint server for health sciences,2,,Journal Article;Preprint
39193854,2025,Cognitive symptoms in veterans with migraine or traumatic brain injury: A Million Veteran Program study.,Headache,4;14,,"Journal Article;Observational Study;Research Support, U.S. Gov't, Non-P.H.S."
39163132,2024,Protein-truncating variant in APOL3 increases chronic kidney disease risk in epistasis with APOL1 risk alleles.,JCI insight,1;2,,Journal Article
39158558,2024,Measuring Frailty Using Self-Report or Automated Tools to Identify Risk of Cardiovascular Events and Mortality: The Million Veteran Program.,Journal of the American Heart Association,1;11;14,,Journal Article
39158361,2024,Development of electronic health record based algorithms to identify individuals with diabetic retinopathy.,Journal of the American Medical Informatics Association : JAMIA,1;2;3;18,,"Journal Article;Validation Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
39158116,2025,Genetically predicted lipoprotein(a) associates with coronary artery plaque severity independent of low-density lipoprotein cholesterol.,European journal of preventive cardiology,1;2,,Journal Article
39134740,2024,A genome-wide investigation into the underlying genetic architecture of personality traits and overlap with psychopathology.,Nature human behaviour,2;4,,Journal Article;Meta-Analysis
39073889,2024,Single-Ancestry versus Multi-Ancestry Polygenic Risk Scores for CKD in Black American Populations.,Journal of the American Society of Nephrology : JASN,1;2;6;14,,Journal Article
39038097,2024,Protein Identification for Stroke Progression via Mendelian Randomization in Million Veteran Program and UK Biobank.,Stroke,1;2;10;14,14.2-stroke-cerebro,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't"
39024449,2024,Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.,"Science (New York, N.Y.)",2;6,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
39006437,2024,Increased BMI associated with decreased breastfeeding initiation in Million Veteran Program participants.,medRxiv : the preprint server for health sciences,1;2;15,,Journal Article;Preprint
39004925,2024,Development and validation of an electronic health record-based algorithm for identifying TBI in the VA: A VA Million Veteran Program study.,Brain injury,3;14,,Journal Article;Validation Study
38987242,2024,Characterising the genetic architecture of changes in adiposity during adulthood using electronic health records.,Nature communications,1;2;11,,Journal Article
38967582,2024,Clinical and genetic risk factors for progressive fibrosis in metabolic dysfunction-associated steatotic liver disease.,Hepatology communications,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
38951900,2024,"Subjective cognitive concerns, APOE ε4, PTSD symptoms, and risk for dementia among older veterans.",Alzheimer's research & therapy,2;4;11;14,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
38918629,2024,Adaptive selection at G6PD and disparities in diabetes complications.,Nature medicine,1;2;6;10;18,,Journal Article
38897203,2024,Identification and correction for collider bias in a genome-wide association study of diabetes-related heart failure.,American journal of human genetics,1;2,,Journal Article
38870908,2024,Genome-wide association study of the common retinal disorder epiretinal membrane: Significant risk loci in each of three American populations.,Cell genomics,2;6;18,,Journal Article
38865417,2024,Healthy lifestyle and prostate cancer risk in the Million Veteran Program.,Cancer,2;5,,Journal Article
38845201,2024,Transcriptome-wide association analysis identifies candidate susceptibility genes for prostate-specific antigen levels in men without prostate cancer.,HGG advances,2;5,,Journal Article
38826407,2024,Accelerating Genome- and Phenome-Wide Association Studies using GPUs - A case study using data from the Million Veteran Program.,bioRxiv : the preprint server for biology,2,,Journal Article;Preprint
38798430,2024,"Candidate Genes from an FDA-Approved Algorithm Fail to Predict Opioid Use Disorder Risk in Over 450,000 Veterans.",medRxiv : the preprint server for health sciences,3;4,,Preprint;Journal Article
38797326,2024,Genome-wide association study of hospitalized patients and acute kidney injury.,Kidney international,1;2,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
38779869,2024,Agent orange exposure and prostate cancer risk in the million veteran program.,"Acta oncologica (Stockholm, Sweden)",2;5,,Journal Article
38762090,2024,Design and pilot results from the Million Veteran Program Return Of Actionable Results (MVP-ROAR) Study.,American heart journal,1;10;17,,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
38634508,2024,Genetic Causal Relationship Between Alanine Aminotransferase Levels and Risk of Gestational Diabetes Mellitus: Mendelian Randomization Analysis Based on Two Samples.,Twin research and human genetics : the official journal of the International Society for Twin Studies,1;2;10;15,,"Journal Article;Research Support, Non-U.S. Gov't"
38608262,2024,"Type 1 Diabetes Genetic Risk in 109,954 Veterans With Adult-Onset Diabetes: The Million Veteran Program (MVP).",Diabetes care,1;2,,Journal Article
38582945,2024,"A multi-ancestry GWAS of Fuchs corneal dystrophy highlights the contributions of laminins, collagen, and endothelial cell regulation.",Communications biology,2;6,,Meta-Analysis;Journal Article
38577307,2023,Leveraging the Million Veteran Program Infrastructure and Data for a Rapid Research Response to COVID-19.,"Federal practitioner : for the health care professionals of the VA, DoD, and PHS",8,,Journal Article
38551561,2024,"Prevalence, Morbidity, and Mortality of Men With Sex Chromosome Aneuploidy in the Million Veteran Program Cohort.",JAMA network open,2;17,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S."
38545784,2024,Evaluation of Plasma Biomarkers for Causal Association With Peripheral Artery Disease.,"Arteriosclerosis, thrombosis, and vascular biology",1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
38512255,2024,Long-Term Body Mass Index Variability and Adverse Cardiovascular Outcomes.,JAMA network open,1;2;6;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
38506808,2024,Adrenal-Permissive Germline HSD3B1 Allele and Prostate Cancer Outcomes.,JAMA network open,5,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
38505680,2024,Causal effects from nonalcoholic fatty liver disease on cholelithiasis: A mendelian randomization study.,Health science reports,1;2;10,,Journal Article
38483390,2024,"Migraine Prevalence, Environmental Risk, and Comorbidities in Men and Women Veterans.",JAMA network open,4;6;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
38476344,2023,Data resource profile: nutrition data in the VA million veteran program.,International journal of population data science,,,Journal Article
38464744,2024,Development and utility of a clinical research informatics application for participant recruitment and workflow management for a return of results pilot trial in familial hypercholesterolemia in the Million Veteran Program.,JAMIA open,10;17,,Journal Article
38441278,2024,An extra X chromosome among adult women in the Million Veteran Program: A more benign perspective of trisomy X.,"American journal of medical genetics. Part C, Seminars in medical genetics",1;2;11;18,,Journal Article
38429522,2024,"A multi-ancestry genetic study of pain intensity in 598,339 veterans.",Nature medicine,2;4,,Meta-Analysis;Journal Article
38416462,2024,Novel Polygenic Risk Score and Established Clinical Risk Factors for Risk Estimation of Aortic Stenosis.,JAMA cardiology,1;2,,Randomized Controlled Trial;Journal Article
38382819,2024,Unraveling COVID-19 relationship with anxiety disorders and symptoms using genome-wide data.,Journal of affective disorders,2;4;8,,"Journal Article;Research Support, N.I.H., Extramural"
38380516,2024,Multi-Ancestry Polygenic Risk Score for Coronary Heart Disease Based on an Ancestrally Diverse Genome-Wide Association Study and Population-Specific Optimization.,Circulation. Genomic and precision medicine,1;2;6,,Journal Article
38355787,2024,Pleiotropy and genetically inferred causality linking multisite chronic pain to substance use disorders.,Molecular psychiatry,2;4,,Journal Article
38352469,2024,Protein identification for stroke progression via Mendelian Randomization in Million Veteran Program and UK Biobank.,medRxiv : the preprint server for health sciences,1;2;10;14,14.2-stroke-cerebro,Preprint;Journal Article
38330144,2024,Genetic Analysis of Obstructive Sleep Apnea and Its Relationship with Severe COVID-19.,Annals of the American Thoracic Society,2;8;13,,Journal Article
38293137,2024,A genome-wide investigation into the underlying genetic architecture of personality traits and overlap with psychopathology.,medRxiv : the preprint server for health sciences,2;4,,Preprint;Journal Article
38264362,2023,Plant-based diets and the incidence of cardiovascular disease: the Million Veteran Program.,"BMJ nutrition, prevention & health",1;14,,Journal Article
38248536,2024,"The Million Veteran Program 1990-1991 Gulf War Era Survey: An Evaluation of Veteran Response, Characteristics, and Representativeness of the Gulf War Era Veteran Population.",International journal of environmental research and public health,6,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
38242899,2024,Genetic architecture distinguishes tinnitus from hearing loss.,Nature communications,2;18,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
38163586,2024,Red Meat Intake and the Risk of Cardiovascular Diseases: A Prospective Cohort Study in the Million Veteran Program.,The Journal of nutrition,1;3;6;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, Non-U.S. Gov't"
38130828,2024,Parkinson Disease Genetics Extended to African and Hispanic Ancestries in the VA Million Veteran Program.,Neurology. Genetics,2;3;6;11,,Journal Article
38087273,2023,Moderate alcohol consumption on the risk of stroke in the Million Veteran Program.,BMC public health,1;3;14,14.2-stroke-cerebro,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S."
38074507,2024,A missense variant in human perilipin 2 (PLIN2 Ser251Pro) reduces hepatic steatosis in mice.,JHEP reports : innovation in hepatology,1,,Journal Article
38065710,2024,Impact of 8 lifestyle factors on mortality and life expectancy among United States veterans: The Million Veteran Program.,The American journal of clinical nutrition,4,,"Journal Article;Research Support, Non-U.S. Gov't"
38036714,2023,"Genome-Wide Association Study of Chronic Dizziness in the Elderly Identifies Loci Implicating MLLT10, BPTF, LINC01224, and ROS1.",Journal of the Association for Research in Otolaryngology : JARO,2;6;11;14,,"Meta-Analysis;Journal Article;Research Support, N.I.H., Extramural"
38014167,2024,Development of Portable Electronic Health Record Based Algorithms to Identify Individuals with Diabetic Retinopathy.,medRxiv : the preprint server for health sciences,1;2;3;18,,Preprint;Journal Article
37985822,2023,Multi-ancestry genome-wide association study of cannabis use disorder yields insight into disease biology and public health implications.,Nature genetics,2;4;5,,"Meta-Analysis;Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
37967698,2024,Brainwide Mendelian Randomization Study of Anxiety Disorders and Symptoms.,Biological psychiatry,2;4;10,,Journal Article
37962888,2023,Mendelian Randomization Analysis of Genetic Proxies of Thiazide Diuretics and the Reduction of Kidney Stone Risk.,JAMA network open,1;2;10,,"Meta-Analysis;Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
37961706,2024,CXCL12 drives natural variation in coronary artery anatomy across diverse populations.,medRxiv : the preprint server for health sciences,1;2,,Journal Article;Preprint
37961155,2024,"Genome-wide association study of prostate-specific antigen levels in 392,522 men identifies new loci and improves cross-ancestry prediction.",medRxiv : the preprint server for health sciences,2;5;6,,Journal Article;Preprint
37949200,2024,Association between systemic lupus erythematosus and myasthenia gravis: A population-based National Study.,"Clinical immunology (Orlando, Fla.)",9,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
37938835,2024,Correlates of Risk for Disinhibited Behaviors in the Million Veteran Program Cohort.,JAMA psychiatry,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
37886514,2023,The neuronal chromatin landscape in adult schizophrenia brains is linked to early fetal development.,Research square,2;4,,Journal Article;Preprint
37875548,2024,Genome-wide association study of traumatic brain injury in U.S. military veterans enrolled in the VA million veteran program.,Molecular psychiatry,2;3;11;14,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural"
37873320,2023,The neuronal chromatin landscape in adult schizophrenia brains is linked to early fetal development.,medRxiv : the preprint server for health sciences,2;4,,Journal Article;Preprint
37856045,2024,Evaluation of clinical outcomes and employment status in veterans with dual diagnosis of traumatic brain injury and spinal cord injury.,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",4;14,,Journal Article
