pubmed_id,year,title,journal,themes,subthemes,publication_types
42227395,2026,"Proteome-wide Mendelian Randomization and Colocalization Nominate CD58, PARP1, and Immune Co-stimulatory Pathways as Genetically Supported Targets for Multiple Sclerosis.",Current neuropharmacology,2;9;10;14,,Journal Article
42227366,2026,Target Perturbation of Genetically Proxied Antidiabetic Drug Targets and Pneumonia Risk: A Mendelian Randomization Analysis.,Current topics in medicinal chemistry,1;2;10,,Journal Article
42223506,2026,The Association Between Immune Cells and Venous Thromboembolism: A Causal Inference Based on Mendelian Randomization.,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis,1;2;10,,Journal Article
42220297,2026,Decoding the lipid-migraine link: a genetic and lipidomic investigation of migraine subtypes.,Journal of oral & facial pain and headache,1;2;14,,Journal Article
42219961,2026,Integrative multi-omics Mendelian randomization reveals key lipid metabolism genes as therapeutic targets for diabetic nephropathy pathogenesis.,Renal failure,1;2;10,,Journal Article
42218054,2026,"Genetically predicted gut bacteria, circulating bacteria-associated metabolites and liver cancer: A Mendelian randomisation study.",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,1;5;10,,Journal Article
42216396,2026,Lipid-lowering drugs and essential hemorrhagic thrombocythemia's risk: A drug-target Mendelian randomization study.,Medicine,1;2;10,,Journal Article
42216389,2026,Association between coffee consumption and the risk of thyroid cancer: A Mendelian randomization study.,Medicine,2;5;10,,Journal Article
42216352,2026,Gut microbiota may influence Sjögren's syndrome risk through immune cell mediation: A Mendelian randomization analysis.,Medicine,2;9;10,,Journal Article;Observational Study
42216331,2026,The causal role of plasma metabolites in breast cancer susceptibility mediated by immune cells: A two-sample Mendelian randomization analysis.,Medicine,2;5;10,,Journal Article
42210767,2026,Noninvasive early warning markers for ovarian cancer: a Mendelian randomization study.,Journal of gynecologic oncology,2;5;10,,Journal Article
42210128,2026,"Reduced HSD17B1 expression in preeclampsia: integrated transcriptomic, summary Mendelian randomization, immune deconvolution, and experimental validation.",BMC pregnancy and childbirth,1;2;10;15,,Journal Article
42209495,2026,GWAS of extended prescription analgesic use identifies genetic loci in chronic pain.,Nature communications,2;4,,Journal Article
42209116,2026,Investigating Bidirectional Causal Relationships Between Imaging-Derived Brain Phenotypes and Sedative-Hypnotic Use Disorder: A Mendelian Randomization Study.,Addiction biology,2;10,,Journal Article
42200571,2026,Inflammatory cytokines and metabolic pathways in osteomyelitis: Mendelian randomization insights and experimental validation.,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,2;10,,Journal Article
42200243,2026,[Association of acute kidney injury with gut microbiota: a study integrating Mendelian randomization and real-world clinical cohort].,Zhonghua wei zhong bing ji jiu yi xue,1;2;10,,English Abstract;Journal Article
42199945,2026,Multi-Omics Mendelian Randomization and Colocalization Reveal Key Glycolipid Metabolism-Related Genes in Gestational Diabetes Mellitus.,International journal of women's health,1;2;10;15,,Journal Article
42199875,2026,Genetically Predicted Use of Common Analgesics and Risk of Chronic Obstructive Pulmonary Disease: A Bidirectional Mendelian Randomization Study.,International journal of chronic obstructive pulmonary disease,2;10;13,,Journal Article
42198964,2026,[Myricetin inhibits proliferation and migration of bladder cancer cells by inhibiting HSP90AA1-mediated AKT phosphorylation].,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,5,,English Abstract;Journal Article
42196425,2026,Integration of Brain Proteomes and Genome-Wide Association Data Identifies GLO1 as a Candidate Causal Gene and Therapeutic Target for Restless Legs Syndrome.,International journal of molecular sciences,2,,Journal Article
42192083,2026,Discovering Age- and Sex-Specific Genetic Risk Factors in Sensorineural Hearing Loss: Genome-Wide Evidence from Large-Scale Biobanks.,Journal of the Association for Research in Otolaryngology : JARO,2;18,,Journal Article
42190866,2026,Hirsutism Beyond PCOS: Genome-wide Evidence for Genetic Factors.,The Journal of investigative dermatology,1;2;15,,Journal Article
42185861,2026,DNA demethylation of ANXA4 is associated with atrial fibrillation risk through myeloid immune mechanisms: evidence from Mendelian randomization and multi-omics analyses.,Clinical epigenetics,1;2;3;10,,Journal Article
42180398,2026,Causal relationship between oral diseases and hypertension: a Mendelian randomization study.,"Experimental biology and medicine (Maywood, N.J.)",1;2;10,,Journal Article
42178310,2026,Genome-wide meta-analysis identifies genetic drivers of bile acid metabolism in intrahepatic cholestasis of pregnancy.,Nature communications,1;2;15,,Journal Article
42178167,2026,Potential circadian rhythm-related pathogenic genes in diabetic nephropathy: a multi-omics Mendelian randomization study.,Renal failure,1;2;10;13,,Journal Article
42177912,2026,Epidermal Growth Factor Receptor Pathway Is a Potential Biological Mechanism in Inflammatory Bowel Disease-Induced Psoriasis.,Journal of gastroenterology and hepatology,2;9;12,,Journal Article
42175707,2026,Identifying Novel Biomarkers and Therapeutic Targets for Endometriosis: Integrative Analysis of the Plasma Proteome and Genome.,Mediators of inflammation,2;15,,Journal Article
42175494,2026,Unraveling the causal web of 4 adiposity indices and 92 multi-system outcomes: A body-wide Mendelian randomization study.,Medicine,1;2;10;13,,Journal Article
42175487,2026,The causal role of skin microbiota in rheumatoid arthritis via gut microbiota and immune cell mediation: A Mendelian randomization study.,Medicine,2;9;10,,Journal Article
42175454,2026,Causal effects of plasma protein-protein ratios on lung cancer subtypes: A proteome-wide Mendelian randomization and mediation analysis.,Medicine,2;5;10;12,,Journal Article
42175437,2026,Two-sample Mendelian randomization analysis unveils a potential genetic association between rheumatic diseases and the risk of idiopathic pulmonary fibrosis.,Medicine,2;9;10;13,,Journal Article
42174728,2026,GWAS-by-subtraction reveals new genetic architecture and health implications of type 2 diabetes-independent gestational diabetes mellitus.,Genome medicine,1;2;15,,Journal Article
42174554,2026,Causal effects of oral microbiome traits on female reproductive diseases: a two-sample Mendelian randomization study.,BMC women's health,2;10;15,,Journal Article
42173832,2026,Genetic variants affect diurnal glucose levels throughout the day.,Nature communications,1;2,,Journal Article
42173079,2026,Integrated network pharmacology and Mendelian randomization analysis to elucidate potential mechanisms of curcumin and resveratrol in myocardial infarction treatment.,The Journal of pharmacology and experimental therapeutics,1;2;10,,Journal Article
42171393,2026,Genetic and epidemiological analyses of alcohol consumption patterns and age-related macular degeneration risk among current drinkers: a role for TNFRSF10A.,Journal of global health,2;18,,Journal Article
42170302,2026,Bifidobacterium breve Promotes the Pathogenesis of IBS by Downregulating the Expression of Ferroptosis-Related Molecule ERBB1: A Mendelian Randomization Mediation Analysis.,Human mutation,2;5;10,,Journal Article
42164282,2026,Mendelian Randomization to Examine the Causal Effects of Cystatin on Ovarian Lesions.,International journal of women's health,2;5;10,,Journal Article
42163948,2026,Genetic Identification of Potential Drug Targets for Dental Caries: A Mendelian Randomization Study.,Health science reports,2;10,,Journal Article
42157969,2026,Multi-omics Mendelian randomization identifies mitochondrial genes associated with immune microenvironment signatures in endometriosis.,Frontiers in reproductive health,2;3;10;15,,Journal Article
42152330,2026,Bidirectional Mendelian randomization study reveals no causal association between polycystic ovary syndrome and IgA nephropathy.,Medicine,1;2;10;15,,Journal Article
42152301,2026,"Association between chronic diseases, herpes zoster and postherpetic neuralgia: A two-sample Mendelian randomization study.",Medicine,1;2;8;9;10;14,,Journal Article
42145868,2026,Bidirectional Mendelian Randomization Suggests Causal Effects of 731 Immunophenotypes on Vitiligo Pathogenesis.,"Clinical, cosmetic and investigational dermatology",2;10;12,,Journal Article
42134034,2026,DNA Methylation-Mediated Regulation of TAGLN2 Expression Promotes Pulmonary Arterial Hypertension.,Archives of medical research,1;2;13,,Journal Article
42125268,2026,Identification of Potential Oxidative Stress-Related Causal Genes for Calculus of Kidney and Ureter: A Multi-Omics Mendelian Randomization Analysis.,"Kidney diseases (Basel, Switzerland)",2;4;10,,Journal Article
42118391,2026,Causal effects of life-course obesity on sleep apnoea: a Mendelian randomization study.,Internal and emergency medicine,1;2;10,,Journal Article
42118116,2026,Exploring mitochondrial genetic features in intervertebral disc degeneration through multi-omics integration analyses.,"The journals of gerontology. Series A, Biological sciences and medical sciences",2,,Journal Article
42116383,2026,Mendelian randomization analysis links HLA-DR+ CD14- CD16+ monocytes to CCL19-driven ankylosing spondylitis risk.,Medicine,2;8;9;10,,Journal Article
42116317,2026,"Sedentary behavior, physical activity, psychological well-being, and gynecologic and obstetric disorders: A multivariable Mendelian randomization and mediation analysis.",Medicine,2;4;7;10;15,,Journal Article
42116291,2026,Potential therapeutic targets for multisite chronic pain: A proteome-wide Mendelian randomization study.,Medicine,2;4;10,,Journal Article
42116288,2026,Large-scale searching for causal relationships of milk consumption with multi-omics and disease susceptibility: A phenome-wide Mendelian randomization study.,Medicine,2;5;10,,Journal Article
42114461,2026,Potential extracellular matrix-associated pathogenic genes in skin fibrosis: A multi-omics Mendelian randomization study.,Burns : journal of the International Society for Burn Injuries,2;10,,Journal Article
42112763,2026,Genetic Evidence Linking Inflammatory Cytokines and Blood Metabolites to Heart Failure Risk.,Cardiovascular therapeutics,1;2,,Journal Article
42112340,2026,Identification of new overlapping and disease-specific genetic risk factors for rheumatoid arthritis and radiographic axial spondyloarthritis: a meta-analysis of three large European populations and functional characterization.,Frontiers in immunology,2;9,,Journal Article;Meta-Analysis
42112149,2026,Systematic review and meta-analysis of risk factors for erectile dysfunction after stroke: a Mendelian randomization approach.,Sexual medicine,1;2;10;14,14.2-stroke-cerebro,Journal Article
42110619,2026,Exploring the association between gut microbiota and venous thromboembolism using a Mendelian randomization analysis.,Archives of medical science : AMS,1;2;10,,Journal Article
42106630,2026,Association between Guillain-Barré syndrome and 7 autoimmune diseases: a mendelian randomization study.,BMC neurology,1;2;9;10;12;13,,Journal Article
42104642,2026,Causal Interplay Between Inflammatory Cytokines and Lipid Metabolites in Serous Ovarian Carcinoma: Insights From a Genetic Association Study.,Journal of clinical laboratory analysis,1;2;5,,Journal Article
42098041,2026,Druggable Genome-Wide Mendelian Randomization Identifies Therapeutic Targets and DNA Methylation-Mediated Regulation in Urological Malignancies.,Technology in cancer research & treatment,2;5;10,,Journal Article
42092244,2026,[Study on the causal relationship between serum albumin and carpal tunnel syndrome and the mediating role of leptin].,Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases,2;14,,English Abstract;Journal Article
42087449,2026,Evaluation of Genetics in the Association Between Cardiorespiratory Fitness and Health: Insights from a Genome-Wide Polygenic Score for Cardiorespiratory Fitness in the FinnGen and HUNT cohorts.,Scandinavian journal of medicine & science in sports,1;2;5;13;14,,Journal Article
42086352,2026,Genetic evidence for associations between food intake and prostatic diseases: a Mendelian randomization study.,The Canadian journal of urology,2;5;10,,Journal Article
42085056,2026,Gender-specific Causal Relationship between Sex Hormones and Carpal Tunnel Syndrome: A Mendelian Randomisation Study.,The Nigerian postgraduate medical journal,2;10;14,,Journal Article;Meta-Analysis
42083616,2026,Causal effect of gut Streptococcus abundance on maternal genitourinary infection during pregnancy: a two-sample Mendelian randomization study.,3 Biotech,2;3;8;10;15,,Journal Article
42083122,2026,Machine Learning-Based Prediction of Drug-Induced QTc Changes in a Large Finnish Biobank Cohort.,Clinical and translational science,2;3;16,,Journal Article
42079477,2026,Genetically Predicted t6A (a tRNA-Derived Adenosine Modification) and Risk of Bullous Pemphigoid: A Two-Sample Mendelian Randomization Study.,"Clinical, cosmetic and investigational dermatology",2;9;10;12,,Journal Article
42078410,2026,Shared Risk Genes and Casual Relationships across Sex Hormone Related Traits and Alzheimer's Disease.,medRxiv : the preprint server for health sciences,2;11;15,,Journal Article;Preprint
42074584,2026,Multi-Omics Mendelian Randomization and Clinical Validation Implicate NLRP6 as a Candidate Autophagy-Related Gene in Systemic Lupus Erythematosus.,Genes,2;9;10,,Journal Article
42071857,2026,"Causal relationship between circulating immune cells, cytokines and different types of autoimmune liver diseases: A univariable and multivariable Mendelian randomization study.",Medicine,2;9;10,,Journal Article
42071849,2026,Integrative Mendelian randomization reveals the mediating role of immune cell traits in the causal pathway from gene expression to neonatal bacterial sepsis.,Medicine,2;8;10,,Journal Article
42071838,2026,DNA methylation-regulated ZDHHC5 and PPT1 in the pathogenesis of osteoporosis.,Medicine,2,,Journal Article
42069741,2026,Population-based genome-wide association study of plasma complex lipid species.,Nature communications,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
42067686,2026,Focus on M2-TAMs and gastric cancer: a Mendelian randomization and bioinformatics analysis.,Molecular genetics and genomics : MGG,2;5;10,,Journal Article
42067089,2026,Identifying THBS3 as a potentially viable therapeutic target for gastric cancer: Intergration of Mendelian randomization and cell experiments validation study.,International journal of biological macromolecules,2;5;10,,Journal Article
42058724,2026,Genetic Evidence Links Gestational Diabetes Mellitus to Increased ER-Negative Breast Cancer Risk Through a Mendelian Randomization Analysis.,International journal of endocrinology,1;2;5;10;15,,Journal Article
42058110,2026,The causal relationship in hypertensive encephalopathy: mechanistic analysis of five specific circulating cytokines.,"Open medicine (Warsaw, Poland)",1;2;5;14,,Journal Article
42054755,2026,Causal associations between plasma metabolites and head and neck cancer: a bidirectional Mendelian randomization study.,Brazilian journal of otorhinolaryngology,2;5;10,,Journal Article
42051519,2026,Identification of key biomarkers for myocardial infarction by multi-omics analysis and machine learning.,Frontiers in immunology,1;2;3,,Journal Article
42051091,2026,Exploring Risk Drugs and Mechanisms in Dystonia: Insights from Pharmacovigilance and Proteogenomics.,Current neuropharmacology,2;11;14,,Journal Article
42050911,2026,Exploring the causal effect of genetically predicted blood and cerebrospinal fluid metabolites and metabolic pathways on intracranial aneurysm.,The Journal of international medical research,1;2;14,,Journal Article;Meta-Analysis
42047863,2026,The effects of micronutrients on the risk of upper gastrointestinal diseases: a two-sample Mendelian randomization study.,European journal of nutrition,2;5;10,,Journal Article
42047173,2026,The causality between gut microbiota and ectopic pregnancy based on genome-wide association: A Mendelian randomization study.,African journal of reproductive health,2;10;15,,Journal Article
42045633,2026,Genome-wide association study identifies protective genetic factors in active blood donors against multiple diseases.,European journal of human genetics : EJHG,2,,Journal Article
42032965,2026,Causal relationships of inflammatory cytokines and serum metabolites with colorectal carcinoma: A Mendelian randomization study.,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,2;5;10,,Journal Article
42026994,2026,Causal association between systemic diseases and periodontitis: a twoway two-sample Mendelian randomization study.,"Quintessence international (Berlin, Germany : 1985)",1;2;10;14;18,,Journal Article
42025820,2026,Exploring the regulatory mechanisms of antidiabetic drugs on osteoporosis and Bone mineral density.,Experimental gerontology,2,,Journal Article
42025426,2026,Systematic elucidation of the cross-omics regulatory network in chronic rhinosinusitis: the LAT-IL23R metabolic axis.,Brazilian journal of otorhinolaryngology,2;18,,Journal Article
42025296,2026,DNA Methylation Regulates CDK5R1 and NRBP1 to Exert Effects on Alcohol Dependence: Insights From Mendelian Randomization.,Addiction biology,2;10,,Journal Article
42024473,2026,Pan-cancer polygenic risk score associates with cancer susceptibility following kidney transplantation.,JCI insight,2;5,,Journal Article
42024114,2026,Identification of LRP8 as a potential therapeutic target for irritable bowel syndrome from the proteomes of plasma and cerebrospinal fluid in a Mendelian randomization study.,Revista espanola de enfermedades digestivas,2;4;10,,Journal Article
42019808,2026,Causal statistical association between remnant cholesterol and coronary heart disease: genetic insights into the PSRC1-CELSR2-SORT1 gene cluster.,Journal of lipid research,1;2,,Journal Article
42015547,2026,Inhibition of adenosine kinase alleviates hypertrophic cardiomyopathy by ameliorating coronary microvascular dysfunction.,ESC heart failure,1;2,,Journal Article
42011270,2026,The Role of Vitamin B6 and Folate-Related Pathways Involved in Gut Microbial Composition in the Development of Preeclampsia: Metabolome-Wide Mendelian Randomization Analysis.,Health science reports,1;2;10;15,,Journal Article
42010892,2026,Higher Body Mass Index Is a Causal Risk Factor for Skin Infections: A Mendelian Randomisation Study Using UK Biobank and FinnGen.,"Diabetes, obesity & metabolism",2;10,,Journal Article
42010886,2026,Genetic risk factors in Finnish patients with Fuchs endothelial corneal dystrophy.,Acta ophthalmologica,2,,Journal Article
42007325,2026,Causal Effects of Common Pregnancy Complications on Neonatal Birth Weight: A Mendelian Randomization Study.,International journal of women's health,1;2;10;15,,Journal Article
42006396,2026,Obstructive Sleep Apnea and Female Reproductive Endocrine Diseases: A Mendelian Randomization and Mediation Analysis.,International journal of endocrinology,1;2;10;13;15,,Journal Article
42005973,2026,Decoding the Causal Effects of Blood-Related Phenotypes in Hypertrophic Scars and Keloids: A Mendelian Randomization Study.,"Clinical, cosmetic and investigational dermatology",2;10;12,,Journal Article
42002509,2026,Causal effects of oxidative stress on hypertension: insights integrating multi-omics and colocalization analyses.,"Nutrition, metabolism, and cardiovascular diseases : NMCD",1;2;4;16,,Journal Article
42001686,2026,Integrated multi-omics and machine learning highlight PTM-related genes as potential biomarkers in endometrial cancer.,Translational oncology,3;5;15,,Journal Article
41995538,2026,Extensive peripheral immune cell phenotypes and nephrotic syndrome: Tracing causality through genetics - a bilateral Mendelian randomization study.,Medicine,1;2;10,,Journal Article
41995537,2026,Causal evidence linking injury-associated DNA methylation to the risk of developing depression or post-traumatic stress disorder.,Medicine,2;4,,Journal Article
41995490,2026,No causal effect between prostatitis and erectile dysfunction: Insights from a 2-sample bidirectional Mendelian randomization study.,Medicine,2;10,,Journal Article
41992590,2026,"Genetic Association of Sexual Behavior, Sildenafil, and Hormonal Contraceptives With Mental Disorders.",CNS neuroscience & therapeutics,2;4,,Journal Article
41991682,2026,Cell-type-specific causal effects of CEBPD in CD8 + S100B + Tcells and ZFP36 in monocytes modulate the protective and risk phenotypes in psoriasis.,Mammalian genome : official journal of the International Mammalian Genome Society,2;3;9;12,,Journal Article
41990104,2026,Systematic prioritization of potential therapeutic targets for glomerulonephritis using multi-omics Mendelian randomization.,PLoS computational biology,1;2;10,,Journal Article
41988141,2026,S100A12 as a Shared Inflammatory Driver of Intervertebral Disc Degeneration and Osteoporosis: A Mendelian Randomization and Experimental Study.,Journal of inflammation research,2;10,,Journal Article
41988095,2026,Causal Effects of Diet on Atopic Dermatitis: A Mendelian Randomization Study Implicating Lipid Pathways and Clinical Implications.,"Clinical, cosmetic and investigational dermatology",1;2;10;12,,Journal Article
41984189,2026,"Multi-omics analysis of perfluorooctanoic acid and glioblastoma: insights from Mendelian randomization, network toxicology, and molecular docking.",Naunyn-Schmiedeberg's archives of pharmacology,2;5;10,,Journal Article
41981742,2026,Investigating the genetic association between synaptic genes and Parkinson's disease risk.,"The journals of gerontology. Series A, Biological sciences and medical sciences",2;11,,Journal Article
41978582,2026,Pulmonary-Intestinal Axis: Shared Genetic Basis and Mediating Factors Identified Through Multi-Omics Analysis.,International journal of chronic obstructive pulmonary disease,1;2;11;13,,Journal Article
41967304,2026,Genetic predisposition to smoking and the risk of Carpal Tunnel Syndrome: a mendelian randomization study.,"Clinics (Sao Paulo, Brazil)",2;4;10;14,,Journal Article
41961712,2026,Causal effects of Epstein-Barr virus antibodies on autoimmune neuroinflammatory diseases: A generalised summary data-based Mendelian randomisation study.,Medicine,2;8;9;10;14,,Journal Article
41961674,2026,Evaluating the causal role of LEPR signaling in 16 cancers: A drug-target Mendelian randomization study.,Medicine,2;5;10;12,,Journal Article
41961647,2026,Celiac disease increases the risk of pulmonary arterial hypertension: A multivariable Mendelian randomization and mediation analysis.,Medicine,1;2;9;10;13,,Journal Article;Meta-Analysis
41956766,2026,[Inflammatory bowel disease increases the risk of hearing loss via autoimmunity: a Mendelian randomization study].,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,2;9;10;18,,English Abstract;Journal Article
41955302,2026,Genetic variation near ROBO1 is associated with craniofacial microsomia and related phenotypes in the Finnish population.,Human molecular genetics,2,,Journal Article
41954593,2026,Opportunistic Screening of High-Risk Breast Cancer Variants in Hospital Biobank Setting.,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",5,,Journal Article
41954291,2026,Genetic Correlations and Causal Relationships Among Allergic Diseases: A Comprehensive Mendelian Randomization Study With Multiomic Mediation Analysis.,Mediators of inflammation,2;10;12;13;18,,Journal Article
41951048,2026,Antidiabetic drug effects on gastrointestinal health: convergent evidence from a longitudinal cohort and Mendelian randomization study.,Journal of advanced research,1;2;5;10,,Journal Article
41948706,2026,Circulating Plasma Proteins Influence the Risk of Aortic Dissection via Blood Pressure: A Network Mendelian Randomization and Multi-Omics Study.,Journal of inflammation research,1;2;10,,Journal Article
41943070,2026,"Triglyceride-glucose index, plasma metabolome and aortic stenosis: a Mendelian randomization analysis.",Journal of cardiothoracic surgery,1;2;10,,Journal Article
41941971,2026,The effect of SGLT2 inhibition on immune cells and transplant rejection/failure: A drug-targeted mendelian randomization study.,Transplant immunology,1;2;10,,Journal Article
41940328,2026,Genetic evidence for causal roles of circulating proteins on breast cancer susceptibility.,iScience,2;5,,Journal Article
41939841,2026,Genetic pharmacoepidemiology of JAK inhibitors in chronic immune-mediated skin diseases: implications for precision therapy and medication safety.,Frontiers in pharmacology,2;5;8;9;12,,Journal Article
41938706,2026,Interplay between genetically predicted gut microbiota and chronic apical periodontitis: a Mendelian randomization analysis.,Journal of oral microbiology,2;10,,Journal Article
41937214,2026,Integrating single-cell transcriptomics and epigenetics in a multi-omics MR framework identifies PARK7 as a causal gene in streptococcal septicemia.,Epigenetics & chromatin,2,,Journal Article
41931314,2026,Hyperthyroidism drives gout risk: A Mendelian randomization observational study.,Medicine,2;10,,Journal Article;Observational Study
41926501,2026,"Protective Causal Effects of CCL19, CCL23, and IL17A on Achilles Tendinitis: Insights from Bidirectional Mendelian Randomization and Metabolite-Mediated Pathway Analysis.",Orthopedic research and reviews,2;10,,Journal Article
41926080,2026,Metabolic-renal disease genetic architecture revealed by genomic structural equation modeling.,Journal of molecular endocrinology,1;2,,Journal Article
41919146,2026,The gut microbiota and plasma metabolites on functional dyspepsia: a study integrating Mendelian randomization and experimental validation.,Frontiers in medicine,2;10,,Journal Article
41914530,2026,A Risk Factor Atlas for Allergy-Related Airway Diseases: Evidence From Multi-Biobank Genetic Study.,"Allergy, asthma & immunology research",1;2;4;7;9;12;13;18,,Journal Article
41914438,2026,Causal Associations of Cerebrospinal Fluid and Circulating Metabolites With Malignant Brain Neoplasms: A Mendelian Randomization Analysis.,Brain and behavior,2;5;10,,Journal Article
41908943,2026,Computational and Experimental Biology Reveals Dihydroartemisinin's Efficacy Against Steroid-Induced Osteonecrosis of the Femoral Head Adjusting Ferroptosis via CCL17-PRDX6.,"Drug design, development and therapy",2;11,,Journal Article
41898761,2026,Investigating the Inflammatory Link Between Vitamin D and Hidradenitis Suppurativa: A Systematic Review and Causal Inference Analysis.,International journal of molecular sciences,2;12,,Journal Article;Systematic Review;Review
41895592,2026,Causal Effect of Multicohort Circulating Proteome on the Risk of Aortic Aneurysm: A Mendelian Randomization Study.,Annals of vascular surgery,1;2;10,,Journal Article
41891036,2026,Genome-wide association meta-analyses over one million individuals identify 54 loci associated with urinary incontinence and its subtypes.,medRxiv : the preprint server for health sciences,2;4;15,,Journal Article;Preprint
41890708,2026,CCS-mediated mechanistic link between gestational diabetes mellitus and carpal tunnel syndrome: a multi-omics MR framework.,Frontiers in immunology,1;2;14;15,,Journal Article
41888349,2026,Risk assessment of secondary primary malignancies: results from two large prospective European cohorts.,NPJ precision oncology,2;5,,Journal Article
41888180,2026,Blood donor biobank pipeline to collect genome-based samples for research.,Scientific reports,2,,Journal Article
41885234,2026,Mendelian randomization implicates circulating plasma proteins in gout risk and identifies candidate therapeutic targets.,International journal of immunopathology and pharmacology,2;10,,Journal Article
41884603,2026,Proposing an Optimized Prediction Model for Pancreatic Cancer Based on Mendelian Randomization Analysis of Fibrinogen Levels and Urinary Protein Excretion Rate.,Clinical Medicine Insights. Oncology,2;5;10,,Journal Article
41884417,2026,Identification of Potential Therapeutic Targets for Xihuang Pill in Breast Cancer: A Mendelian Randomization and Experimental Study.,Breast cancer (Dove Medical Press),2;5;10,,Journal Article
41884389,2026,Integrative Multi-Omics and Experimental Analyses Identify TAPBP as a Key Mediator Linking Genetic Susceptibility to Melanocyte Dysfunction in Vitiligo.,"Clinical, cosmetic and investigational dermatology",2;12,,Journal Article
41880212,2026,"Causal links between gut microbiota, metabolites, and diffuse large B-cell lymphoma: Evidence from a Mendelian randomization study.",Advances in clinical and experimental medicine : official organ Wroclaw Medical University,2;5;10,,Journal Article
41878282,2026,Integrative genomics reveal genetic links of chronic cough with risk factors and brain regional volumes.,ERJ open research,2;13,,Journal Article
41876152,2026,Cohort profile: the Mendelian randomisation in pregnancy (MR-PREG) collaboration - improving evidence for prevention and treatment of adverse pregnancy and perinatal outcomes.,BMJ open,2;4;10;15,,Journal Article
41874860,2026,Genetic Evidence Supports a Potential Role of WTAP-related m6A Regulation in Vascular Dementia: Insights from Mendelian Randomization and Multi-omics Analyses.,Journal of molecular neuroscience : MN,2;10;11;14,,Journal Article
41873862,2026,Oxidative Stress-Related Genome-Wide Mendelian Randomization Identifies Causal Genes for Coronary Artery Disease.,Cardiovascular therapeutics,1;2;4;10,,Journal Article;Meta-Analysis
41870236,2026,PCSK9 and Breast Cancer Survival: A Mendelian Randomization Study.,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",1;2;5;10,,Journal Article
41869993,2026,The Causal Role of Circulating Inflammatory Cytokines in Brain Tumors: Insights from Genetic Epidemiology.,Immunological investigations,2;5,,Journal Article
41869075,2026,Identification of potential biomarkers and therapeutic targets for liver cirrhosis based on Mendelian randomization and machine learning.,Biochemistry and biophysics reports,1;2;3;10,,Journal Article
41868050,2026,Evaluating the Role of Lipid Accumulation Product Index in Endometriosis: Findings from NHANES and Mendelian Randomization.,International journal of women's health,1;2;10;15,,Journal Article
41866693,2026,A two-sample Mendelian Randomization study on the causal relationship between obesity and breast cancer.,Clinical nutrition ESPEN,1;2;5;10,,Journal Article
41861673,2026,Quantifying risk modifiers of hereditary hemochromatosis using genomic and electronic health record data.,JHEP reports : innovation in hepatology,2;3;10,,Journal Article
41861211,2026,Association of gestational diabetes mellitus with intrahepatic cholestasis of pregnancy: A 2-sample Mendelian randomization analysis utilizing FinnGen consortium data.,Medicine,1;2;10;15,,Journal Article
41861178,2026,Exploratory Mendelian randomization analysis: The genetic susceptibility of CT examination preference and the risk of hypertrophic cardiomyopathy.,Medicine,1;2;10,,Journal Article
41851812,2026,Aerobic Fitness and Health-Related Phenotypes: A Two-Stage Phenome-Wide Mendelian Randomization Study.,Medicine and science in sports and exercise,1;2;10;13;14,,Journal Article
41850335,2026,Genome-wide meta-analysis in lichen sclerosus identifies 14 genomic risk loci.,The British journal of dermatology,2;12,,Journal Article
41849624,2026,A Genomic Convergence: Mapping Shared Causal Loci between Heart Failure and Arrhythmias.,Cardiology,1;2,,Journal Article
41849060,2026,Genetic causal association between kidney stones and proton pump inhibitors.,International urology and nephrology,1;2,,Journal Article
41844385,2025,The association between immune cells and acute kidney injury: insights from Mendelian randomization.,Renal failure,1;2;10,,Journal Article
41837488,2026,"Biomarker-Based Analysis of the Association Between Obstructive Sleep Apnea Syndrome and Oxidative Stress: A Univariable, Bidirectional, and Multivariable Mendelian Randomization Study.",Current medicinal chemistry,2;4;10;13,,Journal Article
41836453,2026,Bidirectional Mendelian Randomization Analysis of 338 Cerebrospinal-Fluid Metabolites and Cluster-Headache Risk.,Journal of pain research,2;10;14,,Journal Article
41832569,2026,Multi-omics Mendelian randomization prioritizes BMP6 as a candidate therapeutic target in intervertebral disc degeneration.,Journal of orthopaedic surgery and research,2;10,,Journal Article
41824808,2026,Erythropoietin drug targets and cancer risk: A two-sample Mendelian randomization study.,Medicine,2;5;10,,Journal Article
