pubmed_id,year,title,journal,themes,subthemes,publication_types
38000378,2023,Alcohol intake and cause-specific mortality: conventional and genetic evidence in a prospective cohort study of 512 000 adults in China.,The Lancet. Public health,1;2;14,,"Journal Article;Research Support, Non-U.S. Gov't"
37942646,2023,Chronic Hepatitis B Virus Infection and Risk of Stroke Types: A Prospective Cohort Study of 500 000 Chinese Adults.,Stroke,1;8;14,14.2-stroke-cerebro,Journal Article
37940228,2023,Plasma Proteomics to Identify Drug Targets for Ischemic Heart Disease.,Journal of the American College of Cardiology,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
37898918,2023,MTHFR and risk of stroke and heart disease in a low-folate population: a prospective study of 156 000 Chinese adults.,International journal of epidemiology,1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
37870428,2023,A high-resolution haplotype-resolved Reference panel constructed from the China Kadoorie Biobank Study.,Nucleic acids research,2,,"Journal Article;Research Support, Non-U.S. Gov't"
37869961,2023,Life-course adiposity and severe liver disease: a Mendelian randomization analysis.,"Obesity (Silver Spring, Md.)",1;2;5;10,,"Journal Article;Research Support, Non-U.S. Gov't"
37852733,2024,Lifetime cumulative effect of reproductive factors on ischaemic heart disease in a prospective cohort.,Heart (British Cardiac Society),1;15,,Journal Article
37744541,2023,Association of Resting Heart Rate with the Risk of Stroke in Men.,Iranian journal of public health,1;14,14.2-stroke-cerebro,Journal Article
37710209,2023,Sleep duration and risk of stroke and coronary heart disease: a 9-year community-based prospective study of 0.5 million Chinese adults.,BMC neurology,1;7;13;14,14.2-stroke-cerebro,Journal Article
37682069,2023,Pulse pressure and its association with body composition among Chinese men and women without diagnosed hypertension: the China Kadoorie Biobank.,Journal of hypertension,1,,"Journal Article;Research Support, Non-U.S. Gov't"
37676847,2023,Ethnic differences of genetic risk and smoking in lung cancer: two prospective cohort studies.,International journal of epidemiology,2;4;5,,"Journal Article;Research Support, Non-U.S. Gov't"
37661606,2023,[Study on the associations of meeting intensive systolic blood pressure control goals with risk for incident cardiovascular and cerebrovascular diseases among the adult hypertensive patients in China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;14,,English Abstract;Journal Article
37661427,2023,"Genome-wide polygenic risk score, cardiometabolic risk factors, and type 2 diabetes mellitus in the Chinese population.","Obesity (Silver Spring, Md.)",1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
37640499,2024,Associations of polygenic risk scores with risks of stroke and its subtypes in Chinese.,Stroke and vascular neurology,1;2;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
37601966,2023,Genotyping and population characteristics of the China Kadoorie Biobank.,Cell genomics,2,,Journal Article
37537725,2023,Association between fresh fruit consumption and the risk of chronic obstructive pulmonary disease-related hospitalization and death in Chinese adults: A prospective cohort study.,Chinese medical journal,13,,Journal Article
37532222,2024,Association of physical activity with risk of chronic kidney disease in China: A population-based cohort study.,Journal of sport and health science,1;7,,Journal Article
37518346,2023,Red Meat Consumption and Risk of Cardio-Cerebrovascular Disease in Chinese Older Adults.,International heart journal,1;6;11;14,,Journal Article
37482703,2023,[Tea consumption and cancer: a Mendelian randomization study].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,2;5;10,,English Abstract;Journal Article
37482702,2023,[Epidemiological distribution characteristics of peripheral blood mosaic chromosomal alteration in adults from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,,English Abstract;Journal Article
37476847,2023,Genetic and healthy lifestyle factors in relation to the incidence and prognosis of severe liver disease in the Chinese population.,Chinese medical journal,5;8,,Journal Article
37433779,2023,BMI and well-being in people of East Asian and European ancestry: a Mendelian randomisation study.,Translational psychiatry,1;2;4;10,,"Journal Article;Research Support, Non-U.S. Gov't"
37410540,2023,Lung cancer risk score for ever and never smokers in China.,"Cancer communications (London, England)",3;5,,"Journal Article;Research Support, Non-U.S. Gov't"
37403464,2023,Household air pollution and risk of incident lung cancer in urban China: A prospective cohort study.,International journal of cancer,4;5;19,,"Journal Article;Research Support, Non-U.S. Gov't"
37392542,2023,"Associations of alcohol intake with subclinical carotid atherosclerosis in 22,000 Chinese adults.",Atherosclerosis,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
37380406,2023,[Incidence of chronic obstructive pulmonary disease and risk factors in the Suzhou cohort].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,13,,English Abstract;Journal Article
37308998,2023,Duration-dependent impact of cardiometabolic diseases and multimorbidity on all-cause and cause-specific mortality: a prospective cohort study of 0.5 million participants.,Cardiovascular diabetology,1;14,,"Journal Article;Research Support, Non-U.S. Gov't"
37291211,2023,Alcohol consumption and risks of more than 200 diseases in Chinese men.,Nature medicine,1;3;14;18,,"Journal Article;Research Support, Non-U.S. Gov't"
37280568,2023,Household air pollution from solid fuel use and depression among adults in rural China: evidence from the China Kadoorie Biobank data.,BMC public health,4;6;19,,"Journal Article;Research Support, Non-U.S. Gov't"
37236043,2023,Potential benefits of spicy food consumption on cardiovascular outcomes in patients with diabetes: A cohort study of the China Kadoorie Biobank.,"Nutrition (Burbank, Los Angeles County, Calif.)",1;14,,"Journal Article;Research Support, Non-U.S. Gov't"
37223569,2023,Differences in primary and secondary stroke prevention strategies for Chinese men and women.,Preventive medicine reports,1;14,14.2-stroke-cerebro,Journal Article
37221059,2023,[Prospective association between physical activity and mortality in patients with chronic kidney disease].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;7,,English Abstract;Journal Article
37200020,2023,Minimal improvement in coronary artery disease risk prediction in Chinese population using polygenic risk scores: evidence from the China Kadoorie Biobank.,Chinese medical journal,1;2;3,,Journal Article
37124162,2023,Pregnancy Loss and Risk of All-Cause Mortality in Chinese Women: Findings From the China Kadoorie Biobank.,International journal of public health,1;15,,Journal Article
37111029,2023,The Prospective Associations of Egg Consumption with the Risk of Total Cerebrovascular Disease Morbidity among Chinese Adults.,Nutrients,14,,Journal Article
37106459,2023,"Development, validation, and evaluation of a risk assessment tool for personalized screening of gastric cancer in Chinese populations.",BMC medicine,3;5,,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't"
37099076,2023,Age at smoking initiation and smoking cessation influence the incidence of stroke in China: a 10-year follow-up study.,Journal of thrombosis and thrombolysis,1;4;14,14.2-stroke-cerebro,Journal Article
37059339,2023,Long-Term Exposure to Fine Particulate Matter and Incidence of Esophageal Cancer: A Prospective Study of 0.5 Million Chinese Adults.,Gastroenterology,5;19,,"Journal Article;Research Support, Non-U.S. Gov't"
37037666,2023,"Association of dietary patterns, circulating lipid profile, and risk of obesity.","Obesity (Silver Spring, Md.)",1,,"Journal Article;Research Support, Non-U.S. Gov't"
37027436,2023,Development of a prediction model to identify undiagnosed chronic obstructive pulmonary disease patients in primary care settings in China.,Chinese medical journal,8;13,,Journal Article
37022778,2023,How does obesity affect mortality through blood pressure and blood glucose in Chinese and US citizens? Insights from a causal mediation analysis of two large cohorts.,Journal of global health,1,,Journal Article
37020268,2023,"Preserved vegetable consumption and its association with mortality among 440,415 people in the China Kadoorie Biobank.",BMC medicine,1;5;14,,"Journal Article;Research Support, Non-U.S. Gov't"
37019571,2023,"Long-term exposure to ambient PM2·5, active commuting, and farming activity and cardiovascular disease risk in adults in China: a prospective cohort study.",The Lancet. Planetary health,1;14,,"Journal Article;Research Support, Non-U.S. Gov't"
37011136,2023,Self-Reported Primary Cooking Fuels Use and Risk of Chronic Digestive Diseases: A Prospective Cohort Study of 0.5 Million Chinese Adults.,Environmental health perspectives,1;5,,"Journal Article;Research Support, Non-U.S. Gov't"
37008262,2023,"WHO cardiovascular disease risk prediction model performance in 10 regions, China.",Bulletin of the World Health Organization,1;3,,Journal Article
36978155,2023,"Healthy lifestyle, DNA methylation age acceleration, and incident risk of coronary heart disease.",Clinical epigenetics,1,,"Journal Article;Research Support, Non-U.S. Gov't"
36942332,2023,[Prevalence of chronic kidney disease and its association with lifestyle factors in adults from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,,English Abstract;Journal Article
36937945,2023,Association of healthy lifestyle with incident cardiovascular diseases among hypertensive and normotensive Chinese adults.,Frontiers in cardiovascular medicine,1;14,,Journal Article
36916124,2023,Female reproductive and hormonal factors and lung cancer mortality among never-smokers: A prospective cohort study of 287 408 Chinese women.,International journal of cancer,5;15,,"Journal Article;Research Support, Non-U.S. Gov't"
36915869,2023,The Mediating Role of Body Mass Index in the Association Between Age at First Childbirth and Lung Function Among Chinese Postmenopausal Women.,Clinical epidemiology,1,,Journal Article
36824348,2023,Impacts of solid fuel use versus smoking on life expectancy at age 30 years in the rural and urban Chinese population: a prospective cohort study.,The Lancet regional health. Western Pacific,1;4;6;14,,Journal Article
36758480,2023,Modeling biological age using blood biomarkers and physical measurements in Chinese adults.,EBioMedicine,1;11;14,,Journal Article
36739230,2023,"Family history, waist circumference and risk of ischemic stroke: A prospective cohort study among Chinese adults.","Nutrition, metabolism, and cardiovascular diseases : NMCD",1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
36727769,2023,Ideal cardiovascular health and mortality: pooled results of three prospective cohorts in Chinese adults.,Chinese medical journal,1,,Meta-Analysis;Journal Article
36726144,2023,Mendelian randomisation study of body composition and depression in people of East Asian ancestry highlights potential setting-specific causality.,BMC medicine,1;2;4;10,,"Journal Article;Research Support, Non-U.S. Gov't"
36725338,2023,Lifetime Cumulative Effect of Reproductive Factors on Stroke and Its Subtypes in Postmenopausal Chinese Women: A Prospective Cohort Study.,Neurology,1;14;15,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
39036307,2023,Risk factors for early-onset colorectal cancer: A large-scale Chinese cohort study.,Journal of the National Cancer Center,1;5,,Journal Article
36601918,2023,Genetically Predicted Differences in Systolic Blood Pressure and Risk of Cardiovascular and Noncardiovascular Diseases: A Mendelian Randomization Study in Chinese Adults.,"Hypertension (Dallas, Tex. : 1979)",1;2;10;14,,"Journal Article;Research Support, Non-U.S. Gov't"
36572456,2022,[Characteristics of daytime napping and its correlation with chronic diseases in Chinese adults].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;13;14,,English Abstract;Journal Article
36539279,2023,Short-term socioeconomic status shift and long-term cardiovascular outcomes in China: a population-based cohort study.,Journal of epidemiology and community health,1;6;14,,"Journal Article;Research Support, Non-U.S. Gov't"
36510257,2022,Association between physical activity and cancer risk among Chinese adults: a 10-year prospective study.,The international journal of behavioral nutrition and physical activity,5;7,,"Journal Article;Research Support, Non-U.S. Gov't"
36483267,2023,Association between pneumonia hospitalisation and long-term risk of cardiovascular disease in Chinese adults: A prospective cohort study.,EClinicalMedicine,1;11;14,,Journal Article
36462513,2022,Tobacco smoking and risks of more than 470 diseases in China: a prospective cohort study.,The Lancet. Public health,3;4,,"Journal Article;Research Support, Non-U.S. Gov't"
36388344,2022,Association between pregnancy and pregnancy loss with COPD in Chinese women: The China Kadoorie Biobank study.,Frontiers in public health,13;15,,"Journal Article;Research Support, Non-U.S. Gov't"
36362780,2022,Personal Activity Intelligence and Ischemic Heart Disease in a Healthy Population: China Kadoorie Biobank Study.,Journal of clinical medicine,1,,Journal Article
36274151,2022,Temporal associations between leukocytes DNA methylation and blood lipids: a longitudinal study.,Clinical epigenetics,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
36271961,2023,"Intakes of major food groups in China and UK: results from 100,000 adults in the China Kadoorie biobank and UK biobank.",European journal of nutrition,,,Journal Article
36205613,2023,Association between Fish Consumption and Risk of Chronic Obstructive Pulmonary Disease among Chinese Men and Women: an 11-Year Population-Based Cohort Study.,The Journal of nutrition,13,,"Journal Article;Research Support, Non-U.S. Gov't"
36181771,2022,Educational level differences in the primary and secondary prevention of stroke.,Preventive medicine,1;6;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
36180916,2022,"Association between frequency of dairy product consumption and hypertension: a cross-sectional study in Zhejiang Province, China.",Nutrition & metabolism,1,,Journal Article
36117339,2022,[Association between body mass index and coronary heart disease in Qingdao: a prospective study].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,,Journal Article
36117338,2022,[Correlation between sleep status and frailty in adults aged 30-79 years in China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,11;13,,Journal Article
36115952,2022,Pregnancy loss and the risk of rheumatoid arthritis in Chinese women: findings from the China Kadoorie biobank.,BMC public health,9;15,,"Journal Article;Research Support, Non-U.S. Gov't"
36083018,2022,Lung Cancer Absolute Risk Models for Mortality in an Asian Population using the China Kadoorie Biobank.,Journal of the National Cancer Institute,5,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural"
36071519,2022,External validation of models for predicting risk of colorectal cancer using the China Kadoorie Biobank.,BMC medicine,5,,"Journal Article;Research Support, Non-U.S. Gov't"
36035906,2022,"Liver biomarkers, genetic and lifestyle risk factors in relation to risk of cardiovascular disease in Chinese.",Frontiers in cardiovascular medicine,1;14,,Journal Article
35991535,2022,The role of lifestyle factors on comorbidity of chronic liver disease and cardiometabolic disease in Chinese population: A prospective cohort study.,The Lancet regional health. Western Pacific,1,,Journal Article
35981987,2022,[Association between self-reported gingival bleeding and prevalent hypertension among adults in a cross-sectional study in Zhejiang province].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;14,,Journal Article
35926549,2022,Healthy lifestyle and life expectancy at age 30 years in the Chinese population: an observational study.,The Lancet. Public health,1;13;14,,"Observational Study;Journal Article;Research Support, Non-U.S. Gov't"
35922875,2023,Social inequalities in all-cause mortality among adults with multimorbidity: a 10-year prospective study of 0.5 million Chinese adults.,International health,6,,"Journal Article;Research Support, Non-U.S. Gov't"
35862220,2022,Risks of Stroke and Heart Disease Following Hysterectomy and Oophorectomy in Chinese Premenopausal Women.,Stroke,1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
35856194,2022,[Association of lifestyle and cardiometabolic risk factors with epigenetic age acceleration in adults in China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;11,,Journal Article
35856193,2022,[A prospective cohort study of premature death and influencing factors in adults aged 56-69 years from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;6;14,,Journal Article
35856192,2022,[Associations between sleep status and risk for kidney stones in Chinese adults: a prospective cohort study].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;13,,Journal Article
35838536,2022,"Associations of muscle mass, strength, and quality with all-cause mortality in China: a population-based cohort study.",Chinese medical journal,,,Journal Article
35760551,2022,Association between sleep duration and hypertension in southwest China: a population-based cross-sectional study.,BMJ open,1;7,,"Journal Article;Research Support, Non-U.S. Gov't"
35649571,2022,Resting heart rate and risk of left and right heart failure in 0.5 million Chinese adults.,Open heart,1,,"Journal Article;Research Support, Non-U.S. Gov't"
35616543,2022,"Solid Fuel, Secondhand Smoke, and Lung Cancer Mortality: A Prospective Cohort of 323,794 Chinese Never-Smokers.",American journal of respiratory and critical care medicine,4;5,,"Journal Article;Research Support, Non-U.S. Gov't"
35607895,2022,"Association of egg consumption, metabolic markers, and risk of cardiovascular diseases: A nested case-control study.",eLife,1,,"Journal Article;Research Support, Non-U.S. Gov't"
35602414,2022,"Revisiting the 'physical activity paradox' in a Chinese context: Occupational physical activity and mortality in 142,302 urban working adults from the China Kadoorie Biobank study.",The Lancet regional health. Western Pacific,1;7,,Journal Article
35534062,2022,Sero-prevalence of 19 infectious pathogens and associated factors among middle-aged and elderly Chinese adults: a cross-sectional study.,BMJ open,8;11,,"Journal Article;Research Support, Non-U.S. Gov't"
35527564,2022,Independent and Joint Associations of Tea Consumption and Smoking with Parkinson's Disease Risk in Chinese Adults.,Journal of Parkinson's disease,4;11,,"Journal Article;Research Support, Non-U.S. Gov't"
35513801,2022,Dairy consumption and risks of total and site-specific cancers in Chinese adults: an 11-year prospective study of 0.5 million people.,BMC medicine,5;6,,"Journal Article;Research Support, Non-U.S. Gov't"
35504339,2022,Association between involuntary smoking and risk of cervical cancer in Chinese female never smokers: A prospective cohort study.,Environmental research,4;5,,"Journal Article;Research Support, Non-U.S. Gov't"
35495958,2022,"Association of Red Meat Consumption, Metabolic Markers, and Risk of Cardiovascular Diseases.",Frontiers in nutrition,1,,Journal Article
35460564,2022,Low-risk Lifestyle and Health Factors and Risk of Mortality and Vascular Complications in Chinese Patients With Diabetes.,The Journal of clinical endocrinology and metabolism,1,,"Journal Article;Research Support, Non-U.S. Gov't"
35452448,2022,Genetic associations of adult height with risk of cardioembolic and other subtypes of ischemic stroke: A mendelian randomization study in multiple ancestries.,PLoS medicine,1;2;10;14,1.4-stroke-cardio;14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
35445833,2022,Associations of erythrocyte polyunsaturated fatty acids with incidence of stroke and stroke types in adult Chinese: a prospective study of over 8000 individuals.,European journal of nutrition,1;14,14.2-stroke-cerebro,Journal Article
35443297,2022,[Incidence of gastric cancer and risk factors in Suzhou cohort].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,5,,Journal Article
35443296,2022,[Association between genetic predisposition to childhood obesity and the risk of adult ischemic heart disease in China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;2;14,,Journal Article
35410902,2022,Development of a Model to Predict 10-Year Risk of Ischemic and Hemorrhagic Stroke and Ischemic Heart Disease Using the China Kadoorie Biobank.,Neurology,1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
35400017,2022,"The hospitalization burden of all-cause pneumonia in China: A population-based study, 2009-2017.",The Lancet regional health. Western Pacific,,,Journal Article
35345298,2022,[Introduction of reduced rank regression and development of a user-written Stata package].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,,Journal Article
35292536,2022,"Development, validation and comparison of multivariable risk scores for prediction of total stroke and stroke types in Chinese adults: a prospective study of 0.5 million adults.",Stroke and vascular neurology,1;3;6;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
35284848,2022,"Diagnostic accuracy of major stroke types in Chinese adults: A clinical adjudication study involving 40,000 stroke cases.",The Lancet regional health. Western Pacific,1;14,14.2-stroke-cerebro,Journal Article
35274091,2022,Poor oral health and risks of total and site-specific cancers in China: A prospective cohort study of 0.5 million adults.,EClinicalMedicine,5,,Journal Article
35267971,2022,Dietary Patterns and Risk of Chronic Obstructive Pulmonary Disease among Chinese Adults: An 11-Year Prospective Study.,Nutrients,13,,Journal Article
35267955,2022,The Prospective Associations of Lipid Metabolism-Related Dietary Patterns with the Risk of Diabetes in Chinese Adults.,Nutrients,1,,Journal Article
35240390,2022,Association of multimorbidity of non-communicable diseases with mortality: a 10-year prospective study of 0.5 million Chinese adults.,Public health,1,,Journal Article
35234872,2022,Coarse Grain Consumption and Risk of Cardiometabolic Diseases: A Prospective Cohort Study of Chinese Adults.,The Journal of nutrition,1;14,,"Journal Article;Research Support, Non-U.S. Gov't"
35215443,2022,The Relative Validity and Reproducibility of Food Frequency Questionnaires in the China Kadoorie Biobank Study.,Nutrients,,,Journal Article
35212748,2022,Lactation Duration and the Risk of Subtypes of Stroke Among Parous Postmenopausal Women From the China Kadoorie Biobank.,JAMA network open,1;14;15,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
35199334,2022,Tobacco smoking and solid fuels for cooking and risk of liver cancer: A prospective cohort study of 0.5 million Chinese adults.,International journal of cancer,4;5,,"Journal Article;Research Support, Non-U.S. Gov't"
35191418,2022,Multimorbidity patterns and association with mortality in 0.5 million Chinese adults.,Chinese medical journal,1;8;9;13;14,,Journal Article
35184481,2022,"[The correlation of sleep duration and insomnia with low muscle mass, strength and quality in Chinese adults].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,7;13,,Journal Article
35184480,2022,"[Spicy food consumption and risk of lip, oral cavity and pharynx cancers: a prospective cohort study of Chinese adults].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,,Journal Article
35184479,2022,"[The correlation of physical activity and sedentary leisure time with low muscle mass, strength, and quality in Chinese adults].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,7,,Journal Article
35184478,2022,[Associations of body mass index and waist circumference with hospitalization risk of kidney stones in Chinese adults].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,,Journal Article
35184477,2022,[Association between tea consumption and all-cause mortality in Chinese adults].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;14,,Journal Article
35183210,2022,Association between dairy consumption and ischemic heart disease among Chinese adults: a prospective study in Qingdao.,Nutrition & metabolism,1,,Journal Article
35123520,2022,"Menopausal status, age at natural menopause and risk of diabetes in China: a 10-year prospective study of 300,000 women.",Nutrition & metabolism,1;15,,Journal Article
35064782,2022,Circulating proteins and risk of pancreatic cancer: a case-subcohort study among Chinese adults.,International journal of epidemiology,5,,"Journal Article;Research Support, Non-U.S. Gov't"
35042752,2022,Adiposity and risks of vascular and non-vascular mortality among Chinese adults with type 2 diabetes: a 10-year prospective study.,BMJ open diabetes research & care,1,,"Journal Article;Research Support, Non-U.S. Gov't"
35024647,2022,Place of death and phenomenon of going home to die in Chinese adults: A prospective cohort study.,The Lancet regional health. Western Pacific,,,Journal Article
34999880,2022,Trans-ethnic Mendelian-randomization study reveals causal relationships between cardiometabolic factors and chronic kidney disease.,International journal of epidemiology,1;2;10,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
34931664,2022,Importance of healthy lifestyle factors and ideal cardiovascular health metrics for risk of heart failure in Chinese adults.,International journal of epidemiology,1,,"Journal Article;Research Support, Non-U.S. Gov't"
34902008,2022,"Adiposity, metabolomic biomarkers, and risk of nonalcoholic fatty liver disease: a case-cohort study.",The American journal of clinical nutrition,1,,"Journal Article;Research Support, Non-U.S. Gov't"
34874895,2022,"Metabolically healthy obesity, transition to unhealthy phenotypes, and type 2 diabetes in 0.5 million Chinese adults: the China Kadoorie Biobank.",European journal of endocrinology,1,,Journal Article
34865822,2022,Association Between Personal Activity Intelligence and Mortality: Population-Based China Kadoorie Biobank Study.,Mayo Clinic proceedings,1;6,,"Journal Article;Research Support, Non-U.S. Gov't"
34853434,2022,Adherence to Healthy Lifestyle and Liver cancer in Chinese: a prospective cohort study of 0.5 million people.,British journal of cancer,5,,"Journal Article;Research Support, Non-U.S. Gov't"
34850013,2022,Conventional and Bidirectional Genetic Evidence on Resting Heart Rate and Cardiometabolic Traits.,The Journal of clinical endocrinology and metabolism,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
34848488,2022,Circulating Metabolites and the Development of Type 2 Diabetes in Chinese Adults.,Diabetes care,1,,"Journal Article;Research Support, Non-U.S. Gov't"
34838195,2021,The relative and attributable risks of cardia and non-cardia gastric cancer associated with Helicobacter pylori infection in China: a case-cohort study.,The Lancet. Public health,5;8,,"Journal Article;Research Support, Non-U.S. Gov't"
34818839,2021,"[Correlation between chronic diseases and low muscle mass, strength and quality in adults in China].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;13;14,,Journal Article
34814468,2021,[Prevalence of heart failure and its association with smoking behavior in adults from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;4;14,,Journal Article
34814467,2021,"[The correlation of dietary patterns with low muscle mass, strength and quality in adults from 10 regions of China].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,11,,Journal Article
34814466,2021,[Descriptive analysis of fracture hospitalization rate in adults from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,,Journal Article
34814465,2021,[Self-rated health measures and their relations to all-cause and cardiovascular mortality in adults from 10 regions of China].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,,Journal Article
34814464,2021,"[Prevalence, patterns and long-term changes of multimorbidity in adults from 10 regions of China].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1;14,,Journal Article
34814406,2021,[Polygenic risk score in personalized screening of lung cancer: a prospective cohort study in Chinese].,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,2;5,,Journal Article
34785558,2021,Hospital management of major stroke types in Chinese adults: a population-based study of 20 000 hospitalised stroke cases.,BMJ open,1;14,14.2-stroke-cerebro,"Journal Article;Research Support, Non-U.S. Gov't"
34746045,2021,Genomics of Obsessive-Compulsive Disorder-Toward Personalized Medicine in the Era of Big Data.,Frontiers in pediatrics,2;4,,Journal Article;Review
34728472,2021,"Random plasma glucose levels and cause-specific mortality among Chinese adults without known diabetes: an 11-year prospective study of 450,000 people.",BMJ open diabetes research & care,1,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S."
34718577,2022,Bridge Employment and Longevity: Evidence From a 10-Year Follow-Up Cohort Study in 0.16 Million Chinese.,"The journals of gerontology. Series B, Psychological sciences and social sciences",6;11,,"Journal Article;Research Support, Non-U.S. Gov't"
34702709,2021,Construction and application of human genetic resources in the China Kadoorie Biobank.,Yi chuan = Hereditas,,,Journal Article
34698828,2022,Lifestyle factors and fetal and childhood origins of type 2 diabetes: a prospective study of Chinese and European adults.,The American journal of clinical nutrition,1,,"Journal Article;Research Support, Non-U.S. Gov't"
34674714,2021,Modification effect of ideal cardiovascular health metrics on genetic association with incident heart failure in the China Kadoorie Biobank and the UK Biobank.,BMC medicine,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
34536011,2022,"Solid fuel use, socioeconomic indicators and risk of cardiovascular diseases and all-cause mortality: a prospective cohort study in a rural area of Sichuan, China.",International journal of epidemiology,1;6;14,,Journal Article
34530818,2021,Alcohol drinking and risks of liver cancer and non-neoplastic chronic liver diseases in China: a 10-year prospective study of 0.5 million adults.,BMC medicine,1;5,,"Journal Article;Research Support, Non-U.S. Gov't"
34515027,2021,Epigenome-wide analysis of DNA methylation and coronary heart disease: a nested case-control study.,eLife,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
34475424,2021,Utility of single versus sequential measurements of risk factors for prediction of stroke in Chinese adults.,Scientific reports,1;14,14.2-stroke-cerebro,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't"
34422742,2021,Household Air Pollution From Solid Cooking Fuel Combustion and Female Breast Cancer.,Frontiers in public health,5;19,,"Journal Article;Research Support, Non-U.S. Gov't"
34342284,2021,Factors related to age at natural menopause in China: results from the China Kadoorie Biobank.,"Menopause (New York, N.Y.)",1;15,,"Journal Article;Research Support, Non-U.S. Gov't"
34333624,2021,"Lifestyle, cardiometabolic disease, and multimorbidity in a prospective Chinese study.",European heart journal,1;14,,"Journal Article;Research Support, Non-U.S. Gov't"
34329444,2021,Adherence to Healthy Lifestyle and Attenuation of Biological Aging in Middle-Aged and Older Chinese Adults.,"The journals of gerontology. Series A, Biological sciences and medical sciences",11,,"Journal Article;Research Support, Non-U.S. Gov't"
34327415,2021,Blood pressure and cardiovascular diseases in Chinese adults with type 2 diabetes: A prospective cohort study.,The Lancet regional health. Western Pacific,1;14,,Journal Article
34324491,2021,"Long-term solid fuel use and risks of major eye diseases in China: A population-based cohort study of 486,532 adults.",PLoS medicine,4;18,,"Journal Article;Research Support, Non-U.S. Gov't"
34229688,2021,"Association between frequency of spicy food consumption and hypertension: a cross-sectional study in Zhejiang Province, China.",Nutrition & metabolism,1,,Journal Article
34152010,2021,Associations of toothbrushing behaviour with risks of vascular and nonvascular diseases in Chinese adults.,European journal of clinical investigation,1;13;14,,Journal Article
